 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.852722251	0.0952328185	0.00861536546	0.003594237865	0.00155215063404	0.00078951902373	0.0009673800052	0.00117383672548	0.00142977090892	0.0339226356635
d	0.6674231422	0.235051917233	0.0380734910867	0.009333210927	0.00226587289324	0.00224884419598	0.0019363242832	0.00098638010699	0.00123269672041	0.0414480555773
r	0.438784841933	0.432989157078	0.0525754774489	0.0255561013557	0.00500785968561	0.00621136226206	0.0041799028974	0.00189822017444	0.00156466242154	0.0312323686607
e	0.273997897178	0.629564892359	0.0404875140336	0.0251841349852	0.0056051151172	0.00637203023229	0.0036880010506	0.00187530964588	0.000993259529836	0.0122318676828
f	0.150644261886	0.689725098786	0.0572582043419	0.0285906029151	0.0077801022684	0.0127628314905	0.00757972338147	0.00541028359556	0.0017240433322	0.0385248481766
f	0.095690098122	0.604591060595	0.075140914114	0.0568737055317	0.0393288778295	0.0300497821698	0.0149529752145	0.0228988401939	0.00608675719473	0.0543870238827
ì	0.0847102479873	0.563756543865	0.135065902022	0.0662239870839	0.0480103677412	0.0276048337867	0.0132920494482	0.0248779947046	0.00746914648451	0.0289890258617
m	0.104696195076	0.590630153288	0.150272766925	0.053703430868	0.0199244283377	0.0165623484676	0.0125542386694	0.0104038968222	0.00863563572977	0.0326169356406
m	0.154671768692	0.556902236163	0.143382678508	0.052924195796	0.00855659440923	0.0159450056092	0.0145259683265	0.00661856765273	0.0106363013446	0.0358366674242
u	0.125554897685	0.388434482588	0.280389899636	0.124149095799	0.0301257575537	0.0118548248931	0.0100294910535	0.00459899176358	0.00664606857353	0.0182164314721
f	0.0538732687907	0.208008116263	0.367209584545	0.218189627266	0.0545573101646	0.0210096106064	0.0170528123925	0.0207564879859	0.0155072382965	0.0238358550124
ù	0.028103725945	0.0988414375143	0.443170369515	0.271234349755	0.0409347320549	0.0264558930241	0.0194543996775	0.026075232284	0.019210339596	0.0265194931715
e	0.0100819279615	0.0422417422814	0.434815865838	0.382542886585	0.0686603644183	0.0207717457414	0.0103592849058	0.0103067224153	0.00806634082887	0.0121530916552
p	0.0060810702811	0.0217376537451	0.273886298746	0.497325790195	0.101639762939	0.0265080986605	0.0135404337686	0.00808159039043	0.00784869339736	0.0433505638107
p	0.0087008046879	0.0213664327564	0.177164216315	0.521901230732	0.105524504713	0.0333134238842	0.0183212324362	0.0169839000168	0.0180659141871	0.0786583126562
ò	0.00833061842401	0.0176441491337	0.128814543172	0.534498649577	0.138198645038	0.0543986337721	0.0222855255254	0.0175281749989	0.0198632921504	0.0584377331194
r	0.0113778970714	0.0134172780995	0.100511041324	0.487340659859	0.193183438479	0.0640090861507	0.0464477237751	0.0092450241263	0.0221706988781	0.0522971408318
k	0.0197489002791	0.0192232892199	0.0808776013747	0.404323309686	0.181543789426	0.0737353740836	0.0590369999957	0.0099696093061	0.0572783005794	0.0942628420893
e	0.0166167542634	0.0173066805027	0.0523580806916	0.372373710962	0.236276299475	0.107060553061	0.0447255673892	0.0103118083127	0.0593229017485	0.0836476909098
t	0.0138288234238	0.0103120857374	0.0253430127305	0.284112991587	0.350276928492	0.157605347354	0.0491408243831	0.0151733440509	0.0363995370582	0.0578071857668
e	0.0121947968193	0.00725155491373	0.0141522547508	0.178807647196	0.382871612831	0.222371460451	0.080051977261	0.0247677783636	0.0273183429794	0.0502126570525
e	0.00476135260732	0.00343826594898	0.00617677767333	0.106823951372	0.315998465877	0.28706989415	0.19495491382	0.0422531744945	0.0130119195818	0.0255113035968
t	0.00274176917099	0.00287954006859	0.00387090676218	0.0507528259173	0.206721249259	0.317918860917	0.286484194073	0.0560777005248	0.0308093880693	0.0417435206783
è	0.00205382618034	0.00247429054084	0.00353051386939	0.0290562767258	0.1336421783	0.302509417839	0.376568822824	0.0636502783083	0.0405289455831	0.0459854057234
l	0.00183711187593	0.00224300761179	0.0042436235098	0.0257248591619	0.08205452988	0.255938325293	0.466870914608	0.0652969003428	0.0521245799277	0.0436661348391
i	0.00185508214288	0.00215347128733	0.0035328052816	0.0217262154813	0.0586889175533	0.193801935178	0.428281111336	0.185697434888	0.0591432007959	0.045119854907
n	0.00186697365553	0.00220544889871	0.0024584916474	0.0103499639818	0.0422521063111	0.151960593413	0.383500245579	0.291901529896	0.068073907532	0.0454307174797
a	0.00192366400085	0.00261130224241	0.00242642441517	0.0064710043586	0.033628334597	0.099840208511	0.324636219326	0.383140356899	0.0891769285107	0.0561454838772
d	0.0045413195117	0.00481636182798	0.00278964671962	0.00445047754687	0.0200743230123	0.0593651292743	0.243711112675	0.457414924966	0.122028570637	0.0808081237544
i	0.00544496730812	0.00542207962739	0.00290631371067	0.00403961481496	0.0151108017741	0.0426366917514	0.178568346925	0.452453356989	0.169977388279	0.123440474293
v	0.00583101388356	0.00520205986762	0.0027726607663	0.00355686479082	0.0102001905227	0.0285605000285	0.128327891328	0.465896100596	0.20956308876	0.14008958104
e	0.0059327313511	0.00520877427152	0.00280029953446	0.00329573036004	0.0081848064549	0.0207273015315	0.0892297397227	0.467286192465	0.25963098332	0.137703347556
n	0.00281057808952	0.00374744009169	0.00274565828017	0.00299902871361	0.0055800991959	0.0141353142518	0.0589381896342	0.457569126822	0.311724895773	0.139749621883
t	0.00233036282695	0.00391891114282	0.00295040825542	0.00580429775987	0.00641329687757	0.0105962907519	0.0420336233514	0.330745326007	0.389351439258	0.205856054276
è	0.00169725426848	0.00286626457082	0.00231381273575	0.00585095693749	0.00581473085432	0.0188104018926	0.0508919948705	0.201754042736	0.469023202419	0.240977350909
s	0.00247537218044	0.00420587824933	0.00356803886812	0.00404725715883	0.00625608154057	0.0239776325235	0.0688780577702	0.205911290179	0.487892137473	0.192788212836
s	0.00448499007267	0.00665148753402	0.00564929289072	0.00837548167274	0.00710384249952	0.0145127178425	0.0565140462301	0.17422365526	0.484983961824	0.237500433465
i	0.00352605655067	0.00492860241024	0.00446900951402	0.00865961035048	0.00474638488554	0.00899925703747	0.031894657236	0.10069689482	0.511045743941	0.321033766342
m	0.00459037159877	0.0037291140954	0.00273660077676	0.00422411170939	0.00293131220421	0.00540952027246	0.0151225607847	0.125818995273	0.524652432647	0.310785015129
e	0.00491718382652	0.00331159493975	0.0022900260487	0.00293908189511	0.00225624321843	0.00397720668662	0.00913369316623	0.123820686558	0.563158202882	0.284196017391
s	0.00213174614067	0.00242635502369	0.00202436313268	0.0025547973535	0.00166692663116	0.00399082815434	0.00562803257574	0.0859391706527	0.627201647627	0.266436068214
s	0.0025463275785	0.00415403445102	0.00266975009071	0.00312258690466	0.00271467527194	0.00325378405031	0.00407634152758	0.0652513678309	0.625713337209	0.286497768122
è	0.00237518732296	0.0039618350433	0.0023971005336	0.00272173505476	0.00346420740019	0.0194714834864	0.0123737043834	0.0436141648036	0.597341055736	0.312279497674
r	0.0018723680582	0.00415493642853	0.00325593165525	0.00185084995404	0.00331710101664	0.0261874665865	0.017502745462	0.0537147300145	0.596497273912	0.291646643891
a	0.00172051975325	0.00442432965321	0.00378392310308	0.00210724605233	0.00244926874316	0.0132373271316	0.0104742210775	0.0526641866875	0.542428254637	0.36671087863
</S>	0.00102452992259	0.00281247293139	0.00262465791884	0.00207581321176	0.0017233657091	0.010774955945	0.00678977843395	0.0350959444178	0.485739467318	0.451339200315
