 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.6354600785	0.3231960924	0.004545380019	0.005090208261	0.00263130993569	0.00310858261243	0.0259683323167
p	0.37691016474	0.550133443467	0.0271259567243	0.0185209024803	0.00288883196169	0.00353507778063	0.0208856320147
e	0.203696213567	0.723175906489	0.0387816524881	0.0206203699401	0.0015715734057	0.00186022535414	0.0102940753251
r	0.112920919402	0.75113062083	0.0920419298294	0.01970542364	0.00707907330037	0.00557109457778	0.0115509447569
i	0.0510030327507	0.711650180943	0.18176850301	0.0253938470333	0.0104081659788	0.00705219445919	0.0127240792821
k	0.0241014578136	0.629917356448	0.272743235003	0.0364415304978	0.0103807930916	0.00841179992633	0.0180037877582
o	0.0144640379152	0.539062503436	0.360558915668	0.0420783420993	0.0108290893972	0.00931265878544	0.0236943692303
l	0.0157404310784	0.443899830265	0.416012221889	0.0609638527664	0.0272438470391	0.0108144991318	0.025325241615
ò	0.0190502055288	0.291364813922	0.485285665296	0.126286507189	0.0332298929064	0.0139746223459	0.0308082890233
s	0.0198848444083	0.202011574947	0.532583491765	0.159934947663	0.0234802466755	0.014850435584	0.0472545153344
o	0.0158711117012	0.120211791254	0.554949984588	0.221809370288	0.0272949398252	0.013719067386	0.0461437496981
n	0.00821764995733	0.0519716002838	0.499224365529	0.348652125429	0.0339272652751	0.0161649762867	0.0418419861827
a	0.00567653676705	0.02433244747	0.373178525043	0.477780573143	0.0522941065584	0.0191354363622	0.0476023482842
n	0.00473709473075	0.0135507816605	0.273737738881	0.537245165048	0.0868354293861	0.0317623512541	0.0521314669387
a	0.00444024985352	0.0097933318473	0.218229237894	0.504440877683	0.159038976662	0.042637363218	0.0614200171969
r	0.00626403443511	0.0141364186284	0.173181040165	0.433510917894	0.222438756221	0.080306026006	0.0701628382216
è	0.00676763522684	0.0150686770312	0.104669819522	0.381077323298	0.30661624674	0.115476902535	0.0703234266499
t	0.00600682000025	0.0101444612798	0.0640204933653	0.345993946766	0.361503322247	0.128604568712	0.08372637991
s	0.00669682977458	0.012072617328	0.0533505399131	0.233616047255	0.278932008082	0.218243953571	0.19708795393
i	0.00373772851403	0.00887073038707	0.0396355910014	0.111316882352	0.336277415361	0.247528485857	0.252633126577
à	0.00189876490258	0.00375135358715	0.0225997977215	0.114300711251	0.449438276454	0.254310782219	0.153700265126
t	0.00115128615623	0.00168059100865	0.00886805040557	0.16218484647	0.371187899485	0.37226713834	0.0826601450487
s	0.00080057918873	0.00177810304057	0.00546632529959	0.114638672557	0.219048634428	0.516851012113	0.141416634124
e	0.000617228767104	0.00194852610467	0.00462768210053	0.0438829976703	0.168398824143	0.501265773371	0.279258962409
n	0.000899330307904	0.00175138669787	0.00311189869888	0.0195317380621	0.187840765714	0.49550401779	0.291360914663
ì	0.00115052940394	0.00142773752052	0.00187189617727	0.0279177882047	0.141881084305	0.628662532597	0.197088485748
t	0.000766480357389	0.000837162229855	0.00118197909706	0.0309363390836	0.095218541215	0.723383842866	0.147675720583
t	0.000674376667461	0.00150985728118	0.00278466044486	0.0150593260435	0.0573423773317	0.754425559622	0.168203955461
a	0.00076516743257	0.00201375222952	0.00343162458405	0.00764424552337	0.0408243337506	0.547547663207	0.397773268087
</S>	0.000768055148115	0.00180865198776	0.00243247469947	0.00489639609949	0.0469398019153	0.354033926603	0.589120685044
