 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.739996406	0.0738419083	0.101158230485	0.00694165948854	0.0036075131842	0.00394337067265	0.00185568813652	0.00100950584979	0.00092641295724	0.00132731304908	0.00179306235965	0.0015061266195	0.00342385512453	0.00287989536254	0.00157324541185	0.00570065110689	0.0485151395389
ò	0.8000363096	0.128667127253	0.0360768508023	0.00268003434661	0.00180253875773	0.00165488650645	0.00123625497052	0.000718302958651	0.000575723161807	0.00100120056045	0.00114617266385	0.0006173164913	0.0012971130978	0.00115012109986	0.000636042099015	0.00211614005427	0.0185878870469
t	0.767949772133	0.168010997171	0.0157461340614	0.00324239848427	0.00509176682344	0.00281074152528	0.00197644727151	0.00118133653414	0.0012160847505	0.00152043876685	0.00196374814548	0.00114505788363	0.00114130167267	0.00109348010287	0.000588749492717	0.00123125571461	0.0240902964328
t	0.654587224711	0.15519943179	0.0229382714738	0.0176642343268	0.0246256792585	0.0166970835404	0.0285387752058	0.00410738874511	0.00553953287923	0.00757158963628	0.0117410301518	0.00412250183301	0.00466265223202	0.00362008777544	0.00287577658233	0.00422392430537	0.0312847988814
e	0.39913622886	0.368170673263	0.0540148569579	0.0221165904296	0.0279065016508	0.0199224347935	0.0363062462019	0.00451362716418	0.00632535957895	0.0091980323466	0.0141587952855	0.0043705696424	0.00532460403877	0.00389685080547	0.00338886791894	0.00504553483973	0.0162042652553
o	0.155001636922	0.708362685088	0.0662457002526	0.0099406067172	0.0108717117049	0.0077590249661	0.0129587194586	0.00223044711324	0.00246126037992	0.00385930853649	0.00566002419543	0.00167079121447	0.00196099659209	0.00141980623888	0.00124636295131	0.00201266861422	0.00633831087507
G	0.057936369706	0.751275088363	0.104541028484	0.0128709790991	0.0146121322383	0.00552826247297	0.00733183783087	0.00283443636845	0.00469552663677	0.00474001046394	0.00639606257781	0.00381876866216	0.0041942049361	0.00514955147391	0.00263383228682	0.00412364733401	0.00731828364249
i	0.0279649272327	0.679899682788	0.154727308295	0.030957974173	0.0242194781261	0.00710297323859	0.00732844147562	0.00358595931755	0.00833208301026	0.00826725736325	0.00919979290527	0.00585903773211	0.00700450447523	0.00775630599856	0.00402690775041	0.00564678282049	0.00812059448513
u	0.0140361624459	0.669533382263	0.198795659232	0.0388432157177	0.0204881826727	0.0061446807678	0.00638154603321	0.002946783647	0.00588775403735	0.0068118852287	0.00689775870042	0.00376292434809	0.00496937497294	0.00414155724878	0.00238730009973	0.00299836161471	0.00497345113231
v	0.0076387926556	0.620084144021	0.228632770344	0.0496195084259	0.0234692175882	0.0063926181806	0.0072393323404	0.00369149822408	0.00440747442638	0.00595164332058	0.00514244139281	0.00243383005003	0.00316029293831	0.00368203801159	0.00148827341669	0.0045303957283	0.0224356392526
à	0.0087276306666	0.496555738807	0.319390238115	0.0668900609753	0.0278533563094	0.00637968807753	0.0078234631068	0.00818566915003	0.00443497054679	0.00652945599686	0.00480277410027	0.00215294752934	0.00267374447677	0.00373783061053	0.00134010884003	0.0049752822951	0.0275469474182
n	0.0148110339763	0.391778920802	0.417784126972	0.0594061914918	0.0231434094365	0.00495690670184	0.0068139232156	0.00989383741801	0.0041086240756	0.00603216012362	0.00455735644942	0.00265046317778	0.00360246585359	0.00396245754351	0.00158783942514	0.00504514588603	0.0398650655774
n	0.0170545966235	0.282339895067	0.369991275257	0.0678888958973	0.0445100428388	0.0167209138379	0.0562171512765	0.019329630704	0.00828406883653	0.0117484858092	0.0154062224818	0.00681159059526	0.0086107424072	0.00730307135517	0.00441815528838	0.00901876836268	0.0543463933258
i	0.00984486673506	0.147072887656	0.362887609086	0.168006579832	0.0818527611263	0.030883966914	0.0754166792702	0.0212289424311	0.00987912962084	0.0118288166626	0.0182313601919	0.00719585931775	0.00850168207173	0.00623088126622	0.00450918590111	0.00727189856667	0.0291568454179
ì	0.00360156285307	0.070787077452	0.457418687029	0.226845558111	0.115280232862	0.0251215771067	0.0395904563321	0.00999952289176	0.00656821104241	0.0055702380065	0.0084265938033	0.00411989452925	0.00412702537724	0.00320450595857	0.00286084594608	0.0044645776484	0.0120134211176
r	0.00223917295043	0.0386104485507	0.46121718301	0.21764512887	0.150111122487	0.0182548431749	0.035982089286	0.00869476530085	0.00720068459894	0.00693086265227	0.00731834542443	0.00412796125075	0.00439104371775	0.00436643774619	0.00376174918809	0.00681419452387	0.0223339273201
t	0.00229397443166	0.0267512183769	0.30138403467	0.20832904389	0.156933646896	0.0293902213956	0.0916502382753	0.015478164189	0.015872956653	0.0154549553641	0.0230700758981	0.00945010738592	0.0132491866599	0.0105793278954	0.0105149111867	0.0137501375433	0.055847792292
e	0.00159023690005	0.0134675967263	0.173059294157	0.25048198223	0.210466414965	0.0593681571319	0.105568083278	0.0157598676153	0.0173109630323	0.0150042181339	0.0266105748527	0.0108614480973	0.0147563159986	0.0105441806685	0.011343797944	0.0127793545444	0.0510275916967
è	0.000861988206886	0.00669965164477	0.163976224052	0.28306140241	0.313189482988	0.068485683544	0.067481489606	0.0146521870588	0.010452547679	0.00795334221335	0.0132885247042	0.0072131975611	0.00706276456287	0.00523120099217	0.00549196593593	0.00607195139893	0.018826502774
s	0.000878625269267	0.00547110503692	0.160455562837	0.245697131803	0.346593592329	0.0590931812147	0.0709122227287	0.0189794698544	0.0099035011266	0.0107359908073	0.0116735865414	0.00705757230903	0.00623263092762	0.00665194952606	0.00672371195951	0.00915606431578	0.0237841062311
s	0.00112728344409	0.00519664266697	0.104399481259	0.204780707268	0.294117058776	0.0630334403382	0.123323139743	0.0252794343248	0.0187043653889	0.0169649817824	0.0218609458671	0.011496459605	0.0135319403025	0.0119521140354	0.0115286843418	0.0175251274586	0.055178147821
u	0.00092141450695	0.00293248499046	0.046397380053	0.158297511756	0.282515602925	0.166703164846	0.134104720748	0.0262711399796	0.0242603350096	0.0148285252588	0.0248811652424	0.0160377576617	0.0150978765008	0.0108069984791	0.0100888546046	0.0152502645535	0.050604735833
t	0.0010933363911	0.00214235361162	0.022264279811	0.124930211452	0.323660087975	0.251926884549	0.107232760716	0.0212316441645	0.0298783204832	0.0150699341309	0.0213663161408	0.0146325413672	0.0123621868669	0.00825633040703	0.00759057744753	0.0103418723918	0.0260203078677
o	0.0011849739246	0.00181212109636	0.0114347800903	0.0829846987507	0.289222818992	0.309228273116	0.119467838572	0.0383396596015	0.0349743931277	0.0182205891883	0.0203458291936	0.0192670133957	0.0114740963176	0.00774342160768	0.00682491751284	0.00905139116293	0.0184231754544
v	0.00194289982168	0.00337264305754	0.00878848942763	0.0549536594502	0.224336711664	0.361311859039	0.119619348924	0.0502446977138	0.0408973934092	0.0227285008274	0.0236758272779	0.0218142957652	0.0131172630079	0.00994441559456	0.00630343170861	0.00915384801998	0.0277946764638
r	0.0023214787559	0.00490872875345	0.00924940129341	0.0410755222834	0.194686953621	0.272996163413	0.118303803775	0.0577505637713	0.0802034898697	0.0328806097025	0.027162122626	0.0149862756484	0.015694291036	0.0155477310982	0.00806274522087	0.0230883783667	0.0810817044904
à	0.00114712478448	0.00382549213182	0.00761515847114	0.0283240980545	0.189250084274	0.220711012871	0.143987674258	0.0830619995238	0.0860819588566	0.0342001519942	0.021778665542	0.0394321090295	0.0175169621787	0.0134940496394	0.00612631394296	0.0234266635456	0.0800205084348
i	0.000516404563463	0.0023863959941	0.00536374616338	0.0157708758975	0.140661511891	0.256607211624	0.163082767619	0.0930112624586	0.0716975979189	0.0433161812181	0.0373432869807	0.0836708608965	0.0336725017062	0.0101423864131	0.00415348677699	0.00954811207387	0.0290554712096
ì	0.000289236650633	0.00099825703986	0.00237089369146	0.00787255563917	0.070082051597	0.217983057208	0.173724181166	0.12605494883	0.070299994773	0.078344238226	0.0537085658602	0.117041184099	0.0502138289154	0.0099061071777	0.00422959146966	0.00503823814396	0.0118431115959
b	0.000511204960976	0.000711090280953	0.00206817583982	0.00790137249372	0.0647560318323	0.159883662403	0.178912792949	0.136214043803	0.066705143791	0.101508923942	0.0650983576201	0.10018858996	0.0474802359051	0.0173375158459	0.00860190795389	0.0184016382587	0.0237193747528
b	0.00170497008397	0.00103741337565	0.00369629922527	0.0107438125112	0.0748856155441	0.139287565001	0.18542979295	0.105001785534	0.0879577521303	0.093909530514	0.08331933834	0.0583698550467	0.050545314235	0.0229780172886	0.0113654701506	0.0298923090196	0.0398752214154
i	0.00193891873622	0.00094577943315	0.00326770439376	0.00779455269507	0.0499050845414	0.134427344534	0.161930698583	0.105371833711	0.164323508977	0.0873041331713	0.08221072878	0.0575999013489	0.0666692620117	0.0197084107162	0.00841262824287	0.0189388889932	0.0292506227035
e	0.000923307557124	0.000615753626591	0.00133033025185	0.00329084924382	0.0221465825471	0.132624177578	0.102233023233	0.108542333157	0.241329585659	0.102935307417	0.0790773455933	0.0619649945163	0.0886534030772	0.0250802554387	0.00614770083429	0.00877475595107	0.0143302411105
p	0.00130884076418	0.00161195597734	0.00229514494512	0.00507751282007	0.0209129380624	0.0957598965927	0.0774303425563	0.0944603469723	0.274612231886	0.112557031832	0.0708178704644	0.0465732419721	0.0861622658991	0.0410248438796	0.0151175147314	0.0278239070304	0.0264540600844
o	0.00153566054142	0.00191085717529	0.00255456978407	0.00564025626936	0.0195472848161	0.0664286473842	0.0564581730534	0.100674351991	0.343262257295	0.112597401277	0.0579517652215	0.038603786524	0.0640419214797	0.0438419509399	0.0193182241731	0.0341050814855	0.0315277871997
d	0.00129636122344	0.00144381192716	0.00130963940787	0.0026733299663	0.010204566528	0.0465456005347	0.0464059627525	0.101827511107	0.354038217898	0.125824014426	0.0583846432405	0.038887179508	0.0563911838732	0.03879400156	0.0255218578604	0.0527816440372	0.037670490004
d	0.00126098503482	0.00155184856714	0.00261751442201	0.00323248671595	0.0097025513	0.0329624206916	0.0485241071208	0.101946585732	0.270726976766	0.134989874875	0.0613104161802	0.0343866303227	0.0431353718911	0.03764021542	0.0294852447735	0.0792000830124	0.107326745781
h	0.00655177379384	0.00155261993371	0.00291776183267	0.00361863933398	0.00838955181667	0.0283009528772	0.0381050021836	0.106743381031	0.226989846722	0.133215147225	0.0707536743267	0.0351735881809	0.0405694268704	0.0555393971733	0.0219567273712	0.0595702528308	0.160052322426
ì	0.00818225310839	0.00118953305482	0.00127038474604	0.00232061318938	0.00567517529004	0.0216146720437	0.0231921135364	0.0994253546863	0.195507608574	0.199619392875	0.0849217283089	0.0529135871136	0.0830025845301	0.0619050815911	0.0168658953037	0.0339459683636	0.10844809037
s	0.00402035294777	0.000853335488402	0.000871581432119	0.00167496335073	0.00463517005809	0.0145096434392	0.03781825171	0.100947032172	0.150470699391	0.265322859892	0.0923752893696	0.0590613214379	0.10232916071	0.048277835797	0.0175726091212	0.0435822615812	0.0556776551747
t	0.00281524867285	0.000919140085681	0.000920750307666	0.00165036187846	0.00473327630296	0.0175614096864	0.0663092666577	0.132848695525	0.15572528313	0.223429251297	0.0882473215232	0.0510297148793	0.0712166242767	0.037555509999	0.0189863352671	0.0466543510937	0.0793975686849
r	0.00138383475902	0.000616734365627	0.000748197693222	0.00144964928815	0.00375130470099	0.0167142054755	0.0905479153849	0.16388235219	0.174603910977	0.167681273499	0.0929694069744	0.0523195826264	0.0747511901989	0.0301647021663	0.013730648089	0.0296604441512	0.0850247404487
à	0.000691006717026	0.000320426208742	0.000505043527312	0.0010640949723	0.0025028443782	0.0104716485158	0.0728240464487	0.136048620688	0.163710182259	0.203004670233	0.0994528344581	0.0571288010088	0.097702408733	0.0352408182888	0.0155164441697	0.0572714946451	0.0465446155033
k	0.00624000094701	0.000438587651774	0.00144454619729	0.00129855069486	0.00299792700493	0.0106391201893	0.040865516987	0.111247521109	0.153494292686	0.250149572678	0.0951678414194	0.0598555873363	0.0950259138443	0.0462946671629	0.0230451591766	0.0759818151097	0.0258133462744
k	0.00826860763656	0.000765078569318	0.00206151619811	0.00176351942613	0.00401297797331	0.0156634276498	0.0392268187	0.112755966154	0.166407162162	0.240326043159	0.0939024226731	0.0541121147121	0.0853196592814	0.043709842081	0.0213776957855	0.0507387312699	0.0595883429675
o	0.00313811256509	0.000660833803573	0.00110542203834	0.00138611821327	0.00288872173026	0.0141868127519	0.0257212426017	0.106659853391	0.204324664721	0.205444180053	0.112301064158	0.060952114704	0.0866093194271	0.0469129926537	0.0195603298085	0.0379345641366	0.0702135728518
j	0.00154832326611	0.000694643932858	0.00065157734068	0.00084151028165	0.00163707020791	0.0100265052526	0.0129092559536	0.0870369639965	0.198666777507	0.155604392018	0.129396140939	0.073297617008	0.0911026026757	0.0660092145512	0.0408452138428	0.0756982693789	0.054033860062
à	0.000878182653394	0.000611701276546	0.000494097202427	0.000640592591033	0.00118215199864	0.00726648013087	0.0320007177695	0.0765714666783	0.134627916609	0.150629376513	0.1021134158	0.075143030136	0.104657269425	0.0718247914504	0.0576282015476	0.136507377146	0.0472231538321
i	0.000353454891355	0.000254369932822	0.000272642508609	0.000432376295294	0.000702404095747	0.00432162822229	0.0357712708741	0.068532480544	0.0936316859763	0.130698155678	0.113785881	0.0721683452053	0.112052149208	0.0861784814168	0.0713006737825	0.161699539001	0.0478443936707
ì	0.000154104603806	0.000140691574807	0.000178064557803	0.000308865501218	0.000438460677542	0.0028551747787	0.0158001668719	0.0539631320046	0.0719951131921	0.107513095226	0.16098619958	0.118774997735	0.118223406136	0.0986890634723	0.0823673516608	0.113511856827	0.0541002388969
c	0.000257247114274	0.000124077622654	0.000221941011854	0.000359634227323	0.000613167570207	0.00507470971123	0.0184281967472	0.0487158433294	0.0746934203774	0.131829994815	0.14190834344	0.125098336692	0.115063434245	0.0815777150908	0.0848587119203	0.123536975736	0.0476382021903
h	0.000391076541786	0.000157190839383	0.000254186152805	0.000358322939038	0.000680701782336	0.00589783620281	0.0231904355151	0.0544785742874	0.0918344068125	0.159298507745	0.114109592213	0.076323166144	0.123345084815	0.0552201320303	0.0648317702801	0.147215367545	0.0824135810844
e	0.000328758044138	0.000195664310854	0.000229039796268	0.000371309141506	0.000501764991712	0.0033722592662	0.0148269482756	0.048843335739	0.0788459370175	0.135733798182	0.124840649924	0.0710638193813	0.134930264472	0.0573367146768	0.0981242153667	0.144514679715	0.0859408101378
p	0.00147600020608	0.000868970047075	0.000543817384116	0.000637623100695	0.0011380534265	0.00530720450533	0.00899702510347	0.0319954094261	0.0577831722525	0.083012211554	0.118238119468	0.0661148644691	0.113723078757	0.0700075888256	0.140897651656	0.225386807772	0.0738723679413
o	0.00196947415387	0.00118438491994	0.000676905832265	0.000789064801438	0.0013917272569	0.00593718861464	0.00703613479222	0.0233942257413	0.0490413167575	0.0615058051447	0.093880509476	0.0620144749517	0.096476565319	0.0919620588085	0.157111321752	0.263385085391	0.0822437518091
l	0.00134808210589	0.00108105127097	0.000681108622688	0.000742105671986	0.00105157964537	0.00345642298641	0.00379157565214	0.01979737526	0.0461002566192	0.0560641590482	0.0858028980987	0.0678763445139	0.087692311973	0.10690299287	0.170689983717	0.258854540997	0.0880672445864
e	0.00103490214972	0.000933170589083	0.000609356759829	0.000652353254762	0.000832514693857	0.00231105576214	0.00258525347369	0.0217113777965	0.0465897111064	0.0547680220161	0.0772746176529	0.0664431985173	0.083000395791	0.113350695823	0.172771957706	0.240863209932	0.114268206979
m	0.000651370630818	0.000516248032588	0.000412470282143	0.000525570331021	0.000664068305352	0.00222178101405	0.00220163780421	0.0275728753378	0.0483731263821	0.0549780864054	0.0721625915176	0.0592359013084	0.088758873597	0.115147156874	0.175764103769	0.214615235577	0.136198857855
ì	0.000727049018161	0.000426571420059	0.000495198300714	0.00049546539914	0.000607216519584	0.00220244475922	0.009178459141	0.0261192240785	0.039346510314	0.0750165996685	0.0719273698459	0.0688493932228	0.114406728066	0.0873953002913	0.13997100279	0.225668336192	0.137167157847
s	0.000903822796931	0.0006697716291	0.000726471044648	0.000689900447393	0.000831148065528	0.00189227234627	0.0116064937018	0.024707097899	0.0312664132913	0.0780859621962	0.0801624631886	0.0666037390076	0.132490223222	0.0783890786304	0.123318688597	0.249356133731	0.118300423982
o	0.000833411805517	0.000796222453717	0.000701607601559	0.000786474639304	0.000992232062509	0.00203338425989	0.00530842707647	0.0221414004983	0.0289595947038	0.0552875355854	0.0868481915495	0.0456929236959	0.113651490347	0.0902084953368	0.143116620066	0.29538656991	0.107255509127
n	0.000802856122046	0.0011809027381	0.000649712050078	0.000718639245848	0.00084120760759	0.00234357644643	0.00264562546646	0.0198994346088	0.0253749861573	0.0516633430751	0.0730033859632	0.040635187692	0.0896659925223	0.0953555679723	0.169377060355	0.321106561303	0.104736040022
t	0.000891527300515	0.00142559229269	0.00113090838505	0.0010267714978	0.00104130805648	0.00225626396948	0.00232243868312	0.0257154299149	0.0338688326684	0.0531100814917	0.0576756768211	0.0403203821973	0.0808114820408	0.0921944875241	0.164910137252	0.331515341768	0.109783366595
a	0.000653945970145	0.000905510863297	0.00110416588975	0.0010876945488	0.00101801935616	0.00170325773803	0.00188538376731	0.0212142933318	0.0302810804228	0.0385872715772	0.0435304842564	0.0302898360444	0.0660983314936	0.0864106139547	0.186609823284	0.368109230589	0.12051096374
ò	0.000453157370926	0.000539695183819	0.00107429842412	0.0006810944566	0.000629316389387	0.00120969290088	0.00208215246204	0.0112612236782	0.0157649708176	0.0273278699591	0.0683825017528	0.0494977375915	0.107617541445	0.0854833950982	0.190924559495	0.311597249463	0.12547345598
l	0.000458787915139	0.00041732164802	0.00108351535085	0.000443802607953	0.000379514640262	0.000839157165627	0.00246383531801	0.00937701794833	0.0139619237359	0.032568750833	0.105149339116	0.0630267016418	0.155457581348	0.0988473109661	0.161824477698	0.237701851088	0.11599901806
i	0.000375870050333	0.000385171053633	0.000603780802897	0.000403111181138	0.000394003320821	0.00112808015274	0.0017083068768	0.00939436859336	0.0146829392403	0.0337204456497	0.0856898000207	0.0413593624866	0.122444845189	0.107115289602	0.171479642119	0.300180169696	0.10893467322
t	0.000541017206161	0.000869147834718	0.000543856551906	0.000454173634626	0.000536144279607	0.00156555908978	0.0013626185268	0.00852482015051	0.0130528859964	0.0288055650686	0.0537523289556	0.0374631408882	0.0822110401763	0.0924475276807	0.188455004593	0.357627691899	0.131787446553
i	0.000702137672904	0.00117145202968	0.000660758813042	0.000740047512655	0.000814465238002	0.00167524219886	0.00143617054616	0.00820092135902	0.0111075640328	0.0233612910229	0.0357893316652	0.0314379702801	0.0594469868788	0.0828884118469	0.217285431664	0.3891987713	0.134083015598
n	0.000530256365671	0.000760687281313	0.000554410325407	0.000743219391392	0.000757023204134	0.00128270896722	0.00120248840781	0.00694623546189	0.00985258505427	0.0188448065343	0.0296871460304	0.0288681601974	0.0517432626063	0.0790177653023	0.242830015688	0.4170872251	0.109291936199
