 	le	canzone	si	scrivono	alla	notte	</S>
a	0.826459109	0.1422225524	0.0076616717918	0.0013032308964	0.00113028285474	0.000795092990638	0.0204280389553
t	0.558863023073	0.359780567467	0.0132675347945	0.0354771346611	0.00225039530821	0.00245251876997	0.0279088441378
r	0.358146348431	0.528166775156	0.0221851393582	0.0512097862337	0.00758105057674	0.00535855861906	0.0273523494002
a	0.35897083341	0.565349977052	0.0270319587394	0.0225531386799	0.00800836727691	0.00432852310848	0.0137571535073
ù	0.240410561405	0.709636256351	0.0229798934865	0.0159473674753	0.0034622504123	0.00172864866185	0.00583496620917
d	0.133080032757	0.73433194945	0.0423789990955	0.0480942493118	0.00975561248277	0.00550557613618	0.0268535771213
i	0.0977735610123	0.49952692515	0.250895863632	0.0924556237706	0.0152478544676	0.00842643000206	0.0356737622604
a	0.0442161407168	0.247263240303	0.566287673211	0.101361886457	0.0120584007359	0.00545653829169	0.0233561533601
g	0.0173805478563	0.115137564834	0.586780461737	0.151571146286	0.0411351721586	0.0382069149449	0.04978825044
r	0.0292507417968	0.125226804425	0.384505475112	0.177081090229	0.0696894734795	0.061779013495	0.152467460282
à	0.0348065037564	0.134204663542	0.240942279371	0.260368146876	0.0913736102665	0.0565756376583	0.181729149229
f	0.0226626405897	0.089666569218	0.223960842697	0.378014414959	0.117713501169	0.0578852326461	0.11009669497
u	0.0169704070855	0.0520872234151	0.223120030406	0.344376674753	0.224105325456	0.0498297244154	0.0895105392367
t	0.0108830856004	0.0255408468208	0.156513417775	0.320209825084	0.332530585152	0.0550200976051	0.0993021628496
t	0.00892267720032	0.0194738970123	0.100586033165	0.268660193761	0.323806302117	0.095279636535	0.183271348763
e	0.00701407326047	0.00988898938783	0.058288049215	0.165300453851	0.411825599772	0.129095928378	0.218586977317
t	0.00635489015758	0.00765634320374	0.036251485789	0.138495265081	0.485436356591	0.143238184526	0.182567517864
s	0.00504110050358	0.00828240417758	0.0261675336737	0.124227012657	0.388015387864	0.207624064842	0.240642568673
e	0.00282980219366	0.00450074840753	0.0152776788992	0.070582915431	0.369521404688	0.251653838414	0.285633679918
n	0.00268466111707	0.00440119408644	0.0108541097764	0.041745009079	0.388547030629	0.305382269605	0.246385806164
ì	0.00229862367896	0.00507529862225	0.00859979020213	0.0427806759737	0.30421898541	0.438566089868	0.198460627046
t	0.00121178402237	0.0033397612236	0.00500028886784	0.0348487367872	0.203783149803	0.596251423289	0.155564902482
t	0.00131684857855	0.00370627747774	0.00316506330841	0.0200323985657	0.114132427534	0.69658833043	0.161058620981
a	0.00151484325975	0.0032258168801	0.00235174608547	0.0111441542092	0.0886359328047	0.57387672281	0.319250719347
</S>	0.00155218800315	0.00186715644043	0.00209994725674	0.0060974566836	0.104881103642	0.437867820405	0.445634273674
