 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.801902305	0.0464960818	0.00911327309	0.012657689555	0.0028070747093	0.00479871021008	0.0024781531306	0.00651866511127	0.00125811932277	0.00500657835036	0.106963335283
d	0.763509866067	0.0855489522667	0.0180149893033	0.012731879367	0.00867022806197	0.00597691026608	0.0132349112906	0.0160756318443	0.00199035537564	0.00370225945636	0.0705440164213
ì	0.578808100422	0.248481891222	0.0275775768344	0.0438727863683	0.010827319694	0.00828249882803	0.0182263190349	0.0193440597794	0.00283952410915	0.00386140738811	0.0378785109566
s	0.437987992141	0.379910963941	0.0396201741448	0.0539304595728	0.0103534294913	0.011194798854	0.014284124145	0.0146095356885	0.00275795620605	0.00249317421642	0.032857362143
o	0.292917743365	0.495028707514	0.110014404048	0.0341999750109	0.0107393362704	0.00938609432853	0.0112894484997	0.0121390502888	0.00207251181734	0.00135908361128	0.0208536460106
n	0.12504787224	0.563487331838	0.205297651083	0.042738005077	0.0075219405368	0.00990067814471	0.00518418788457	0.0056830653536	0.00132405607977	0.00104440601556	0.032770814466
t	0.108538692973	0.508165063279	0.229263770894	0.0495226150057	0.00958381391893	0.0295359737462	0.00805480339486	0.00855812169787	0.00205252579326	0.00513469911919	0.0415899544659
a	0.087522027461	0.43553427376	0.340744083498	0.0496211481152	0.011756423793	0.0305959499567	0.00807666891029	0.00841858150796	0.00185425012553	0.00614861545639	0.0197280272586
o	0.0335296522061	0.278898518853	0.576551965166	0.0597233929051	0.0192830560843	0.0119678030349	0.00324648552943	0.00337315888932	0.000843983493963	0.00233953061781	0.0102424527662
n	0.0179349807605	0.131893194591	0.631651513722	0.129886630635	0.0312509826948	0.0172862473263	0.00325780107048	0.00361179944777	0.000829335486728	0.00360394028496	0.0287935498914
a	0.012665688832	0.062334448237	0.619451913907	0.192504032878	0.0445828842983	0.0207173073554	0.00374907952149	0.00405512654259	0.00120541197664	0.00532857172632	0.0334055466175
d	0.0100216028979	0.033623550479	0.555993733836	0.237634508426	0.0765485028994	0.0317039252918	0.00813649200516	0.0070051111142	0.00186417424421	0.00597453576477	0.0314938562852
e	0.00935310084037	0.0241288774597	0.455909787812	0.302939491475	0.104550686033	0.0360668285773	0.0108580507791	0.0116570742461	0.00281315468607	0.00919715426646	0.0325257301177
