 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.6920623877	0.1128500594	0.076065872254	0.03359951242	0.007640357366	0.0029551423463	0.00191453814651	0.0013595280105	0.0020723457822	0.00372783778737	0.00122606829568	0.00122902937129	0.00471337295733	0.0585839604597
n	0.405134642884	0.1706104522	0.252414085921	0.06042556198	0.037676652778	0.00652788259096	0.00210032936718	0.00168586708403	0.0022450972802	0.0039127249887	0.000790438498372	0.00084720203649	0.00403621927319	0.0515928676455
è	0.173851333904	0.230337133533	0.427708392727	0.0595069653133	0.044578277844	0.00667421782899	0.00218065059213	0.00250458064421	0.00352496423553	0.0035166129683	0.00304985448312	0.00291745206656	0.00360699157766	0.0360425680252
r	0.10524522623	0.256184005911	0.492501159662	0.0548725797558	0.0178370890373	0.004950553117	0.00274994741871	0.00336441973194	0.00529195123731	0.00475460407748	0.00605483135735	0.00379896350604	0.00337534630134	0.0390192513331
t	0.0633150023033	0.229815785664	0.476311569221	0.10128312245	0.0142016576778	0.007823723721	0.00719023837517	0.0110324820558	0.0106045998058	0.0155592909818	0.0108367121178	0.00324733856327	0.00530036519517	0.0434780460031
i	0.0358432768064	0.200544575848	0.494747559074	0.147414570483	0.0172821192733	0.00708468258087	0.00739080848439	0.0124887605707	0.00990931558527	0.0166877001279	0.0100167723915	0.0027156390427	0.00544795456206	0.0324262662622
s	0.0134387044955	0.143520397816	0.539727454358	0.190029653028	0.0243178126844	0.0215067203742	0.00600618334946	0.00952028647503	0.00781639287909	0.012733205908	0.0076994022251	0.00119892446825	0.00313554548349	0.0193493395792
e	0.00605366774703	0.101272771192	0.499204680786	0.257113805676	0.0443133396948	0.0318431925811	0.00668303775982	0.00869494904568	0.0074458036017	0.0115155279599	0.00716952813777	0.00093291414695	0.00244569710851	0.0153110971359
s	0.00379922755234	0.0702550510173	0.459619410929	0.293265841892	0.0686090699649	0.05139118367	0.00679797426127	0.00769387035189	0.0093477708119	0.00799955714717	0.00468923089832	0.00098091645785	0.00226182216251	0.0132891186218
e	0.00311128412027	0.0454564760598	0.343080534043	0.350565393964	0.0978839752883	0.095356907668	0.0111960911124	0.0110275770533	0.012597012794	0.00751832752372	0.00473395645784	0.00192018780371	0.00236763086673	0.0131846709795
t	0.00254625554108	0.0434748876433	0.244942469481	0.392269857988	0.102790719063	0.137296092801	0.0132701286915	0.0149437778104	0.0168590353213	0.00694196850457	0.00429487183935	0.00243272228233	0.00302288623614	0.0149143942903
t	0.00376716352639	0.0492685575704	0.246847832427	0.382081581996	0.0669707616343	0.125192557934	0.0146453783125	0.0239952157988	0.0265007732071	0.0111911901029	0.00743729649818	0.00985178205278	0.00500906814805	0.0272409553378
à	0.00837308026136	0.0557350391968	0.209548723742	0.340312988199	0.0756519246914	0.119674655045	0.0302204519442	0.0378765740883	0.037161873429	0.020984775521	0.00975154540939	0.0159621027409	0.00860955677802	0.0301367728311
a	0.00805707496516	0.0384107372039	0.117628945356	0.227562948666	0.180939794897	0.160306927082	0.0691766106481	0.0795321283628	0.0411529515697	0.0244875960237	0.0079245158558	0.0107081439119	0.0110305241844	0.023081124479
n	0.00307777191286	0.0155665442786	0.066704846708	0.131992857909	0.180632239632	0.279802742161	0.0770570419494	0.0897962086876	0.0854720460766	0.0168633617552	0.0056165836406	0.00652292298625	0.0122182431032	0.0286766194997
d	0.00303605445822	0.0114639960185	0.0454981419167	0.105140747656	0.0793123860107	0.348012110054	0.0612139553165	0.0823795397959	0.125860010999	0.0134423633357	0.0124792323735	0.0135842047328	0.0260002512597	0.0725770875012
e	0.00289485070874	0.0104321133895	0.0269280353549	0.0907936843813	0.0516598618702	0.280655515351	0.115672675772	0.115308326465	0.132710799986	0.0201078183986	0.0173130878745	0.0169606699146	0.0309121264392	0.0876505153851
m	0.00311009511919	0.0063588263553	0.0195815324116	0.0653708676231	0.0405762726901	0.29035447645	0.135363693257	0.128727224288	0.177040039029	0.0249969229995	0.0124975547002	0.0106194334219	0.0267699243924	0.0586331984457
i	0.00318725341224	0.00486530106252	0.0151491932251	0.040723732209	0.0285925700967	0.27430439195	0.178459367086	0.159122306896	0.189163159476	0.0265312457532	0.0125895337321	0.00852522299863	0.0214505092108	0.0373362697972
n	0.00137353089445	0.00284976402717	0.0072561987775	0.0200793182243	0.0205785443522	0.269992943583	0.196278754429	0.162417095965	0.214494004025	0.0375459339377	0.0118358628974	0.00851013825754	0.0167061733036	0.0300817587731
d	0.00294095517384	0.00285950159834	0.00628449736635	0.0166916158481	0.0152880688174	0.266521365194	0.112768416543	0.130887019922	0.226407152208	0.0558573350726	0.0148957367725	0.0182510241725	0.0369920236679	0.093355259369
è	0.00369784967447	0.00309732401682	0.00547492342678	0.0136453999898	0.0181200785791	0.188667949398	0.0769086455477	0.134474722687	0.250431715669	0.0908363380909	0.0210583935042	0.0320531146375	0.049779343016	0.111754174243
l	0.00345206968824	0.00287372133071	0.00506496568346	0.00677083434673	0.015823997105	0.153750370399	0.0527991952359	0.112401696476	0.32543993469	0.13428211403	0.0207600919401	0.0324822360725	0.067994224152	0.0661045612477
a	0.00291690139818	0.0023518018683	0.00398892745208	0.00437097751464	0.00841744817473	0.113406798926	0.0516973079986	0.0855136114253	0.330918687697	0.190066541037	0.0561613938854	0.0396936925642	0.0636923130307	0.0468036302426
p	0.00460866306641	0.00304130724819	0.00552711428519	0.00384410680992	0.00495701855984	0.0819858659887	0.0517746656662	0.0798602592284	0.304093477632	0.215631098479	0.0778060255218	0.0608982173147	0.0490757176769	0.0568965063769
l	0.00532122554462	0.00368007581839	0.00684344519276	0.0127776145603	0.00535741686248	0.0735750340162	0.0382687651887	0.0939106800295	0.248255458277	0.174617598253	0.0497770611673	0.0892338954916	0.071837536399	0.126544244851
è	0.00207390544972	0.00197365070562	0.00345851507305	0.0139583022485	0.00796408357883	0.0529610831121	0.0336605170629	0.110220078156	0.232713274092	0.137463931891	0.0522402495558	0.101630729851	0.112573353833	0.137108387406
o	0.000875355690466	0.00133131829198	0.00157587139173	0.00493229014709	0.00685968138052	0.0325004290357	0.0303124897456	0.094551986552	0.216559115257	0.195489154277	0.119899570785	0.100766437804	0.11595063548	0.078395712002
