 	non	ho	cosa	a	fare	</S>
e	0.686639197	0.10354341867	0.018002710581	0.0222034003236	0.0611307745278	0.108480446829
n	0.4422366156	0.217571914423	0.13152085186	0.0482035301463	0.0356909293996	0.124776201128
è	0.1703146816	0.442942583141	0.22196038812	0.0556795361421	0.026009592366	0.0830933435887
c	0.09267271698	0.510884907047	0.287719338607	0.036834689914	0.022367611748	0.0495207931936
h	0.06831714748	0.350968106549	0.446891098869	0.0540902907447	0.0339692238107	0.0457641443019
o	0.0333133893351	0.199563788783	0.564024382956	0.133393334848	0.0293897761069	0.0403153375646
t	0.0228717342648	0.090226060241	0.577228802985	0.203628463483	0.036526335579	0.0695185510055
i	0.0195982424603	0.0387391564363	0.407953479858	0.367777477028	0.0785504428697	0.0873811056858
k	0.0090032439835	0.0196634040988	0.222562088949	0.491280325676	0.16618988551	0.0913010262916
à	0.00552359006917	0.0138230742236	0.132604239963	0.364776027425	0.334640411457	0.14863266736
m	0.0219474973224	0.0144545472745	0.092968808301	0.260280026475	0.471227347686	0.139121771787
i	0.026447302864	0.0133613702654	0.0686749755903	0.174528687825	0.427209841429	0.289777838596
</S>	0.0136438018158	0.0070878326135	0.0365508428302	0.0961231737125	0.353688657214	0.492905708298
