 	che	vende	buon	pane	</S>
k	0.711958007	0.0916557418	0.026842287514	0.0613002296107	0.108243842065
a	0.528361751	0.327972278867	0.0241648848673	0.0299001768995	0.089601027321
i	0.261837664349	0.638528773622	0.0416865259558	0.0127984583353	0.0451486218943
p	0.131501873404	0.585096578807	0.141595386585	0.0617721524424	0.0800339993761
u	0.103517558146	0.515233925202	0.193886415962	0.0860588223875	0.101303274711
l	0.0769007948553	0.505234249667	0.263832585687	0.0618138029025	0.092218551517
ì	0.0497542217084	0.465275573822	0.333741198762	0.0595943529008	0.0916346440523
t	0.0328077332395	0.427767653874	0.376284940654	0.0696602253669	0.0934794022041
s	0.0286418961932	0.289527332691	0.384167803551	0.132734978389	0.164927902991
o	0.026308684174	0.178318950819	0.243741215184	0.293234347196	0.258396743467
m	0.0310376574224	0.088320030211	0.241200952261	0.392977629732	0.246463681555
ì	0.0208355389336	0.0467535647197	0.32858612962	0.381536294577	0.222288442718
k	0.0153474243125	0.0290798431559	0.344091135073	0.397054821526	0.214426799659
a	0.0158944052957	0.0209085111555	0.237966648764	0.459549549842	0.265680979173
l	0.00917094023657	0.00885233976497	0.0895384162547	0.492036721281	0.40040165557
ò	0.00418611078909	0.00487916075426	0.0580674311117	0.403052648014	0.529814620369
</S>	0.00222955214523	0.00383578508763	0.059282852006	0.330621922387	0.604029830184
