 	avete	fatto	già	le	verdure	</S>
i	0.851185606	0.124544281	0.006632218355	0.0018597098002	0.00209968850349	0.0136784307533
k	0.584275493727	0.178774501	0.0639559604777	0.0334868984222	0.103162875185	0.0363442472974
à	0.329397751636	0.354074118333	0.0910124245392	0.0441600054901	0.13796659642	0.0433891237111
m	0.253875937345	0.545588423444	0.0791269252931	0.0164929963607	0.073545030246	0.0313706731304
a	0.163247331902	0.544271228881	0.200543520298	0.0131715277482	0.0514593240133	0.0273070509035
t	0.092813962404	0.40290845936	0.377194198766	0.0267945560961	0.0562063018931	0.0440825467395
o	0.047157526798	0.223235345027	0.506128304922	0.105795516765	0.059335035111	0.0583482860308
g	0.0238386954309	0.105560576116	0.531045666307	0.159005647922	0.128503871137	0.0520455389383
i	0.0262486385892	0.0498280763787	0.485517587102	0.224087797574	0.152927894059	0.0613900195061
à	0.0486717884278	0.0467947661369	0.422375563034	0.342482479991	0.083345684713	0.0563297934647
t	0.04024698587	0.0408003171403	0.302333285145	0.391259311997	0.162214251944	0.0631459159016
a	0.0166521103456	0.019363314004	0.162614403462	0.496446348666	0.218964095655	0.0859597213339
l	0.00781642430278	0.0081302360222	0.0656395829807	0.454065448222	0.378764564865	0.0855837301633
à	0.00386089081697	0.00636020747993	0.0351930120269	0.340075814074	0.444753465622	0.169756633866
c	0.00390600726639	0.00814891773418	0.0559291079976	0.323221034491	0.401926502874	0.206868472919
h	0.00447658039013	0.00710992836073	0.0590798061345	0.231410899097	0.560666649291	0.137256148848
a	0.00549887188123	0.00453163641998	0.0272375801342	0.159470510812	0.607568851764	0.195692531928
n	0.00517379231471	0.00411624210523	0.0123713371832	0.0983660023307	0.641339121921	0.238633477261
a	0.00437410868935	0.00387558026431	0.00691057704887	0.0471998946969	0.552794190907	0.384845663239
</S>	0.00476588446467	0.00307404188776	0.00458404598243	0.0375362281085	0.390389596853	0.55965023962
