 	il	muro	vuole	uno	specchio	</S>
o	0.813966629	0.1511261377	0.012999324715	0.0017504889236	0.00377314380305	0.0163843165389
t	0.538442437133	0.342072415927	0.027333421755	0.00616836227627	0.0615938220329	0.024389562656
ì	0.221000193711	0.635118796002	0.0309657644317	0.00787790072876	0.0806437856896	0.0243935911041
c	0.128507358504	0.758220171334	0.0606944379439	0.00523454641892	0.0282380293695	0.0191055015394
h	0.150885189968	0.665754745111	0.130442261355	0.00477704622357	0.0221546277565	0.0259861844785
o	0.126360412489	0.448635492304	0.353238980092	0.0188666419925	0.0254513315166	0.0274471532322
t	0.055294566915	0.236196867648	0.506990828611	0.0538586092308	0.0821520112942	0.0655070419397
è	0.023779390251	0.159676648216	0.552782034117	0.0637028164969	0.105103873831	0.0949551434822
l	0.0177921193717	0.108765057159	0.672492836039	0.052094153459	0.0620456421037	0.0868101147274
i	0.0177426509192	0.0506429465997	0.576240093346	0.193101643713	0.0728581044612	0.0894145091425
è	0.0100803179791	0.0213270612084	0.327729819315	0.423883459904	0.116662379502	0.100316960908
n	0.00709676469302	0.012333164051	0.189906740372	0.496513435301	0.202750759662	0.0913991290713
a	0.00547716427136	0.00623220702763	0.115028056891	0.5476255051	0.251188753434	0.0744482921324
n	0.00352956503192	0.00432879744984	0.0451471384703	0.534165420367	0.300547710078	0.1122813492
j	0.00300947309402	0.00611711177697	0.0260331557634	0.437578366322	0.286632619039	0.240629277299
a	0.00219129772097	0.00483321132879	0.0176138222911	0.378061766574	0.287523627693	0.30977630891
l	0.00380918069164	0.00432393517693	0.00884334926703	0.292599766991	0.379669791718	0.310754005918
ì	0.00381238260067	0.00472212413651	0.014978483037	0.179071506344	0.396266444726	0.401149121587
</S>	0.00197552318249	0.00351549262225	0.0223317525405	0.107450722392	0.395905174363	0.468821432393
