 	che	consuma	poco	benzina	</S>
n	0.824301862	0.07437204234	0.012146358315	0.010557990792	0.0786217628084
a	0.635463294267	0.254154729313	0.040665384395	0.00801505042987	0.0617015595704
k	0.350038515889	0.481525632438	0.0804907350717	0.0191687185158	0.0687764258611
o	0.199139849376	0.619520637479	0.0944515015639	0.0246891335453	0.0621988755004
n	0.139046986025	0.651825817826	0.112795309075	0.0197260645551	0.0766058116541
s	0.163372570162	0.555434251942	0.101966679692	0.0367514344517	0.14247503447
u	0.151030657527	0.503519341314	0.144964222411	0.0607870221572	0.139698697181
m	0.073776394989	0.497225387105	0.24890660745	0.0740760486324	0.106015563049
è	0.0399733676963	0.410535823368	0.383276075263	0.0727882344375	0.0934265358317
t	0.0335751864188	0.363567039123	0.425457926754	0.0765040603125	0.100895793077
s	0.0606575610329	0.297048848708	0.305149400251	0.146525583871	0.190618573626
i	0.0534193322832	0.174123939145	0.375440391417	0.195907035824	0.201109223342
a	0.0209180093429	0.101994371716	0.594875852472	0.171686402341	0.110525320161
l	0.0206462536396	0.0507911099478	0.536036471491	0.254351451247	0.138174691714
ì	0.0202088717194	0.0284524968194	0.461116815164	0.339801707949	0.150420060518
o	0.00704436895316	0.0138614709674	0.423432503055	0.440197623316	0.115463989573
b	0.00673444927495	0.00925528687131	0.221514222685	0.583229009772	0.179266991083
e	0.00708343718953	0.00664357528704	0.0898636622617	0.655960001924	0.240449314986
n	0.00480474603671	0.00447716409169	0.0377064507359	0.618331505975	0.334680122725
z	0.00826784562579	0.00655214062168	0.0231591575806	0.558818266125	0.403202568738
ì	0.00822458700333	0.00988873402299	0.0225570377269	0.628829762842	0.330499863946
n	0.0196796274969	0.0225849773379	0.0345610327023	0.622493279347	0.300681081315
a	0.0243864603023	0.0241190941591	0.0296484763408	0.427765448849	0.494080543105
</S>	0.0144358528992	0.0141675781016	0.0165898353604	0.291887620425	0.662919137552
