 	io	non	ho	cosa	da	mangiare	</S>
e	0.904505403	0.0205442298076	0.00251067210193	0.000718211494115	0.00309005696557	0.0160400751651	0.0525913656416
v	0.825050299867	0.0545590944825	0.0179197949246	0.0277350473635	0.0152521491182	0.0146959498984	0.0447876409432
ò	0.613891417489	0.200567603268	0.0505970735082	0.0417015762812	0.0205408854001	0.0153196086341	0.0573817964844
e	0.380671216856	0.433225517089	0.0926057098361	0.0258290486737	0.0094849815087	0.00784997599798	0.050333537404
n	0.190058773112	0.398675565696	0.258424356745	0.0848618423379	0.0100201415016	0.0123208750513	0.0456384711745
è	0.099747891324	0.214956178565	0.470349357315	0.142565874046	0.0142677861205	0.0147220630371	0.0433908896275
c	0.0623270546613	0.167148810188	0.501509267772	0.179287925349	0.0170193781602	0.020777584319	0.0519299921492
h	0.0596839236471	0.119581614396	0.409912755257	0.299078550516	0.0263942555001	0.0272609277197	0.0580880208697
o	0.0433177281062	0.0600148228953	0.271723079819	0.477189613505	0.0817698011467	0.0197230718732	0.0462619360899
t	0.0195398595486	0.0281397117284	0.137144860606	0.557346485168	0.145454732982	0.0577054040244	0.05466893916
i	0.0118194006547	0.0162913877381	0.062111338442	0.418434217123	0.311881072594	0.112570147775	0.0668923920834
è	0.0120604270826	0.00895281559803	0.027019072094	0.219785466641	0.474987604865	0.200766858925	0.0564276672945
n	0.014165022985	0.00863394181068	0.0190837492713	0.144349313747	0.493395595622	0.262196617375	0.0581756891982
a	0.00777034669388	0.00568487819403	0.0133617358391	0.102497025272	0.432318469874	0.366767821258	0.0715997936994
f	0.00530342723715	0.00383493087488	0.00750485698037	0.0456250581607	0.304338021025	0.522329359486	0.111064500073
à	0.00485230127118	0.00332263572678	0.00584547560232	0.0235920453682	0.179178398608	0.642254239829	0.140955037931
o	0.00245746625463	0.00153047452455	0.00286031383817	0.00964107451847	0.0798423762827	0.676799411943	0.226868962577
</S>	0.00152346391927	0.00110185449458	0.00190690478989	0.00581239795084	0.0449012054613	0.628149380971	0.316604828889
