 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.72031073429	0.047559632789	0.121550392198	0.076453945551	0.0153838074515	0.0060420886462	0.0041115925362	0.00858776859597
n	0.639624606163	0.117212279424	0.103645695059	0.035108158089	0.0382736978792	0.0208400674081	0.0203293521561	0.0249661042519
a	0.519128561257	0.217046316329	0.077719619993	0.0302708876459	0.0654230706533	0.0352055927647	0.0268429462492	0.0283630054906
v	0.306633527912	0.255428950887	0.191459419238	0.0787658039716	0.0779721004706	0.0404874532422	0.0273069103716	0.0219458110975
o	0.137644846847	0.248741377696	0.344945432413	0.108059771657	0.0764564017415	0.0332696093107	0.0256032246239	0.0252792373825
r	0.141574370776	0.186056850659	0.379776631271	0.141671454219	0.0802439692805	0.0259226234636	0.0147678878746	0.0299860970506
à	0.119984778035	0.0820302920197	0.378515344224	0.202241830473	0.140520068767	0.0315060259985	0.0129696566982	0.0322319505199
s	0.0621919359577	0.0720626066866	0.416451617408	0.209502120158	0.145408856482	0.0425664221102	0.0190260230861	0.0327904494933
o	0.0384510297848	0.107840212376	0.413643579136	0.249190952586	0.0924598154273	0.0467718859101	0.0200202437894	0.0316223419178
o	0.0168685873599	0.119898837074	0.298570684712	0.277411189529	0.187561237809	0.04257255217	0.0151058798525	0.0420110302893
t	0.00772129990597	0.0962891103633	0.155224714304	0.31472871251	0.277783906936	0.0423111710167	0.0208226405128	0.0851184400691
s	0.00546417100399	0.0747050140111	0.127260384795	0.420276827503	0.203392279619	0.0516310478722	0.0243379470376	0.092932340883
o	0.019812472804	0.057394725125	0.114886626105	0.358295062834	0.180554103913	0.0836508181307	0.0468576342792	0.138548534098
m	0.0251573569038	0.0272030441323	0.0690090295817	0.267072517811	0.299521017038	0.11206728771	0.0597227426597	0.140246964991
ì	0.0164598033121	0.0147025843148	0.0381263574872	0.19614607059	0.395385501013	0.16759064937	0.0693628894532	0.102226074622
k	0.0414120531667	0.0228534997342	0.0204053203317	0.08676149655	0.401257897671	0.235913658723	0.0982041123511	0.093191893074
u	0.0458036061618	0.0248017363793	0.0143177635012	0.050979289634	0.34026325393	0.275001730241	0.152047088184	0.0967854618913
à	0.0222604137239	0.0103897134777	0.00741452497533	0.0241705085547	0.21481138955	0.333704214747	0.252232183595	0.13501694163
i	0.0128615074348	0.00404939388748	0.00279159403738	0.0101412573843	0.104235140783	0.376602104516	0.367226756532	0.122092145943
k	0.00478990744965	0.00172553931101	0.00133729859786	0.00563069380003	0.0602551879277	0.370574889505	0.432867432177	0.12281898603
u	0.00241431331502	0.000998039709973	0.000906958280533	0.00396722695855	0.0363863350826	0.310209875568	0.481332852726	0.163784386326
à	0.0116627974849	0.00144658309005	0.000789460461044	0.00550517079352	0.0185848484742	0.208543205836	0.562920721575	0.190547227022
i	0.0143010833975	0.00158209606398	0.000667607670081	0.00616642458083	0.0115422621814	0.129192160392	0.616614161858	0.219934166921
m	0.00532195421656	0.00107928694805	0.000679728205574	0.00443497661441	0.00795174779047	0.0893504319973	0.656907851953	0.234273974154
è	0.00523927397406	0.00205958724621	0.00100048396069	0.00599346552323	0.0106392736968	0.0871931932324	0.658078457318	0.229796243965
r	0.00536079184678	0.00234948727616	0.00195892042958	0.00751324929857	0.0152242627883	0.0796315357641	0.655792660439	0.232169119122
i	0.00334743931388	0.00145955968507	0.00256205235063	0.00721194805359	0.0130987347121	0.0446119004027	0.505583504346	0.422124877774
</S>	0.00318450879973	0.00130093788916	0.00235289278244	0.00637840752149	0.00830317587605	0.0265682036434	0.333109712473	0.618802136887
