 	non	aveva	dove	a	stare	</S>
e	0.7297981914	0.10895219598	0.00744818634	0.00566351960068	0.0126778946473	0.135460071592
n	0.471067458547	0.29912660528	0.042817213236	0.0126854880342	0.0148856704526	0.159417566795
ì	0.171681703309	0.62354194066	0.0656333399453	0.0142178472507	0.00915070312553	0.115774368804
c	0.0665413885697	0.755916099553	0.103294662448	0.00949862286757	0.0146311520643	0.0501180018853
h	0.0316233470926	0.706238787184	0.205629813549	0.00890853218252	0.0166430429626	0.0309564537898
e	0.0180833623525	0.479108352575	0.395493029516	0.0580515399162	0.0144847965142	0.0347789408273
p	0.0285366151098	0.190520114507	0.496525352239	0.130466263639	0.0926092138181	0.061342508378
u	0.044151432401	0.0741856902523	0.344404543213	0.23337590048	0.220417846986	0.0834646649616
s	0.0344552028507	0.0313029311488	0.192695811671	0.343310851493	0.290462574595	0.107772678828
t	0.0164228477162	0.0169972130503	0.127632380757	0.328637432498	0.408183970265	0.102126175771
a	0.00725062982775	0.00923592189568	0.066962957435	0.228543705499	0.604827366822	0.0831793220185
t	0.0048995663052	0.00819049590951	0.0342923979423	0.163994356966	0.637961970274	0.150661064469
ì	0.00412157745899	0.0141674334007	0.0253476079908	0.148009395389	0.457097172291	0.351256731445
</S>	0.00263636561498	0.0171090419226	0.0176649480884	0.139149902594	0.336731591446	0.486708087723
