 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.875124485	0.06170650324	0.007981421766	0.0058872474647	0.005339568786	0.0028611097455	0.00277108568415	0.00304252207974	0.00200536957827	0.0028623117407	0.0304183314908
r	0.704683727867	0.140711516547	0.0376167658087	0.0456920855616	0.0101799709773	0.00625570568817	0.00268587667302	0.00242942173334	0.0016559818964	0.00296702925947	0.0451218649456
t	0.419195881489	0.253317867249	0.0939562764562	0.104583713541	0.0316288453898	0.0220614411841	0.00702271225687	0.0126746946308	0.00607285922407	0.00571910980106	0.0437665270584
e	0.237904712063	0.449543497083	0.105839955885	0.0986872208203	0.0315605647833	0.0226087948674	0.00712494232489	0.0150255314471	0.0070520043282	0.00511388357273	0.0195387998282
n	0.130277797321	0.541637055028	0.179067782428	0.0622849164468	0.0171331173144	0.0126185093671	0.00529554811156	0.00814697771183	0.00389271730065	0.00232444338135	0.0373210796394
a	0.064000774327	0.558833540343	0.257584815276	0.0385703165089	0.0128579053261	0.00982651552237	0.00479488312834	0.00611212254048	0.00281376847509	0.00137639624244	0.0432289630289
i	0.034881737205	0.586638729114	0.262564460759	0.0675508711096	0.00913135111403	0.00652746869346	0.00376831926802	0.0033571523509	0.00120690947747	0.0009010769198	0.0234719294009
v	0.014482732855	0.407769142398	0.340188603253	0.16787486195	0.011526515122	0.00696708804915	0.00674690110629	0.00381360636183	0.00136464142226	0.00571681282379	0.0335490636271
ò	0.00853496311167	0.252621214493	0.474617647751	0.199362326117	0.012087997234	0.00573043620305	0.00613202662163	0.00326721987261	0.00132893129409	0.00726680419813	0.029050403349
s	0.00843494846356	0.183793570498	0.51859417525	0.201404512706	0.0116376177913	0.00487554394102	0.00408433012881	0.0024328976342	0.0012210696557	0.00670137264178	0.056819947967
t	0.00692976014485	0.115619548566	0.500670650417	0.194951747435	0.0229731625971	0.012172176427	0.00966477065054	0.0116294895581	0.0110754480836	0.019345761081	0.094967449103
e	0.00385912099442	0.0716087910753	0.421186187472	0.301397347012	0.058164605999	0.022072259589	0.0115732833648	0.0148038971407	0.0138639882545	0.0197207090305	0.0617497723515
s	0.00243687843697	0.0345967059118	0.313988389157	0.435927001004	0.0823182182663	0.029911488063	0.0148401288296	0.0115137571949	0.0110188880008	0.00841380602363	0.0550346941536
t	0.00205735558902	0.0401996334819	0.234938011186	0.439823003668	0.0869876050888	0.0408564901077	0.0251280383099	0.0195408638116	0.0249867019469	0.0149431337079	0.0705391137403
u	0.0011337730788	0.0389278855133	0.145209799115	0.520408234556	0.128628851363	0.0427702004359	0.0226619379206	0.0185374829705	0.023746427675	0.0155150043973	0.0424603568319
d	0.00108572066139	0.0168551821391	0.0946171677917	0.572303871519	0.175969982854	0.051285942412	0.0235010402575	0.0156624143168	0.0111969445377	0.00879374045377	0.028728008493
i	0.00123512992286	0.00844756815303	0.0527683822706	0.46726453784	0.296126032018	0.0705873540707	0.0287159095525	0.0182023730123	0.0121332854286	0.0159207951473	0.0285986368781
è	0.00145505947354	0.00464207838681	0.0249735911469	0.44401996928	0.367194776673	0.0779796232902	0.0212861907975	0.0134302914974	0.0114517488269	0.0159269060944	0.0176396986365
