 	avete	cucinato	le	verdure	</S>
e	0.824834317	0.138996851774	0.006525252525	0.0089499164298	0.020693649132
m	0.561645735467	0.239087227098	0.0210498569303	0.15006641131	0.0281507745609
a	0.406300206689	0.335879180233	0.0302268203701	0.197965933654	0.029627879342
r	0.360863128096	0.410719382191	0.02817491705	0.167012366835	0.0332303040747
è	0.208684123565	0.520217184264	0.05746085595	0.162081384362	0.0515565228549
s	0.140712667962	0.631569780755	0.07212583505	0.0769921359177	0.078599556669
s	0.0848239703607	0.559781934918	0.0593630262833	0.149760366293	0.146270616206
a	0.0467555550762	0.399421475039	0.200979462561	0.172410953678	0.180432455251
t	0.0238741962378	0.25668964878	0.415303514187	0.138612683539	0.165519934026
o	0.0150693209197	0.13576765456	0.557853207862	0.129256202726	0.162053617987
t	0.0104511999088	0.0726772481867	0.542250175087	0.222916075389	0.151705296912
a	0.00682025745	0.0317241338289	0.520127114362	0.281600352796	0.159728105998
l	0.0046405251858	0.0157826217816	0.431639000254	0.403291322599	0.144646450201
à	0.00565023301093	0.0154104650219	0.266796504885	0.4887499002	0.223392852468
c	0.00841217337498	0.0285824502433	0.240745242162	0.458685174333	0.263574889256
h	0.00726301978766	0.0285379531011	0.190648924767	0.586442775711	0.187107193717
a	0.00509729539155	0.014296499325	0.126745159936	0.61248772017	0.241373216304
n	0.00375555218906	0.00702265361062	0.0703873311853	0.65452573099	0.264308628107
a	0.00284180080789	0.00431579167716	0.0329349344458	0.53753825833	0.422369097908
</S>	0.00228306362694	0.00253027312258	0.0241751997389	0.357938397165	0.613072958954
