 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.817609675	0.11556477874	0.0132091994344	0.00769573522205	0.00503811479129	0.00549848349723	0.00941163607247	0.00259029761921	0.0233820610153
s	0.790389692013	0.16187508094	0.0156212012544	0.00370660466472	0.00211876939382	0.00255739697963	0.00342960320447	0.00103812075804	0.0192635497525
o	0.687510949618	0.26897127528	0.0178866156888	0.00260625134062	0.00129157114924	0.00180852883061	0.00145350664538	0.000524655156694	0.0179466308885
t	0.487310478626	0.476298559727	0.0141225636203	0.00768300236125	0.00215176897965	0.00277063091587	0.00135131329142	0.000447190533412	0.00786446251711
r	0.372340321562	0.552983032909	0.0250568902201	0.0127202232547	0.010586876344	0.00697129111942	0.00328069054844	0.000954086640451	0.0151065688996
a	0.349283326987	0.563741616836	0.0343645627467	0.00994201964783	0.0136333462029	0.00793626159461	0.00356312624496	0.00088669190475	0.016649035001
ù	0.207934304052	0.727045250479	0.0368007018156	0.00745633936461	0.0065561468243	0.00439414609887	0.00187363149823	0.000579496250065	0.00735995452906
d	0.105725132141	0.731833429493	0.0807819512719	0.0265340744349	0.0059096510441	0.00657291467562	0.00290332257674	0.00249279414055	0.0372466718488
i	0.0544326879203	0.494431761164	0.328830412424	0.0461977488783	0.0129568889354	0.00933962035187	0.00362142568225	0.00320328723112	0.0469861352123
è	0.0194559341271	0.291419059321	0.590803647475	0.0429993328728	0.0161619706551	0.00959870216929	0.00611037466675	0.00175351841066	0.0216974475693
n	0.01022649103	0.241405609707	0.551191834492	0.104996829091	0.017136183629	0.0120070230644	0.0107895171589	0.00320983782291	0.049036693685
g	0.0472888532973	0.219450097969	0.343258331231	0.238677226364	0.0310775838537	0.0147145884841	0.0123828821083	0.0235649336576	0.069585549585
r	0.0755273430591	0.20011245767	0.19647086761	0.333208067188	0.0553864360846	0.027835338308	0.0132386713881	0.0435488647525	0.0546719843357
a	0.0456975847644	0.132392931921	0.138616868203	0.400190021729	0.141945894428	0.054494178836	0.017610419076	0.0317090700335	0.0373430538392
m	0.019702743066	0.0504871615243	0.0939716405877	0.514220417043	0.170334734209	0.0557343548187	0.016392185684	0.0137532079272	0.0654035547297
m	0.0277410723636	0.0291486000414	0.0668061152492	0.568098608814	0.13830417147	0.0390823978796	0.01246684548	0.0090112858024	0.109340874821
è	0.0390295847518	0.0230943898331	0.0575086033497	0.528834128271	0.160308581823	0.0714189686265	0.0200406974733	0.0207095735048	0.0790554707613
n	0.0414665585082	0.0201202980257	0.0485282957832	0.519823181424	0.177177909941	0.0996538034088	0.0228150906844	0.0242015940523	0.0462132655471
o	0.0325532919147	0.013975566014	0.0305486223544	0.379551554208	0.32481653998	0.139479097136	0.0340984314948	0.0116764197974	0.033300452909
p	0.0163275634702	0.00657867528887	0.0148142515981	0.225347989136	0.427593867327	0.174281796045	0.0533135965649	0.00971579553913	0.0720264565047
u	0.0121149911682	0.00422167903949	0.00802656746203	0.154764451332	0.392316397109	0.217266125015	0.107378034588	0.0143400360464	0.0895717330566
s	0.00867304608519	0.00364962920903	0.00499394675934	0.102290866031	0.36873758637	0.269215287005	0.147545212729	0.0207794236155	0.0741149984765
s	0.00632820587228	0.00503116606981	0.00574583688245	0.10654038691	0.28611360039	0.220005990535	0.137137916976	0.0680348986918	0.165061962787
è	0.00425403634581	0.00392177777994	0.00785337001415	0.0691785925367	0.176991151637	0.240100597045	0.165720593325	0.150393299584	0.181586561959
n	0.00433511592568	0.00455166837095	0.00869541397138	0.0454904649989	0.133705442519	0.348186562348	0.196829404175	0.142840257461	0.115365644733
a	0.00906025898836	0.0046701684933	0.00638824022086	0.033270749775	0.115750598613	0.375031517116	0.246846999125	0.11701588122	0.0919654987243
p	0.0146236691205	0.00661951130197	0.00456660076558	0.020356171593	0.0839514297777	0.325627246839	0.274042027042	0.135127220207	0.135086034525
o	0.0142874036927	0.0071368288919	0.00363168753202	0.0154640490567	0.0657186261966	0.25094578004	0.317694238614	0.173527093869	0.151594259259
è	0.0074588410544	0.00290581381154	0.00199653916281	0.00622367705175	0.0370371996095	0.181589790773	0.368431980471	0.295256695956	0.0990994424197
t	0.00274418629803	0.00163475925166	0.00131370591177	0.00432791506181	0.0174541972058	0.155141330338	0.330096981357	0.401873529985	0.0854133841799
a	0.00160176560002	0.000951723394207	0.000807331271757	0.00338765485058	0.0113797443386	0.120479378523	0.283531285999	0.436553225328	0.1413079337
d	0.00549046489799	0.00267873474744	0.00134908666512	0.00399584687035	0.00833817589353	0.0626622917717	0.241830018326	0.434896736176	0.238758707887
i	0.00692225494629	0.00327892098911	0.00152336291085	0.00431207234334	0.00628171799051	0.0333614561272	0.200850025709	0.469161215792	0.274309004949
k	0.00456910616431	0.00213274452946	0.00111713217381	0.00344516439667	0.00466064753884	0.0184668788857	0.176964441556	0.508952040597	0.279691860063
ò	0.00317812850613	0.00175664097166	0.000905609704018	0.00301056016732	0.00348314262195	0.0106546323086	0.135128503312	0.603640218199	0.238242560101
m	0.00190459738256	0.0014004080178	0.000881908455354	0.00234197318866	0.00301227413265	0.00920852360953	0.0935104685107	0.698763044733	0.188976741634
m	0.00381593961105	0.00225227925642	0.00173524672543	0.00496787913931	0.00418287774322	0.00879862118984	0.0676098951302	0.694959738911	0.211677480511
a	0.00589885712263	0.002386419819	0.00215539810086	0.00565453867298	0.00379758065397	0.00698049356155	0.0375181228301	0.594110126304	0.34149847787
</S>	0.00633116749422	0.00201896312439	0.002016831033	0.0043410359743	0.00286004194632	0.00607785094817	0.031160713625	0.492810621152	0.452382791935
