 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.91224053	0.015243594073	0.0049400151145	0.023919921902	0.0018900636869	0.00279665459604	0.00540248919423	0.0335667549119
v	0.749877555333	0.132054716271	0.0287021098622	0.0267807012767	0.0213563869596	0.00455549954084	0.00530077781357	0.0313723020655
ò	0.466469357778	0.37347567269	0.0501619153874	0.0409759428516	0.0284991678274	0.00569264739561	0.00553618335052	0.0291891775701
s	0.268560393659	0.55763623823	0.0787882728491	0.0321850344699	0.0109606344605	0.00283627977654	0.00257126279284	0.0464619348854
t	0.128720098553	0.62052942341	0.0878329041364	0.0334797513426	0.0095953816495	0.00719135455218	0.0312959904709	0.0813551332675
i	0.063982964419	0.595922539137	0.179899981045	0.0404157454475	0.0104378231065	0.00925447261526	0.0416342876147	0.0584522509643
z	0.038284642541	0.510371072712	0.330988565682	0.0457831277492	0.0141103805475	0.00996936614295	0.0194738039893	0.0310191053798
o	0.0292023276129	0.352329985837	0.433303146561	0.109118012316	0.0290679225492	0.0116951139247	0.0122944234369	0.0229891057533
ì	0.0119057892675	0.174404649606	0.412812776187	0.317733464105	0.0520952657297	0.0108791742786	0.00866713766143	0.0115017624247
m	0.00878627143583	0.090530056062	0.373000503396	0.413348603368	0.0784103582099	0.0119030228995	0.00834753066914	0.0156736609348
m	0.0367388890413	0.0887463378207	0.324036841799	0.367529488256	0.09448338507	0.0122918275598	0.018109514483	0.0580636759456
u	0.0427114040811	0.0652953781669	0.213810347933	0.321490207885	0.20181687189	0.0412906777866	0.0430194935477	0.0705655469065
ì	0.0160153998169	0.0265859134341	0.142401407044	0.325366579295	0.306306485163	0.0970924357955	0.0487143324626	0.0375174116888
m	0.0120127427282	0.0175067114225	0.0768553782813	0.347235343298	0.314427659721	0.144256458798	0.0384475277742	0.0492582192456
e	0.00966963050461	0.0148217015942	0.0472994344404	0.208315565693	0.258493452907	0.353947916466	0.0418569957247	0.0655953587845
p	0.00653875440027	0.0126309142515	0.0298917602135	0.0805996609577	0.179052767769	0.514028051355	0.0829702185749	0.0942879002438
à	0.00600607352278	0.0109803530066	0.0224408675185	0.0403302270259	0.11873413519	0.569711330985	0.125943789525	0.105853214117
n	0.00455838376348	0.00742952824995	0.011548138542	0.024175473812	0.0725232025967	0.663681738995	0.120874171842	0.095209312039
t	0.00385989443233	0.00620218863545	0.0082785959558	0.0206296695273	0.0552194664056	0.630295834332	0.145465085147	0.13004927681
a	0.00203016183387	0.00338769284305	0.00471260084095	0.0153568366944	0.0286973062079	0.503185798111	0.305833549582	0.136796113814
p	0.0016918033081	0.00689352281062	0.0094985942012	0.00674234086347	0.0181879905686	0.40025917237	0.393664246527	0.163062262167
o	0.00176589180415	0.0086941565921	0.0111142264452	0.00382359224562	0.0136634123302	0.322228847257	0.448079986176	0.190629731018
l	0.00165772229276	0.00560419852623	0.00482973365985	0.00239956506061	0.0063006127574	0.245748937219	0.534448679392	0.199010437465
e	0.00158264705184	0.00375103785111	0.00243929338728	0.0018723334456	0.00340900298913	0.179478705873	0.559249497131	0.24821744048
m	0.00126358354849	0.00369324489835	0.00359086694486	0.00124856341267	0.00256222047038	0.129323023958	0.580063154377	0.278255352515
i	0.00097168746002	0.00371159125499	0.00406498953892	0.00105054239816	0.00219324697059	0.0941504200127	0.598864118126	0.294993405194
m	0.000910464197713	0.00419592994709	0.00491325170324	0.00088865753132	0.00187099558	0.0580692354976	0.627235412709	0.30191603473
m	0.0015804074967	0.00492642552758	0.00653714526475	0.00186166059697	0.003270005024	0.0455777450259	0.603170478903	0.333076133475
è	0.00791249422163	0.00566781112894	0.0048752217671	0.00625182657126	0.003342121446	0.0253931921953	0.637940847634	0.308616499658
n	0.0136889584714	0.0131144425627	0.00895138353515	0.00993910378562	0.004961643358	0.0309166697251	0.628521757211	0.289906012486
a	0.00924222056468	0.0136188721265	0.0098983377072	0.00677664848714	0.00544686583267	0.0323676870044	0.48817820307	0.434471112829
</S>	0.00490621907866	0.00820318968159	0.00591439082032	0.00360194152377	0.00320867496334	0.0198298286462	0.417570588535	0.536765130415
