 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.7076741955	0.13884260075	0.01805485541	0.0059804417764	0.0170947171254	0.0133648661656	0.00191912371	0.0027321058832	0.00597474936236	0.0883623017413
n	0.439215190047	0.238056978583	0.138362634817	0.0431154103255	0.0263951484038	0.0235333420379	0.0016519353132	0.00181279987373	0.00453663995863	0.0833199147835
è	0.179710246296	0.419000485194	0.226941718072	0.0604740104018	0.0362268619679	0.0250332111642	0.00220073605227	0.00248106322338	0.00326021753041	0.0446714010136
g	0.087920725032	0.489461312398	0.285713708491	0.0422102770673	0.0392106195226	0.0106045292377	0.00337843742529	0.00300315785646	0.00181623204634	0.0366809170045
r	0.044696512764	0.375200303666	0.44838301483	0.0483120534891	0.0298772381675	0.0117438936934	0.00471539616376	0.00247984519602	0.00274324769345	0.0318484441228
a	0.0220140179287	0.233025736915	0.54678893161	0.128834718363	0.0309073197692	0.0125366741071	0.00420105983325	0.00199539342401	0.00296603597822	0.0167301013869
t	0.0113298720582	0.112515429665	0.616082673203	0.183155127968	0.0384829260431	0.00889512728237	0.00467087200642	0.00343061176867	0.00367028782314	0.0177671025594
s	0.00898136791807	0.081973697555	0.616165928401	0.172708197644	0.048244494201	0.0109816986008	0.0100971809675	0.0155758429636	0.00742717059438	0.0278444610925
a	0.00590272098336	0.062250672869	0.4649206948	0.307986227689	0.086392794787	0.0136731209669	0.0107041960105	0.0191476551145	0.00801456525346	0.0210073851024
m	0.00498114170112	0.0295080662937	0.384964428933	0.397335843863	0.107192887196	0.0234911839156	0.0130081267502	0.0140928975982	0.0103232174065	0.0151022657828
à	0.00712922420771	0.0175203993779	0.330456999844	0.391766643254	0.150174058332	0.0372542973052	0.0159971313661	0.0122788303794	0.0181097626315	0.0193126798396
i	0.00540656824673	0.0100528367775	0.174709809764	0.362408962285	0.344564513844	0.0459003145884	0.013008015838	0.00878698107313	0.0160331715632	0.0191287993365
è	0.00211312843779	0.00460872641837	0.0676858140176	0.221027089162	0.555260878615	0.0889361375961	0.0164120291887	0.00987894902904	0.0167503482635	0.0173269336051
n	0.00198375495086	0.00512942977306	0.0391372171901	0.127290502921	0.592319714205	0.143083304445	0.0288303929589	0.011299927469	0.0189105076376	0.0320153217384
a	0.00190238863323	0.00507023287555	0.029183917918	0.090690982507	0.535452613002	0.177917676855	0.0835280286263	0.0296299548977	0.0116294761832	0.0349947953959
g	0.00203961973216	0.00460604313082	0.0234779753147	0.055526403749	0.426577204601	0.215118343658	0.156913665275	0.0535887390859	0.0208873531144	0.0412647337513
r	0.00321207280907	0.00632806696398	0.0266480860296	0.041007203123	0.258446095334	0.269342266153	0.153928594425	0.0750543980953	0.0349527396915	0.131080516851
à	0.00255746065114	0.00512359457539	0.0156399328018	0.0349606924943	0.149856557178	0.356122663984	0.130567839955	0.0745710063078	0.0782723692838	0.152327867934
m	0.00385802902917	0.00536863415406	0.0111819679872	0.0308345346248	0.122867789526	0.415983528661	0.143683646265	0.0512357782119	0.112706268955	0.102279767305
m	0.0130420170311	0.0156479708776	0.0195010331104	0.0344424153249	0.103147449442	0.402814432087	0.143681724822	0.0379894558706	0.125870755125	0.103862664978
a	0.0142309300119	0.0172929728308	0.0178120619321	0.0288735188536	0.071473406194	0.267429028029	0.213150988274	0.15026755279	0.117878422108	0.101591080982
s	0.00718795919851	0.00916941021543	0.0108035244477	0.0135807469372	0.0389230412247	0.144034594876	0.307127298425	0.217085794463	0.108032331636	0.144055328634
o	0.00414289982444	0.00594291161914	0.00836394659272	0.0074073054724	0.0190333576016	0.0915754201853	0.288867139542	0.313430831021	0.114178179412	0.147058094818
n	0.00208934891628	0.00334373569331	0.00475303321049	0.00401499197447	0.00967604659253	0.0493651568218	0.240087038314	0.397430321674	0.167709491704	0.121530906858
a	0.0013253033389	0.00253399995307	0.00327885511388	0.00252489042182	0.00557350041284	0.0340838617806	0.181073728505	0.419503475225	0.223594868135	0.126507556778
d	0.00143975624382	0.00236199315555	0.00495955475597	0.00226348655827	0.00380621171961	0.0204203022002	0.139794915368	0.424617622408	0.273891016778	0.126445127326
e	0.00154102125366	0.00224002872014	0.00570771488958	0.00212104817909	0.00296104775854	0.0156271288267	0.114560145803	0.343677247469	0.329237287593	0.182327295069
r	0.00120954947207	0.00176420387683	0.00453905966486	0.00163558819363	0.00234820796085	0.0099442871509	0.0839397411477	0.281696142756	0.380925917864	0.231997341183
f	0.00123329373233	0.00152689957132	0.00510968050272	0.00111252949648	0.00252802001828	0.0131008789256	0.0904484640626	0.167725153185	0.417873565288	0.299341623628
ò	0.000871176100342	0.00115207423113	0.00363554392985	0.0151523101818	0.0127748529026	0.0165406717244	0.0852449850515	0.093523930395	0.477338111763	0.293766422883
m	0.00156875130075	0.0014679052172	0.00259007956988	0.0204919140692	0.0169076170707	0.0214648184813	0.0761889337438	0.0888023701317	0.558120465921	0.212397170428
m	0.0068652578284	0.00568227564976	0.00627116010208	0.011711159014	0.0118246535402	0.0388635828978	0.0594740344239	0.0787052672439	0.513286379974	0.267316226256
u	0.00783618145377	0.00707739937681	0.00685754495816	0.00855582489384	0.00921912067232	0.0350146975219	0.0293124752466	0.0583624482946	0.433346416658	0.404417855599
</S>	0.00445980552209	0.0048372199171	0.00423960066102	0.00539809896668	0.00589443175454	0.0184043978149	0.0186733234813	0.0653645991673	0.400279421329	0.472449062799
