 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.73540577	0.0777505864	0.0365272183806	0.0056530556184	0.0056492433604	0.0134385535612	0.0020644805631	0.0057832525847	0.117727889348
d	0.664265553733	0.153421692933	0.0371601414193	0.00877942709973	0.00706326186107	0.0379072600986	0.00976774639803	0.0089040042791	0.0727309475301
ì	0.469075625658	0.374084404978	0.0282265027931	0.00943779695658	0.0107242521417	0.0404722680422	0.0124364402769	0.00949856751637	0.0460441719526
s	0.271427485099	0.564039471659	0.0586360316777	0.0103309458055	0.0205737646459	0.0240242944981	0.00845970240283	0.00766853659012	0.0348397885855
o	0.159164011852	0.639922372553	0.115414225293	0.0144641923885	0.0204775166811	0.017455246802	0.00661169212447	0.00608338048277	0.020407324332
n	0.0778354320193	0.715761383518	0.128109619564	0.0154759270895	0.0176680527329	0.00959039114995	0.00411552802635	0.00816447698999	0.0232791199595
t	0.0568464953324	0.726512445839	0.106157856135	0.0218449920098	0.0274755457676	0.0115053379989	0.00496126116012	0.0131603300863	0.0315356645476
a	0.044353331221	0.651684802613	0.197048073458	0.0351882523433	0.0255059433439	0.0128516906425	0.00382651623817	0.0093884150121	0.0201529384796
t	0.0342246896372	0.531173591538	0.277605772486	0.0651271926478	0.033894735666	0.0169174200748	0.00781064646419	0.0113709214514	0.0218750409279
i	0.0266439940549	0.371815954113	0.403769660162	0.0981071430159	0.0380989107353	0.0177332583696	0.0090517565614	0.0122665187091	0.02251282216
k	0.0176106756228	0.224209024838	0.538583641387	0.108010230939	0.0422774105118	0.0236993062545	0.0081632880138	0.016877055401	0.0205693819547
i	0.0139883796235	0.130616217639	0.580282176462	0.151906891513	0.0472351354173	0.0255695411228	0.0081910513758	0.019733486045	0.0224771012022
a	0.00513252695556	0.055506851853	0.569537678821	0.282396977571	0.0400564436791	0.0182654728309	0.00410300917207	0.0109085618687	0.0140924345207
t	0.0123600483205	0.0279634710243	0.387033976607	0.35421173919	0.115887576853	0.023645260509	0.0110083731863	0.0309942089219	0.0368953639342
è	0.0148635096711	0.0189725275434	0.257887763269	0.297158061063	0.261586447618	0.0331302044563	0.0147828775701	0.0423795679473	0.0592390904154
r	0.0079621029736	0.0149711519365	0.278211599623	0.260065044688	0.289418997139	0.0356363076854	0.00905628365803	0.0455684091991	0.0591101026351
a	0.00552626935061	0.0122585245595	0.222102144874	0.365045744563	0.219941164046	0.0774641843418	0.00859141649934	0.0433991651764	0.045671367705
t	0.00301425303321	0.00593941350197	0.100469303531	0.389780696188	0.302005091749	0.103443271621	0.0136387788531	0.0365963364455	0.0451128736917
i	0.00218646695599	0.00389894321156	0.043671600477	0.318124755596	0.39434804125	0.12832528834	0.0189380112044	0.0356724376618	0.0548344895672
