 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.6920086057	0.206242437166	0.007612474285	0.0034289585834	0.0025162672564	0.00211198449138	0.00204301307609	0.0012982427581	0.0827379756261
n	0.43270787594	0.378782506122	0.068472894405	0.0159443546981	0.0134175594891	0.010487480388	0.00250699397409	0.00318015207643	0.074500134646
è	0.18638739822	0.599648192707	0.111105068668	0.0255082381554	0.0172508601004	0.012916185528	0.00300489420403	0.00379695317854	0.0403821813202
n	0.0864570938667	0.733766922236	0.115583362356	0.0198757927611	0.00715593886413	0.006161072712	0.00193940247201	0.00209748690925	0.0269629277363
a	0.0461447648722	0.613945301412	0.290324277652	0.018673198307	0.00526351299471	0.003629772668	0.00103162669534	0.00116372539435	0.0198238032354
m	0.0196671578607	0.349751663137	0.509771553884	0.0780371952357	0.0144217558982	0.0115218341093	0.00215056333178	0.00299046769272	0.0116878081595
i	0.00896515877557	0.153047335046	0.662096371961	0.114984466945	0.0296506575461	0.0149455758698	0.00283807673859	0.00382772394824	0.0096446531849
l	0.00811762760586	0.072666565882	0.60692884332	0.197794286715	0.054506460462	0.0274125755633	0.0133227124342	0.00818873816675	0.011062250781
ì	0.00767022892329	0.0436384966473	0.44909039244	0.317441108238	0.0994956994207	0.0425222903878	0.0179312478674	0.0100381966089	0.0121724138011
s	0.00761147852843	0.0318364414258	0.426716976813	0.320517538413	0.13196353914	0.0482000179959	0.0116780938785	0.011477760183	0.00999818958037
i	0.00678540254654	0.0188076420399	0.322951371938	0.288691288471	0.28211067218	0.0495666780653	0.0103405266928	0.011970222781	0.00877623026012
m	0.00311014617131	0.0091402944713	0.215540640979	0.30048447949	0.35802820406	0.0810525556884	0.00938866087093	0.00891095280033	0.0143440645578
b	0.00256124974717	0.00843559758043	0.205676217593	0.32892809983	0.27321317202	0.0964052576961	0.012113300213	0.0170540793534	0.0556130053894
r	0.00474922488239	0.0217674361535	0.193268523664	0.249451304877	0.245842774007	0.101790835032	0.019126917327	0.0305812458111	0.133421700558
ò	0.00528774735253	0.0261192819138	0.142540919421	0.150706615092	0.267586586002	0.205355005677	0.0372934324423	0.0327513542837	0.132359006455
s	0.00479302470389	0.0133382169173	0.092533713607	0.107767501211	0.281615739734	0.347427935226	0.0408097408808	0.0335490358146	0.078165064145
t	0.00469057547527	0.0076903067891	0.0736728223357	0.088969140317	0.244337324978	0.357920609075	0.0343069081603	0.0813055461849	0.107106737895
i	0.00271669569775	0.00434189387971	0.0489547434572	0.066534227679	0.202870039859	0.345649899025	0.12274841912	0.0900527877883	0.116131348612
n	0.00173446729306	0.00253029771407	0.0217109260091	0.0323755122797	0.13882123002	0.476084289008	0.182579368373	0.0520996969028	0.092064272019
A	0.00130078877275	0.00217196087484	0.0105530890544	0.0213852226266	0.08043310754	0.557215928336	0.192877180391	0.0569237862343	0.0771389259413
n	0.00156180213129	0.00203059899103	0.00891897222347	0.0179125582693	0.05633324358	0.568456128112	0.18469590713	0.0903700573448	0.0697207551938
n	0.0108078792336	0.0094491786491	0.0124359038065	0.0160305567369	0.0513150531933	0.531075225371	0.141672573377	0.122324486182	0.104889123685
a	0.0133192775638	0.0115226533994	0.0123040774282	0.0107670776823	0.0371933156098	0.35610180859	0.313942865126	0.129814413061	0.115034440862
à	0.00499347417482	0.00461742382035	0.0063287869834	0.0047190879769	0.0152845588479	0.223512354897	0.465764937709	0.19689419822	0.077885176974
t	0.00206059325799	0.0021838788742	0.00272460507513	0.00298515491519	0.00735730551263	0.209017968266	0.396633379703	0.32206468874	0.0549724759847
s	0.000892625863509	0.00113563462905	0.00254364492704	0.00284109065576	0.00573554885221	0.168914465055	0.297200280168	0.402132676247	0.118604084356
e	0.000508275129497	0.000796204854923	0.00384821217475	0.00223052750289	0.00432345646127	0.096209803601	0.288446384856	0.404495244082	0.199141869039
t	0.00042374482464	0.000901045166851	0.00334478902623	0.00166617790917	0.00227841053896	0.049078383263	0.322538987452	0.384739133361	0.235029241801
ù	0.00033134045411	0.000880482756285	0.0015860532231	0.00291670898918	0.00136115753165	0.0318642700917	0.249209887317	0.51944635312	0.192403688788
o	0.000421181707147	0.00077359730966	0.00212903906967	0.00287124686902	0.000984046768617	0.0193606369043	0.167905642732	0.602409228373	0.203145367329
</S>	0.000607667632301	0.00092172971476	0.00325223071364	0.00184970507101	0.00103850728141	0.0132921718268	0.153052351806	0.551210036186	0.274775591664
