 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.839694611	0.11420908207	0.008805376698	0.008267899018	0.0039501448797	0.00421741396225	0.002749823984	0.0038799765832	0.0142257009742
à	0.855682751667	0.116954714803	0.006303022356	0.0044527479716	0.00180091154347	0.003243374426	0.00148238489813	0.00189832331648	0.00818180288997
o	0.633954097956	0.338475247248	0.0129334662087	0.00385034836213	0.00120833583306	0.00171463835981	0.00124936095351	0.000849240106129	0.00576532825314
c	0.291021849519	0.631632335083	0.0435591087962	0.00771423623538	0.00183467711909	0.00289955989546	0.00120858624957	0.00123002534193	0.0188996844595
e	0.152208317506	0.755426441028	0.0541396634587	0.00892323867713	0.00183046191456	0.00306104576015	0.00142388933552	0.00135792443288	0.0216290836324
r	0.0762255673687	0.797343282343	0.0567154174862	0.0179331880404	0.00517333091152	0.00676068141978	0.00226692313044	0.00115801259586	0.0364236426741
k	0.0814958316562	0.714167579448	0.0880532979621	0.0276388590001	0.0110772631438	0.0131819718666	0.00634179813548	0.00966634284662	0.0483770787749
è	0.101374103579	0.662296289149	0.139889886987	0.0254884223667	0.0099602800146	0.0119786078515	0.00909624991849	0.0130333364309	0.026882864573
o	0.0605014608501	0.51458216705	0.331994255129	0.0300797373556	0.00592007821153	0.0125175654236	0.0123348051735	0.00689520225557	0.0251747953075
n	0.0233049617434	0.340931984483	0.452281817043	0.0537934531185	0.0171840954705	0.0152728937669	0.0144498970758	0.0114444443258	0.0713365020907
t	0.0193219685508	0.319535248561	0.394375388614	0.0708655080395	0.0353444746768	0.013897969751	0.0108179158853	0.0357582441826	0.100083339823
a	0.0160205462936	0.223395968354	0.524894843805	0.0859631154132	0.0318183795256	0.011059434683	0.00898248512443	0.0370052836629	0.060860003509
è	0.00725432697894	0.105712668731	0.642626766602	0.140731019138	0.0256808719752	0.00994730936033	0.0211404704215	0.015795734635	0.031110845077
n	0.00729642613143	0.0833079540903	0.597814716867	0.193091738713	0.0239483345784	0.0152448265474	0.0241153158338	0.0118357853799	0.0433449076858
a	0.00596339305047	0.0529172033031	0.468083280956	0.326005003904	0.0584999253795	0.0273421883165	0.0126352616113	0.00892427826623	0.0396295303034
m	0.00383360152438	0.0334049436994	0.294001608319	0.465878521035	0.117725846193	0.0349928209388	0.00893329384177	0.00887917756874	0.0323503018022
à	0.00326453032641	0.0267637587218	0.192004342373	0.550123466745	0.120574000331	0.0321095438796	0.0278079179319	0.00995007982958	0.0374024000011
