 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.878123177	0.0714326164	0.012163734185	0.0064975662005	0.0028027572292	0.0018080297875	0.00284676357015	0.0243253278739
r	0.704877653733	0.141894261667	0.048647607215	0.0432516839428	0.00752850769113	0.00279261533213	0.00250139852066	0.0485062350997
t	0.439044622578	0.243936972089	0.0965185062717	0.0974300149503	0.0294397888588	0.0166016641676	0.0107202793037	0.0663080820822
e	0.263302842593	0.446785587163	0.0980384151572	0.0892295742234	0.0312597850196	0.0198863241416	0.0129287823014	0.0385685802952
n	0.142393878924	0.561351261054	0.165707342386	0.0543336606478	0.0173326521599	0.0110875475003	0.00585389042033	0.0419396932648
a	0.06849448566	0.591471061018	0.240119619929	0.0326136969959	0.0127456614886	0.00810901320937	0.00348775151751	0.0429586742135
i	0.0374461411267	0.588943182339	0.267907142776	0.0669203222653	0.0079203400562	0.00409052878292	0.00179997007424	0.0249723692176
v	0.0159239631902	0.389635094406	0.371274623925	0.151761209575	0.0098451773034	0.00460051075351	0.00722310631441	0.049736312693
ò	0.0105605625321	0.240353543762	0.498191297308	0.176319870858	0.0100215451745	0.00441563373584	0.00915458869414	0.050982923425
s	0.0113745381623	0.178049837587	0.538154663769	0.184702660086	0.00811586152483	0.00293198325528	0.00940804592371	0.0672623746447
t	0.010007318817	0.117636097836	0.510006043256	0.172329213429	0.0145733066416	0.0122148964504	0.0424331036202	0.120800045655
è	0.00741929725527	0.0811328916253	0.470758428352	0.246162458743	0.0283810685472	0.0189033956101	0.0501964060594	0.0970460830717
o	0.00500029718242	0.0391107453818	0.325935681184	0.481665435581	0.0737153473157	0.0149153431034	0.0200761104645	0.0395810557372
s	0.00274319962995	0.0162509925939	0.167447214228	0.59927157386	0.104893921305	0.0173866303478	0.0138121180302	0.0781944003157
t	0.00199410556112	0.0302699544573	0.109953243776	0.579387885287	0.091864014435	0.0257317059826	0.0300466403894	0.130752449285
u	0.00119371912602	0.033199768466	0.0648944383387	0.517990425762	0.223520225478	0.0342141250609	0.0327224089431	0.0922648555447
d	0.00187361383365	0.0146455513096	0.0340009251262	0.469268379921	0.337388817559	0.045266264087	0.0310468906344	0.0665095565202
i	0.00261619556242	0.00827040041453	0.0225078061421	0.354380242874	0.41416772692	0.0731662116957	0.0425622775648	0.0823291779654
è	0.00225022835517	0.00474638500531	0.014064672573	0.261955448325	0.50858070764	0.103424307832	0.0382895196683	0.0666888345218
o	0.00188245861893	0.00394460538284	0.0105957242673	0.210502533275	0.533612547213	0.172938568877	0.0316135840028	0.0349100999406
n	0.00184057105388	0.00285603109968	0.0058084533371	0.110369255058	0.498142936404	0.250319904959	0.0678933166676	0.0627695336669
a	0.00152707658947	0.00198668688669	0.00387924889603	0.0601216673062	0.351765334468	0.400160449653	0.103269147156	0.077290307449
g	0.001529965352	0.00192451801358	0.00370567126161	0.0512665212023	0.222371114823	0.510212178084	0.130719293319	0.0782707223457
h	0.0024876984604	0.00286426300721	0.0052155659438	0.0509215658141	0.173384454808	0.417092508228	0.216999943773	0.131034010101
e	0.00225816501802	0.0022193362238	0.0049683431322	0.0238626167838	0.128614702563	0.408687607409	0.286359256591	0.143029914237
t	0.00289496682863	0.0027353961512	0.00514144997742	0.0143951270947	0.0634627119277	0.449924143803	0.33124810753	0.130198096133
t	0.00308846840813	0.00554566606808	0.00582075222441	0.0140127599726	0.0543201164226	0.344485281534	0.378372341177	0.194354635124
ò	0.00167565082716	0.00506888187727	0.00460527564927	0.0090486902842	0.0569372134742	0.248686131778	0.430675638392	0.243302465733
m	0.00463844373855	0.00590839128123	0.00914987070948	0.00735748823473	0.0431041647247	0.292829373059	0.436787124131	0.200225088711
e	0.00560094772122	0.00590547166042	0.0104450127828	0.00653347811411	0.0274314883216	0.261747229153	0.476559938044	0.20577641637
s	0.0027610666097	0.00278479396539	0.00510603003044	0.00402236641742	0.0134404531872	0.155745859051	0.572798486681	0.243340938453
s	0.00163588956259	0.00205094864496	0.00353096168232	0.00518673124599	0.0105099176557	0.104465015397	0.567285770894	0.305334668162
è	0.000818598862221	0.00126124166607	0.00242927717096	0.0042467467966	0.0131170311826	0.0616106839123	0.539042551631	0.377473741069
r	0.00345302223892	0.00122716670407	0.00297049105671	0.00259109596547	0.0115717504715	0.0551518949041	0.569256303877	0.353778173023
e	0.00446479424746	0.00116931801898	0.00383724916041	0.00230607371329	0.00624035088117	0.0440916286814	0.526488402626	0.411402110341
</S>	0.00266731138123	0.00076420553063	0.00347983636678	0.00180825702084	0.00415308851658	0.0290841551107	0.455050616313	0.50299248917
