 	forse	stanno	ancora	svegli	</S>
f	0.875921022	0.07333909408	0.0177663139183	0.003414161876	0.0295594090226
ò	0.819934102667	0.103891683793	0.0222887773328	0.00334790687517	0.0505375300926
r	0.635072818889	0.253058454422	0.0282208760146	0.00749820861122	0.0761496219102
s	0.435768588496	0.359158844798	0.0415719279885	0.0194644977907	0.144036068487
i	0.317746284595	0.474303055199	0.0433551602762	0.0188032068742	0.145792232037
s	0.183038130995	0.652188647066	0.0357595061854	0.0237536761581	0.105260048374
t	0.122119711152	0.652127927689	0.0323037049351	0.062144417386	0.131304280069
è	0.115673000437	0.669671351896	0.0476547903584	0.0598017604533	0.107199130998
o	0.0704291846177	0.590318311965	0.255936769386	0.0252661587824	0.0580495614993
n	0.0306716319881	0.382801464655	0.388651518575	0.0504451559541	0.14743012562
e	0.0214422791238	0.220985211418	0.507921766305	0.0694075707647	0.180243085613
a	0.0130719538982	0.0954634665993	0.687207922768	0.103518703708	0.100737961791
n	0.00919811493873	0.0438816449598	0.609848496663	0.182290982043	0.154780744152
k	0.0639177143816	0.0416755788199	0.410443866894	0.153324008181	0.330638792353
ò	0.108363040678	0.0785686228333	0.271716625498	0.0760760295137	0.465275600251
r	0.0852680050149	0.0994201615711	0.385680890099	0.0696995445579	0.359931324884
a	0.0591716061215	0.0746121758884	0.471095791033	0.125370734786	0.269749702695
a	0.0357503273994	0.0407367721561	0.303780014611	0.382025515595	0.237707381965
t	0.0254267260158	0.0167583916474	0.156492062389	0.584383228905	0.216939565722
s	0.0424274959139	0.0260339730338	0.101972478062	0.501446863808	0.328119118841
ù	0.0398459554313	0.0314119095924	0.0607784425273	0.513917543736	0.35404607188
n	0.015319878023	0.0186605569756	0.0425383180691	0.617574890579	0.305906336893
n	0.0366548753102	0.0518278022669	0.0306124079364	0.507411220193	0.373493711498
i	0.0434273171927	0.066615647063	0.0342217012015	0.496229442731	0.359505851966
t	0.0207710847185	0.0320058014335	0.0386285493605	0.48408757251	0.424506972055
i	0.0205029488833	0.0257083839573	0.0310803544142	0.307447310837	0.615261011552
</S>	0.0230344463979	0.0337060716001	0.0286398902721	0.258950848018	0.655668724776
