 	lo	ho	finito	di	fare	</S>
t	0.87638588	0.01543231468	0.022016844136	0.0079175321463	0.0189426898336	0.0593048030216
o	0.751914025333	0.15282201308	0.020506428596	0.00812420726877	0.0072070673328	0.0594262860413
s	0.489183158511	0.266252518607	0.130558086865	0.0182165150696	0.0124721000818	0.0833176566714
p	0.284882987424	0.211617484982	0.270194391422	0.0819743915432	0.0289668443516	0.122363980741
ì	0.158092961528	0.268401623527	0.360803329341	0.0930622378144	0.0277665296173	0.0918733579403
c	0.084973821376	0.290678412976	0.479223404247	0.0399616781535	0.0197328722198	0.0854297997761
c	0.0680556212253	0.227461963259	0.515626496549	0.0227830527885	0.0635166402776	0.102556216896
e	0.0664323506702	0.21387014572	0.520933894183	0.0535637306248	0.0728214935742	0.0723783755797
t	0.0582883623398	0.148345657653	0.550951299061	0.104759233142	0.0400420455285	0.0976133647652
s	0.0501678082013	0.0994723499977	0.470144537354	0.169507877581	0.0400308456053	0.170676545755
a	0.0443191717071	0.0713454546592	0.289971296785	0.398367931527	0.0398176315138	0.156178509776
a	0.0212482933147	0.0295514520631	0.136375578215	0.665187240509	0.0398679968046	0.107769421552
t	0.00880849120832	0.0122804289177	0.0865852051517	0.646294027503	0.0539324323749	0.192099343107
s	0.0072802797965	0.00743315531923	0.0811261237506	0.448903359701	0.101669842912	0.353587182295
è	0.0062391475525	0.00856964573308	0.0515367723569	0.306507439767	0.266647148718	0.360499800795
k	0.00624179850819	0.0123771092354	0.039785139779	0.269103320989	0.433144910306	0.239347703098
à	0.00578579862885	0.0116145215834	0.0302090612797	0.214333418063	0.542281387435	0.195775852266
m	0.00615525492004	0.0151639987481	0.0253715722232	0.158362230488	0.620356939812	0.174590039822
i	0.00911240381948	0.01417819537	0.0230009975125	0.125425453896	0.506720102404	0.321562895274
</S>	0.00941512495294	0.0075435479962	0.0134863975583	0.079011410848	0.388779320202	0.501764269637
