 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.3936107914	0.321010214	0.13382554612	0.03126392366	0.0167727166374	0.0245332170842	0.0036608455416	0.0110704043455	0.0642523045525
e	0.219121122667	0.546605331333	0.101068696173	0.0343087376867	0.0184395506925	0.024883143553	0.00339712710876	0.0100224404517	0.042153877666
t	0.113078454479	0.637322233778	0.131042217258	0.0317877495622	0.0352983632308	0.0114275987519	0.00444247592848	0.00842719662792	0.0271737647381
i	0.056128611467	0.610156746593	0.201433011153	0.0469861316541	0.0424372661303	0.0073926223353	0.00490334576326	0.008148828447	0.0224134941619
p	0.0256857185463	0.505392418531	0.263303817384	0.0784536309514	0.0726758945301	0.0165799835338	0.00860826759885	0.0124752192414	0.0168250669102
à	0.0127943174414	0.374019975844	0.335819783795	0.135736826317	0.08211767661	0.0188135565873	0.0109320416663	0.0142816425606	0.0154841958823
s	0.0100313126445	0.296383452281	0.361171951932	0.231262560572	0.04223795165	0.0133504694118	0.00796218073543	0.0101284001003	0.0274717800726
t	0.0119533881462	0.18474787066	0.406837843311	0.230502967417	0.03754801945	0.0144209677613	0.0129716998718	0.0446352983534	0.0563820017239
a	0.00969297766313	0.11094891312	0.38344035097	0.328264263432	0.0423375338167	0.0109199048778	0.0135099234713	0.0533676801286	0.0475184709526
ì	0.00519678619738	0.0522350488467	0.210444041513	0.597397256477	0.0744589175389	0.00785326508593	0.0078158837025	0.0249006534568	0.0196981408159
t	0.00249733018095	0.0227930452049	0.0986600114403	0.702252610159	0.10263217418	0.0110740658686	0.0149590865616	0.0211355028867	0.0239961494717
e	0.00155645550547	0.0128723027394	0.074097869753	0.550610238053	0.239376610393	0.0621921986229	0.0189629210059	0.0159340879462	0.0243973321288
l	0.00157258080978	0.00772628809087	0.048266964383	0.338103994818	0.349992434131	0.149603622541	0.033515168358	0.0481405206281	0.0230784941283
e	0.00157284397575	0.00555215015542	0.0309060474292	0.230500672673	0.385520963377	0.19391265698	0.0501176763393	0.066537346276	0.0353797001181
à	0.000816135832043	0.00282792713381	0.0231294380294	0.161440216758	0.526526477792	0.16229146186	0.0557587222051	0.0389987502787	0.0282109025547
l	0.000765771475961	0.0016107269176	0.0107851808597	0.123165041653	0.563218033264	0.168545900087	0.055917852807	0.0422814680796	0.0337100724376
a	0.000679445049889	0.00118202155727	0.00505018963463	0.0765423401997	0.376019908821	0.365957164162	0.0863656185357	0.0488226979599	0.0393807002052
t	0.000563872590436	0.00100850779332	0.00236103039294	0.0325772046906	0.183919297607	0.486816804054	0.170681561912	0.07365459552	0.0484172042367
o	0.000521697304594	0.00108401720348	0.00168265879733	0.0168268201758	0.101443866049	0.444746103951	0.266928450304	0.104573304507	0.0621931003606
n	0.000593565123187	0.00106746282674	0.00134311969898	0.00784315020253	0.057255561945	0.357363192184	0.354154197101	0.153412298169	0.0669674258125
ì	0.000568955982517	0.000816377967391	0.00108821190598	0.00503537673318	0.037184406597	0.189716951641	0.498408741367	0.18362022159	0.0835607397431
c	0.000610740819769	0.000688698383882	0.00153800639547	0.00586817034773	0.0437141769883	0.116684863327	0.540945362456	0.201235217597	0.088714706517
h	0.00125681075866	0.00125865427227	0.0023973881527	0.00665258783791	0.0470560323188	0.116391196709	0.473320820819	0.262931736199	0.088734706793
a	0.00124597430575	0.0013699788818	0.0025551331023	0.0037771415671	0.0247633746081	0.0791894016997	0.43485802074	0.372729091533	0.0795118965823
v	0.00168709566523	0.00156747532495	0.0051929461397	0.00313656113399	0.0199528379628	0.0680872456946	0.352620800513	0.475837441178	0.0719176192654
à	0.00206012362332	0.00147486855644	0.0056040556803	0.00297186945962	0.0180379242125	0.0542778112542	0.304848229638	0.487037354393	0.123687735026
l	0.00178792947527	0.00119817596581	0.00315481865455	0.00224664995434	0.0102076327908	0.0255387306427	0.269676552346	0.532191200131	0.153998309009
o	0.00136167418819	0.0010493345737	0.00210806535924	0.00173882911065	0.00697819743613	0.0172689423304	0.163457932535	0.597758920044	0.20827816747
n	0.00113060966152	0.00230150198109	0.00344991085669	0.00283440785685	0.00587294477184	0.0133233631856	0.0966763795983	0.614325563348	0.260085365377
t	0.00115298768615	0.00331956039375	0.00515175685726	0.00492471436309	0.00758849907495	0.0291134287879	0.101839461833	0.618971888449	0.22793771901
a	0.000546606739287	0.00187737292003	0.00330324472353	0.0035848496022	0.00503475779005	0.0294759461945	0.0705221740377	0.534331902816	0.351323171335
</S>	0.00032652025992	0.00106269566632	0.0019749586384	0.0019869959788	0.00278088382703	0.015869054845	0.0397664149089	0.450294545408	0.485937974667
