 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.681436782	0.274155379	0.015167440306	0.0010754140253	0.00382433516527	0.0043639354291	0.00096575808752	0.00143211246007	0.0175788755929
c	0.407925013467	0.428601221	0.056349589504	0.0267805668004	0.0168959344529	0.0107279918927	0.00430242618352	0.0017139089866	0.0467033439871
h	0.248940570089	0.545061959	0.0659345422127	0.0391741327541	0.0215129530441	0.0119979794918	0.00672555737204	0.00267900727683	0.0579732429153
r	0.24479846843	0.5845735268	0.0481961942689	0.0244305921814	0.0178954930923	0.0107775707395	0.00555858532854	0.00728237875557	0.0564871619104
ò	0.152843023315	0.628193052067	0.095391898443	0.0284828188205	0.0186577105571	0.0102008054812	0.00509672172918	0.00971592743752	0.0514180419848
n	0.0912315654097	0.639989125356	0.159211201214	0.0327803260002	0.0136999123757	0.0110646973584	0.00757857866929	0.00669779534897	0.0377468268683
o	0.0678968496954	0.451382117419	0.354120761471	0.0432889004667	0.0248411624286	0.0140318887575	0.00772208213173	0.00393963729239	0.0327766509981
k	0.0365026338673	0.2368552762	0.516413939824	0.0874141363962	0.039379405176	0.0161306126945	0.0146174376196	0.0032884808164	0.049398071462
a	0.0243193231194	0.126282134087	0.556237589275	0.141497461439	0.0535443600251	0.0201101619268	0.0186789454928	0.00331708150497	0.0560129308647
m	0.0165901897034	0.067966960317	0.540087925292	0.202150044322	0.0633717398037	0.0216668457623	0.0186340733745	0.0035388784365	0.0659933218129
b	0.0229670353978	0.0885717761137	0.417696824631	0.22452444625	0.0545187049027	0.0259525053941	0.0215666316228	0.0074423629055	0.136759650236
è	0.0205017518259	0.0963246572179	0.289465407344	0.262897273717	0.097782692607	0.039897290178	0.0538781385896	0.0182879721418	0.120964806389
n	0.0226900090531	0.059790382026	0.211432656781	0.313622951239	0.126205400002	0.0701435095927	0.0946728020529	0.0287026274939	0.072739705063
n	0.0319535792221	0.065137825762	0.194593618127	0.30474990708	0.096383635934	0.0759333165309	0.0941169203273	0.0325885822046	0.104542655221
i	0.0240816771572	0.052233079664	0.130135278016	0.265365716427	0.172682602311	0.156119868577	0.0770947012453	0.0258537162135	0.0964333604383
è	0.010086671385	0.0183909243016	0.0506855936153	0.180642730009	0.326281013437	0.289830525526	0.0692632439446	0.0138973987958	0.0409218838108
n	0.00480515513941	0.00800645686	0.0254327597484	0.124460504336	0.357145618859	0.342557923442	0.0810675392862	0.0150309211713	0.0414930672103
a	0.0034237253166	0.00462068434007	0.0166667410968	0.0923345514587	0.251291176193	0.431540210747	0.139755111187	0.0153599476204	0.0450078000034
f	0.00643208889083	0.00634257115526	0.0135711498025	0.0522151376489	0.145651697218	0.424668662916	0.249849421096	0.0363159375501	0.0649533838011
à	0.00708204698175	0.00682135326892	0.01258306732	0.0351739052456	0.103372243699	0.338442572305	0.340799688365	0.0773592267034	0.078365979367
o	0.00256943246024	0.00280343604298	0.00507479004102	0.0254575416919	0.0710207041467	0.315991265635	0.423040068122	0.0897508883211	0.064291949749
p	0.00757735054296	0.00439732924181	0.00378616536914	0.0131977638257	0.0308079331515	0.226890728298	0.464115767374	0.14184299014	0.107384049086
o	0.00954748195251	0.00497537099464	0.00335214805109	0.0087108567861	0.0128552632928	0.150220913566	0.501504551125	0.186048327847	0.122785163125
d	0.008264801498	0.00494944538786	0.0034421537816	0.00791642516203	0.00761677862123	0.114448191345	0.512506944375	0.213615356749	0.127239954062
d	0.0084368992175	0.00556887909044	0.00418698239711	0.00583075616154	0.00641641417737	0.0777808923317	0.486291086125	0.215846996116	0.189641102894
h	0.0194564661446	0.00395187859343	0.00366216857837	0.00427519295851	0.00448505497139	0.0565470620572	0.457286494708	0.199282938305	0.251052663779
à	0.0222824889622	0.0025509632868	0.00270958373933	0.0041464017314	0.00683674130306	0.0334082420117	0.402486809169	0.308599715035	0.216978952861
g	0.0111395004531	0.00260690430907	0.00312303204388	0.00599127089587	0.00859669940135	0.0328779012192	0.341302167656	0.449532209012	0.144830249754
l	0.00970473741687	0.00601543903056	0.00469639047553	0.0054452053748	0.00740150390912	0.0340555044357	0.300941137819	0.463073643937	0.168666366385
i	0.00607626075981	0.00570532406369	0.00347898683857	0.00325650807323	0.00586984472671	0.0214955756866	0.22106618074	0.459236919312	0.273814326795
c	0.00560450999042	0.00280650865163	0.00198469066521	0.00177871536943	0.00243547369516	0.0118139493849	0.14010421082	0.536362656437	0.297109245742
è	0.00556704625534	0.00192228919108	0.00168306493424	0.00223979617438	0.00202057606571	0.00620186424297	0.14122384738	0.622058274812	0.217083255724
a	0.00240973968051	0.00105283967863	0.00104617288552	0.00256014285998	0.00277566642624	0.00393281127566	0.0976379943467	0.605010839604	0.283573792908
</S>	0.00126174855016	0.000750835133815	0.0006389854236	0.00200233262799	0.00285291367552	0.00289322942983	0.0577660754033	0.545014606802	0.386819238454
