 	mia	figlia	vuole	andare	</S>
i	0.72078184	0.2204500094	0.0226041287445	0.00451810847101	0.0316459219876
k	0.5487349938	0.323531561667	0.0474542241448	0.0347361936045	0.0455430184263
i	0.4301522442	0.433096563222	0.0473634694376	0.0442593857406	0.0451283124081
a	0.296378319753	0.581891317074	0.0787142748752	0.0183308202973	0.024685231066
t	0.163306984378	0.550719078025	0.172043692072	0.0489103413438	0.06501993932
è	0.0804790647327	0.488770327008	0.272471972711	0.0637485782879	0.0945301178413
r	0.0728892371509	0.510427099669	0.304462777804	0.036531616236	0.0756892870204
a	0.062426579997	0.48249027039	0.296203704501	0.054193844352	0.104685643547
m	0.0552334334923	0.34058891641	0.341392260567	0.123911438384	0.138873992539
u	0.0532853282418	0.220762674478	0.364981120789	0.179193099661	0.181777727236
i	0.0196705855613	0.140747936598	0.470941863063	0.196250898887	0.172388630979
t	0.00958798538143	0.05803609923	0.500769322554	0.290423453896	0.14118307658
è	0.00591031964092	0.02420896033	0.455966242718	0.362972393565	0.150942026113
l	0.00379142614102	0.015951751372	0.465868287439	0.378834112522	0.135554369444
i	0.00368602324327	0.0134577472854	0.30581426369	0.503353424174	0.173688460221
n	0.00295109333911	0.00823141148572	0.13341541798	0.638741586058	0.216660377082
a	0.00227822824201	0.00447863156806	0.0660410117593	0.700821678686	0.226380364169
p	0.00500456510952	0.00565992173895	0.0313047568804	0.729873880229	0.228156863856
à	0.00579414223657	0.00998788381918	0.0356861358881	0.723891500743	0.224640296019
i	0.00234667176069	0.00913409428159	0.0366693181464	0.647603698914	0.304246086006
</S>	0.00154950822285	0.00655835809625	0.0231827363587	0.585587564457	0.383121677003
