 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.6900842463	0.1795683562	0.02091015223	0.007834316784	0.0015478448004	0.0067469039903	0.00332534356752	0.0011664979277	0.00188028654215	0.0173577634858	0.069578294183
n	0.404272260411	0.395004009733	0.0727115514767	0.030405773648	0.00515294610573	0.0043284290343	0.00232231468012	0.00100794862883	0.00150988404909	0.01651835114	0.0667665421945
e	0.1605261317	0.659538937244	0.0997247837589	0.0362315163027	0.0062974623348	0.0026669904755	0.00109013968665	0.000865010968343	0.0006259441589	0.0059552235892	0.0264778565877
v	0.0746214477813	0.720473073615	0.159631568786	0.0223332208676	0.00450627797315	0.00180278239857	0.00165090927943	0.000842061106848	0.000743008561637	0.0029863631491	0.0104093120313
ò	0.0267653040403	0.689621772405	0.240469624202	0.0227362342025	0.00581901087505	0.00309734834752	0.00233865004994	0.00113864738295	0.000940619552879	0.00196742886363	0.00510540286315
ì	0.0304380461807	0.596550325202	0.314607507007	0.0267417532475	0.00782135300502	0.00392028759651	0.00178987973438	0.00413620432698	0.000990080016693	0.00382746256346	0.00917721128162
c	0.0318320583829	0.469692882134	0.421409562669	0.0309374276825	0.00785929422834	0.00299313595884	0.00307559857013	0.00572368733566	0.00131826522463	0.00651018551294	0.018648057265
h	0.0181712266276	0.454134280045	0.419468827556	0.0447107794275	0.0105469505294	0.00757676851761	0.00615244043424	0.00720851232522	0.00252633782488	0.00700060512498	0.0225033269815
a	0.0126162540663	0.311960282412	0.493464090519	0.123920563876	0.0125702900498	0.0100419341619	0.00536142576248	0.00697603215014	0.00248780019023	0.00507310868681	0.0155282458959
d	0.00542195347321	0.146768612001	0.54543777884	0.234730391959	0.0259305265233	0.0104709083053	0.00696041272636	0.00812206935845	0.00300179271668	0.00415652484409	0.00899903729703
ò	0.0028619098468	0.0980427386137	0.387746270947	0.425794030653	0.0428347791744	0.0110407215458	0.00766758811832	0.00917566022948	0.00323183015023	0.0041564250245	0.00744797433634
n	0.0025536649802	0.0670222307246	0.315672678982	0.528429630218	0.0470007883915	0.0102386205259	0.00366169978964	0.00774207652649	0.00176850620608	0.00325048333397	0.0126595880308
t	0.0053836005954	0.0849616628482	0.291800184994	0.436724454739	0.0976942423305	0.0210868711753	0.00594857866388	0.0140874432022	0.00441311600669	0.01428519551	0.0236145949256
a	0.00516357050104	0.0712322594076	0.180651861131	0.495906474913	0.155449187444	0.0301954251251	0.00790624048129	0.0129358715167	0.00523676343356	0.0168205441696	0.0185017142947
s	0.00329621100227	0.0280240560194	0.101418846977	0.567356236304	0.209047268481	0.037130127775	0.0110329981404	0.0122631376082	0.00794579626252	0.00763948427349	0.0148457846268
ì	0.00244092440818	0.0139754368354	0.0550738101057	0.576948674101	0.26523067016	0.0347275940383	0.010871562275	0.0128466807307	0.00862400266164	0.00508318539266	0.014177430809
n	0.00237991781428	0.00730887275847	0.0361292936419	0.589618591767	0.29038102472	0.0281579533261	0.0055394145212	0.0122941493916	0.00370485623468	0.00384285804772	0.0206430859147
d	0.00287070182737	0.0178677178492	0.0377713507073	0.425353147922	0.371035629573	0.0408631745754	0.00740796715907	0.0293935251039	0.00402427243689	0.0244246798139	0.0389879441609
e	0.0016229563412	0.0195948516201	0.0239428182891	0.244045046574	0.473802355191	0.114633361125	0.0199590023504	0.0321269653346	0.00551558879096	0.0321033644784	0.0326538262203
k	0.00140920068896	0.00854856684838	0.016769110541	0.182514728725	0.51406186973	0.164527383442	0.0326263261168	0.0234086390715	0.00869874271032	0.0233339157306	0.0241015963741
a	0.00131150298992	0.00495593153228	0.0142336862613	0.134806641842	0.49983286191	0.215763468214	0.0587174161723	0.0197959983705	0.0102523986101	0.0193302481304	0.0209998552054
ì	0.000707013849763	0.00215776521959	0.00564105411803	0.071964170814	0.507689109037	0.286537675805	0.0672406655474	0.0231344808902	0.0101113387474	0.01273395424	0.0120827475365
c	0.00383108081087	0.00223331219594	0.00426958089561	0.054824129138	0.552208110746	0.245104127335	0.0405115143925	0.0316203200634	0.00919725215313	0.0219169286263	0.0342836599362
h	0.00501472812459	0.0023733754487	0.00428278180954	0.0598038597127	0.582476122915	0.203358316778	0.0266774819308	0.0373241024545	0.00572615822438	0.0225301856788	0.0504329429607
a	0.00205880890723	0.00138182106563	0.00243722816625	0.0404913989809	0.447728195838	0.328643075593	0.0835014218569	0.0437790979182	0.00786865836813	0.0113875798137	0.0307227307462
a	0.000788977501328	0.00105121684612	0.00147656843242	0.0188992167856	0.220588677166	0.454696916531	0.193705719752	0.0580421631727	0.0206853593894	0.0147714931238	0.0152936202601
n	0.00044412440445	0.00130577507455	0.00140749193301	0.0121371140085	0.157530218275	0.436131509244	0.225613332317	0.0835618074576	0.0274168463298	0.0246918857597	0.0297597409754
o	0.000307324910895	0.00159496825471	0.00128626455707	0.00881252358283	0.124961630932	0.408542090815	0.254995646506	0.103650888486	0.0346457152166	0.0235763002012	0.0376265547318
ì	0.000401292355262	0.00213805010283	0.000908410839948	0.00525952424561	0.068581043044	0.317939936558	0.227980905902	0.281961602495	0.0435500678789	0.0255092622577	0.0257699071333
s	0.000859608392312	0.00237812138949	0.000936588704527	0.00418362421694	0.0715148365747	0.240398041139	0.142176427034	0.401229485098	0.0429122314463	0.0452919460486	0.0481190973191
o	0.000784960798158	0.00160384366524	0.00124698676831	0.00384483364525	0.0564923849582	0.211222777046	0.197691175678	0.332472491299	0.0812582942821	0.0561380184495	0.057244247801
n	0.000645585662863	0.00144311181337	0.00310529701312	0.00455172095255	0.0291131537127	0.145599807682	0.262077482893	0.3263257231	0.119012431294	0.0563527051498	0.051773004859
t	0.000662618041833	0.0017215038327	0.00405796913121	0.00483616923712	0.0288048815976	0.107687819361	0.229275584298	0.2958134717	0.118851443831	0.0851172026499	0.123171339412
a	0.000381631115097	0.00158413798574	0.00301610688813	0.00395855936131	0.0221952149347	0.081405708187	0.213866836833	0.241202343233	0.170092910344	0.11204954115	0.150246911918
k	0.00110132347911	0.00176108179203	0.00412404302958	0.00441632354377	0.0123032097218	0.0568601072623	0.215491608678	0.245680531544	0.234713685448	0.122161035383	0.101386973379
a	0.00137627161177	0.00209554359724	0.00426517463154	0.00443326919146	0.0104154280514	0.0527474927408	0.185787562893	0.235656164981	0.294352867149	0.129446151108	0.0794241091797
ì	0.000758669408978	0.00199400195306	0.00214380513993	0.00295793120866	0.0079006710558	0.0420782635759	0.119244430931	0.37498366166	0.262396438916	0.126931919016	0.0586102082866
c	0.00110431841299	0.00282130507629	0.00105813109412	0.00150381004698	0.00615308710113	0.0421767299542	0.071443180293	0.514314419553	0.155644646172	0.135230352939	0.0685499640369
h	0.00159228173336	0.00298075316467	0.000878945687095	0.00131795492871	0.00738044018704	0.0508156675381	0.065398923827	0.465129359784	0.109209767057	0.156511160313	0.138784680492
e	0.00119949487272	0.00239293904334	0.000893252972015	0.0017429012125	0.0106487411555	0.0341311631134	0.0446304678157	0.365868454328	0.180374110686	0.179280529838	0.178837860015
n	0.0011392050593	0.00278859971701	0.00187763435163	0.00288937006979	0.0102701664676	0.0189168692851	0.0320308622786	0.251864392109	0.254235601962	0.257993849279	0.165993399568
a	0.00109229808707	0.00265316854489	0.00273671126097	0.00400239744104	0.00711353070507	0.0101762570327	0.0238342218862	0.15683969077	0.241826692521	0.385355897093	0.164369176819
v	0.00190214718451	0.00271171866593	0.00389857771551	0.00466003831317	0.00618612495396	0.00956104851857	0.0201795144447	0.09848944139	0.233865377307	0.434859987698	0.18368615088
r	0.00220740932911	0.00233885811847	0.00371630372535	0.00364221805581	0.00584942498059	0.0109326413029	0.0218483470909	0.0832129406233	0.170476681969	0.445494436566	0.250280827111
è	0.000990742004314	0.00134989141029	0.00157712787346	0.00166544059675	0.00492863266196	0.00914716311807	0.0176514192133	0.116311703001	0.0933156872203	0.488618664189	0.264443575581
t	0.00248794177644	0.00176076128179	0.00133329276743	0.00134463942836	0.00337604455655	0.00620336598952	0.0122150314788	0.136627802107	0.0690494916374	0.51719942073	0.24840221906
s	0.0046928772943	0.0032391766991	0.00249163153255	0.00209257412498	0.00656730913652	0.00570479429557	0.0091091591076	0.109496188542	0.0550243320925	0.46125583691	0.340326101333
i	0.00347325538184	0.00346200514775	0.00235456549301	0.00221849635146	0.0127050105053	0.00633179331552	0.00723324581393	0.080201620426	0.0448618299975	0.36247112397	0.474687097891
</S>	0.0018097968436	0.00294772160369	0.00152977494123	0.00192103320363	0.0153665454124	0.00607526120426	0.00622496759907	0.050557848131	0.0489830074288	0.326203732485	0.538380395946
