 	mio	padre	ha	lavorato	sempre	</S>
o	0.676313674	0.26034351623	0.0075740621793	0.00314842364395	0.00282640942113	0.0497938582392
c	0.414874182267	0.470404772743	0.038207568408	0.00831521149062	0.00615647799742	0.0620417905597
i	0.245196483222	0.637405512914	0.048429150596	0.0100244307009	0.00731263095814	0.0516318060114
ù	0.174427623621	0.699188146971	0.092286104752	0.00797116633763	0.00404450791571	0.0220824243244
r	0.109009974354	0.662802165657	0.172855420317	0.0138125172725	0.0062739733359	0.0352459700921
i	0.0680415432113	0.533697243752	0.327820193639	0.0243916438442	0.00908521668463	0.0369642440444
m	0.0450088236511	0.356788672117	0.44219432788	0.0829991064814	0.0343561259689	0.0386530437541
m	0.0778897362377	0.317004079972	0.327502068293	0.112626985994	0.0444977144763	0.120479517276
u	0.0799704972038	0.264759900744	0.306071988431	0.161574378165	0.0344652081321	0.153158160451
è	0.0331906291302	0.125455820228	0.415068261744	0.299211177388	0.0332660363574	0.0938082139237
p	0.01641467358	0.053061803836	0.409537361315	0.397259328463	0.0409820337725	0.0827448518666
o	0.0112012925196	0.0297216845833	0.308204626598	0.510347734821	0.0543443538175	0.0861803455809
l	0.00827513609584	0.0214817556558	0.179756994493	0.57357041494	0.128250523006	0.088665230191
e	0.00758501968112	0.0154485851639	0.0845256306377	0.51591856698	0.236573603669	0.139948639261
m	0.00986935060764	0.0126642441668	0.0489780931592	0.488998448993	0.256153012023	0.183336838009
i	0.00994196709305	0.0121333092274	0.0290030426297	0.435960197664	0.283615002808	0.229346421292
m	0.00987231579212	0.0115086902918	0.0185979685626	0.363271238955	0.336137474269	0.260612299965
m	0.0214121821333	0.0172183509203	0.0226970458035	0.326075498652	0.31589669609	0.29670023604
è	0.0278815339266	0.0173735589999	0.0229436549177	0.302183898306	0.386670809363	0.242946575271
n	0.0430325565537	0.0275158308738	0.0273205963731	0.267031695004	0.493964665521	0.141134673364
a	0.0412089139993	0.0281390364215	0.0251734027848	0.162929313177	0.59179368424	0.150755655555
p	0.0176929852901	0.0142846555619	0.0102763739499	0.0812642646277	0.65788347008	0.218598274076
à	0.00892543329363	0.00851420145921	0.00537915348583	0.0530489596472	0.689793256027	0.23433904125
n	0.00433797011428	0.00386117602215	0.00328808526808	0.0335102973387	0.774282696676	0.18071984275
t	0.00352026819657	0.00460734840148	0.00338508934509	0.0253707180316	0.793154733559	0.169961883563
a	0.00225655857268	0.00423824265033	0.00266314854341	0.0190920288268	0.674840311853	0.296909748501
</S>	0.00167579400372	0.00268031589542	0.00153268875387	0.0108104014972	0.564501315926	0.418799536251
