 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.851244806	0.12020549495	0.006100790008	0.0025611407046	0.0023478845216	0.00148422189581	0.00110041235559	0.000772868540537	0.000751120297261	0.0134312034124
l	0.641275344153	0.143390948517	0.027050708898	0.121875417734	0.0203229307506	0.0175899010933	0.00340521065332	0.00227393256514	0.0108992193799	0.0119163078084
ì	0.354398529938	0.313002695506	0.0582153313113	0.173769970065	0.0280788869835	0.0294307642904	0.00469571871277	0.00389828370491	0.0150236749146	0.0194861246031
k	0.323636821713	0.437098515902	0.0905151463504	0.078104622375	0.0128383055738	0.0256613427385	0.00268046857772	0.0031534870453	0.00666162356533	0.019649657657
o	0.283379407278	0.372192996034	0.235266566343	0.0587235320383	0.0131256923599	0.0196203087313	0.00176149053777	0.0017627693169	0.00318189159391	0.0109852948721
e	0.106076046773	0.267170631345	0.411129460781	0.161450316326	0.0213664003533	0.0109810719352	0.00162657256062	0.00156788100918	0.00203378858737	0.0165977552924
n	0.0375476624377	0.109713065028	0.329764608394	0.432991476375	0.0211977908511	0.0108799396285	0.00379938305957	0.00287568360281	0.0110905414416	0.0401397880391
p	0.0435412645526	0.077579676056	0.153955621198	0.550935286792	0.0412600157104	0.0182895252262	0.0124887039252	0.0058470890796	0.0192907719192	0.0768120867783
r	0.0948800573375	0.124568518445	0.101558401446	0.416611052931	0.0615433516568	0.0298958562287	0.0220999328684	0.0181017484865	0.0227876928931	0.107953455349
a	0.0835642946065	0.103893115048	0.0800841347953	0.41861500831	0.118943086679	0.0415509316496	0.0262449584788	0.0219428891722	0.019992505271	0.0851691142917
t	0.0334284972619	0.0420100950227	0.0624793018651	0.505714369437	0.157456183026	0.0768291555699	0.0265221005223	0.0161588825341	0.018792546077	0.0606088632232
ì	0.0154483676504	0.0248128210542	0.052898505695	0.437449594946	0.174486731009	0.17451934659	0.0314211208141	0.0153882614847	0.0207125223857	0.0528626905184
m	0.009847874128	0.0180986370167	0.050176352485	0.407892836115	0.182630091936	0.240292780063	0.0290057155647	0.0102458372682	0.0164484177699	0.0353614039461
à	0.00820281698657	0.0129461911676	0.0407803889017	0.329179905238	0.200139230379	0.300165879421	0.0467587491482	0.0090319131694	0.0119994084113	0.040795474722
i	0.00366049289476	0.00747656831447	0.0206145951372	0.148220411839	0.29882695226	0.32753151714	0.108536848249	0.0319719801631	0.0116817180371	0.041478954014
n	0.00247860194643	0.00375873812369	0.00935418504707	0.074816057573	0.2703484378	0.275852558047	0.193065896083	0.061301453941	0.0476404113724	0.0613836948947
e	0.00260404200596	0.00228073321316	0.00488869786702	0.0373803427443	0.171783240647	0.261065109502	0.274395788028	0.114026814667	0.0646413828241	0.0669338642016
m	0.00573994570565	0.00173994815585	0.00316070388301	0.0174545721054	0.114598702482	0.268169177694	0.323194884009	0.143426012556	0.062917311308	0.0595987854832
m	0.00865333369545	0.00654325831975	0.005820744375	0.0204560184725	0.0742591316607	0.266971067671	0.323274075336	0.117910815052	0.060481950236	0.11562962637
è	0.0151497763136	0.0134001875841	0.0094133687586	0.0220104007468	0.0648734197869	0.28430469455	0.273447795312	0.137625079951	0.055178045212	0.124597217897
n	0.0365150149629	0.0265266379777	0.0175797084191	0.0167045837844	0.056138831229	0.268380434377	0.235396789971	0.18366926725	0.0727048027373	0.086383929699
o	0.0357883110915	0.0249150287918	0.0165193848483	0.0109655880027	0.0409506123123	0.181884019818	0.242735790457	0.27260245195	0.0998231111124	0.073815760633
m	0.0174254762057	0.00913890634349	0.00682763759011	0.00561018999635	0.0233599505734	0.123632378872	0.223685630219	0.334204283983	0.174482376571	0.0816332383137
i	0.0114437945494	0.00387849415352	0.00364040297641	0.00376139619713	0.0149927959125	0.0908455958533	0.169287965386	0.351766475794	0.25907662579	0.0913064301406
n	0.00650985903702	0.00212356062973	0.00196510366919	0.00283236717934	0.0084172660773	0.0553172853184	0.121083165242	0.363131231465	0.347076002797	0.0915440771969
a	0.00336389093741	0.00146738690145	0.00129332915572	0.00254137457123	0.00462093071157	0.0295128246109	0.0813570102007	0.342009406088	0.430409633066	0.103424140616
l	0.00233753168528	0.00145700580465	0.00116848820094	0.00314681480003	0.00330078722252	0.016702706406	0.0548555759802	0.316585565696	0.485242836222	0.115202640405
i	0.0021990563881	0.00153277417391	0.0012377020808	0.00346262397454	0.00281527415764	0.0147271649773	0.0379740712334	0.272508946632	0.495184341941	0.168357995735
p	0.00282867604477	0.000970232829897	0.00101024040204	0.00260789015968	0.00237730880913	0.012343255379	0.0263565990645	0.206601930277	0.515653524514	0.229250276845
ù	0.00237016014215	0.000714332949448	0.000800610064633	0.00232510801385	0.00849540944856	0.0125143129679	0.0224089440482	0.140485971292	0.564165020838	0.245720147015
n	0.00181688943943	0.000749434532488	0.000851706441181	0.00253177683722	0.0107362589455	0.0117464705799	0.0207508297794	0.090795991364	0.619331804946	0.240688885272
a	0.00210835265624	0.000744746286808	0.0008951342636	0.0023024638387	0.00512022190877	0.00700323594728	0.0142007597725	0.0517713138813	0.560056487649	0.355797315757
</S>	0.00178362462694	0.000477161609317	0.0006041341434	0.00161194983959	0.00368010258238	0.00430836915064	0.0113573616403	0.0409314937807	0.454327019824	0.480918828879
