 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.6859975906	0.27447244573	0.010929530747	0.0035456201964	0.0008111361369	0.0018456664354	0.000651696590631	0.00207266527747	0.0196735986195
g	0.473542275	0.39487648591	0.0520297141823	0.0268411607731	0.00894297286423	0.0134726184781	0.0119984259837	0.00331743318427	0.0149788929212
e	0.301308270573	0.537244615303	0.0659890125874	0.0343521637037	0.0116963570294	0.0172877648613	0.0158423535003	0.00352198610512	0.012757499665
n	0.187291250331	0.718608771768	0.0410630110891	0.0192859476272	0.0084978261938	0.0076299340197	0.00640375498121	0.00202788384373	0.00919162804013
i	0.116989511477	0.772207299923	0.0605536346697	0.0180254940157	0.00995068786727	0.0064254930999	0.0038836215628	0.00256573108518	0.00939849427498
t	0.106038102184	0.746264955974	0.0757901760899	0.0188261488986	0.0130842269891	0.0234461394466	0.00503787355467	0.00267609909133	0.00883629148899
ò	0.0885532045127	0.647580551991	0.13039805923	0.0483312158995	0.022178911383	0.0319145040022	0.00545619160756	0.00827677533111	0.0173106920163
r	0.0681708635976	0.537797434664	0.198527943343	0.0948913734332	0.0240958238477	0.0265481030807	0.00494922431185	0.014772526677	0.0302467603014
u	0.0620765552152	0.359610456355	0.306607771114	0.152643446678	0.0422046452159	0.0266960157136	0.0115156563999	0.0126418791723	0.0260036275498
e	0.0301894172538	0.164578476152	0.404844003705	0.232508030226	0.0982737870053	0.0292235758712	0.0140484778233	0.00736501078443	0.0189693200266
n	0.0142540624752	0.076758736104	0.292343664502	0.253372414342	0.222986396002	0.0603702924237	0.0375335190952	0.00733673655314	0.0350442402175
è	0.00852443137567	0.0434280310647	0.167137749101	0.314953840381	0.254363363667	0.0858374791412	0.0545558447861	0.0142656135824	0.0569336575845
n	0.00948922127872	0.0322358305869	0.1403008953	0.392611470794	0.226295277289	0.0846847569137	0.0391816496551	0.0183815649141	0.0568192872815
u	0.00975544892346	0.0202800146719	0.093091273226	0.301971126238	0.260070438496	0.205704455505	0.0544833802037	0.0206819191594	0.0339619183718
s	0.00541986483327	0.00949392569452	0.0408085280147	0.178575699453	0.272444094965	0.298163027502	0.128666105901	0.0250185255491	0.0414102473553
a	0.00410147538064	0.00628671769668	0.0189506888449	0.106540252998	0.229969297788	0.349346857501	0.199891644967	0.034767012771	0.0501461015718
l	0.00429069578447	0.00383637592395	0.0093628079403	0.0565708495593	0.164339279629	0.32814270128	0.320332502656	0.068325846187	0.0447989835953
l	0.00474400586159	0.00267477884553	0.00434139606943	0.0334220919664	0.11297675969	0.166687064407	0.456876434885	0.12364730877	0.0946301405434
i	0.00359097271226	0.00233320044351	0.00293271750914	0.0203153197841	0.0745512047433	0.139548964829	0.427072352962	0.147195171581	0.182460064995
m	0.00814306231772	0.00295926116001	0.00366665866371	0.0125343247434	0.0802537123144	0.154915361103	0.391738188987	0.155262344548	0.190527089078
o	0.00943818815833	0.00412561935351	0.0038401207721	0.00944880291353	0.0629329601221	0.147894283368	0.437581365662	0.177683734204	0.147054976152
n	0.00550757180214	0.00510135560446	0.00365855503913	0.00845538502444	0.0436403944294	0.125842739789	0.451688193221	0.198295711635	0.157810106926
ì	0.00400743068873	0.00450787359872	0.00603837825524	0.012668322629	0.0389597345385	0.0866825618163	0.396975333412	0.279522925778	0.170637394204
s	0.00396221773481	0.00522467157023	0.00745003812535	0.015131406833	0.0386213166128	0.0845308018921	0.316456308342	0.364798675926	0.163824564335
o	0.00385329897134	0.00532234036102	0.0048385289017	0.00956344920987	0.0323148480603	0.0619649940954	0.206724500761	0.502134007309	0.173284085512
m	0.0103352390382	0.00381952953689	0.00327404505455	0.00440581107576	0.0134014290018	0.0255568162431	0.174139726474	0.556700222934	0.208367266138
e	0.012467423142	0.00391322849254	0.00281311729882	0.00274439939565	0.00697448274053	0.012989986211	0.167577157811	0.566744748809	0.223775458747
m	0.0111196645354	0.00334001063224	0.00199106612466	0.00210435111735	0.00422550340738	0.00774550141633	0.154518912164	0.547498227388	0.267456692909
a	0.0103510134612	0.00287573947312	0.00169919874605	0.00188146905458	0.00331197044126	0.00493494423451	0.147106396773	0.534042968914	0.293796276963
i	0.00374849202755	0.00310347794548	0.0013961967716	0.00391621530166	0.00196819366929	0.00426563626924	0.076675760093	0.568246740305	0.336679265321
</S>	0.00202529525921	0.00326266431852	0.0016200514126	0.00603189020083	0.00169132459315	0.00466762932162	0.0556485762425	0.520274858152	0.40477765216
