 	la	pasta	vuole	sale	</S>
i	0.7798497425	0.16855443284	0.030337132577	0.0067471608057	0.0145116067962
p	0.516702887807	0.26817667646	0.064176212807	0.0957566871332	0.055187578066
à	0.265220940176	0.4739990756	0.066442169949	0.125985710971	0.06835208527
s	0.154928274259	0.6062464132	0.11923569145	0.053810565697	0.0657790003867
t	0.0959517642197	0.5728314984	0.146514151537	0.090140363519	0.0945622239246
a	0.0538094999466	0.4542292112	0.289376574899	0.128675822213	0.0739089274659
t	0.0284227109475	0.225030189313	0.519749744833	0.103120092871	0.123677302611
è	0.0173927232612	0.101432186818	0.631686702278	0.096957150557	0.152531299059
l	0.0175605060604	0.0578195372147	0.686637823426	0.132274760119	0.105707394109
i	0.0165615436748	0.0326921591182	0.519554232475	0.31610107904	0.115091002359
à	0.00651255605113	0.0129566806219	0.257887032925	0.622183854347	0.1004599023
l	0.00258937017951	0.00467593243309	0.107696383782	0.830739746782	0.054298592
a	0.0013300958162	0.00179648501722	0.043461076734	0.669072168261	0.284340193053
</S>	0.00091690203625	0.00101880139601	0.022884101517	0.445560100131	0.529620093526
