 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.6913197493	0.14311684779	0.04748395719	0.010651605998	0.001583474847	0.006788543841	0.0158262767641	0.0832295375914
n	0.398623278329	0.219456700997	0.203205963843	0.0394428708473	0.0144879402837	0.023673062587	0.0138586534659	0.0872515168954
è	0.161023894088	0.275695009066	0.368773162781	0.0614873030824	0.0260586525732	0.0264130387723	0.0070812806409	0.0734676515137
r	0.0885663933889	0.289660040689	0.437335469094	0.0653823251541	0.0195472134137	0.0141829074574	0.0092881643781	0.0760375158141
k	0.070505303317	0.260355725296	0.409594393831	0.097998012918	0.0402507414219	0.0125831794955	0.0136668876296	0.0950457397695
e	0.0511323721713	0.227228516899	0.418463466744	0.158125913046	0.0475948697473	0.0088104091515	0.0097807600032	0.0788636607154
s	0.0218587904787	0.1590197223	0.505081414915	0.207029775749	0.0407144551158	0.0182019689065	0.00619301485707	0.0419008702074
e	0.0120993019814	0.106253685033	0.533689477638	0.24657896305	0.0445887072386	0.0226754827088	0.00484012206329	0.0292742413385
s	0.00783359725433	0.0695567199843	0.506554837079	0.287243209283	0.0727808117462	0.0245203945229	0.0052773933067	0.0262329743212
e	0.00639523985031	0.0439122791148	0.387952188226	0.373823966028	0.125748998782	0.0287718781876	0.00703659973357	0.0263587749234
s	0.00658956719854	0.0393107898676	0.301778864849	0.386598939209	0.189385474327	0.0274392502959	0.0110164069081	0.0378806609535
e	0.00612276387868	0.0461212693185	0.22253297931	0.346503670936	0.272049327709	0.040960065152	0.0202253203929	0.0454846086836
t	0.00530328678571	0.0530014668265	0.144432640707	0.323401757179	0.33788827257	0.0477955974507	0.0323477055056	0.0558292876625
t	0.00497851768112	0.0610702685692	0.110295701586	0.29677823406	0.31306358519	0.0481454224769	0.0719838530932	0.0936844724295
à	0.00517044888869	0.0511967408717	0.0719639279687	0.22631129882	0.388358032063	0.0683278333523	0.0808562243677	0.10781559545
s	0.011115045112	0.0329631664932	0.0531793269789	0.116444476053	0.549254044021	0.0842025873174	0.0578337562559	0.09500766485
t	0.0125864783908	0.0263943901051	0.044449947709	0.129121024664	0.503899560674	0.0734318202591	0.0638288120186	0.146287970283
e	0.00624489092293	0.0155594458015	0.0274956447186	0.138257734973	0.326440718691	0.214870673573	0.0954423450062	0.175688560061
a	0.00245835682081	0.00955184372889	0.0162802468731	0.0782638778343	0.18205552819	0.473034211858	0.132098724669	0.106257264714
n	0.00130657357476	0.00514934982406	0.0124442195677	0.0336162434646	0.117124518223	0.517158903286	0.169117550823	0.144082702867
k	0.00304576194197	0.00642529496322	0.0135958053266	0.0270578093827	0.117954707141	0.369773334495	0.176228315741	0.285919000812
ò	0.00603395748749	0.0269817443954	0.0161545031375	0.0287848909116	0.144790738614	0.241429688565	0.137529817407	0.398294637857
r	0.0112625516223	0.0391118034375	0.0221672079762	0.0201388817612	0.129135143771	0.260864074522	0.203978922296	0.313341378419
a	0.0117128907297	0.0284421044215	0.0297924090796	0.01655757884	0.078468276501	0.258699983307	0.381583383032	0.194743397273
m	0.00613673315194	0.0169460296589	0.0263198778295	0.013174109778	0.0384546144797	0.195408528569	0.498786771944	0.2047733725
a	0.00328417495097	0.0178929587761	0.0214980529109	0.01116066784	0.024858337756	0.14459569119	0.538429879315	0.238280248909
r	0.00190805698103	0.0181096370623	0.0185493522773	0.0120106097514	0.0186059039425	0.117697031957	0.526659961772	0.286459424416
è	0.00110111898086	0.00870379927728	0.01000902249	0.00745528340926	0.0164125098586	0.106467416039	0.507164737257	0.342686056919
o	0.000646035233113	0.00644216460841	0.00498104096389	0.00305587281266	0.0126548022902	0.0527422701363	0.513841363752	0.40563646804
</S>	0.000519824177291	0.00600367072905	0.00367618728894	0.00198154839615	0.0090491876791	0.0357257485131	0.514191840876	0.42885206262
