 	deve	che	entra	da	qui	</S>
è	0.940007513	0.032575314101	0.007951572	0.003029222216	0.0037341548551	0.0127021973269
n	0.757555535667	0.1152832629	0.0718545961313	0.005611982962	0.00593956636777	0.0437550241386
g	0.460418714889	0.23920472992	0.191700187444	0.00814835301	0.00872512632259	0.0918028471792
h	0.249937488363	0.311868595527	0.295694533548	0.0113209739593	0.0103705486635	0.120807779129
i	0.123765550781	0.371364685776	0.381333142516	0.0224727494731	0.0119388353438	0.0891249533743
s	0.0531239993337	0.349519505259	0.451616629505	0.0444257899577	0.0459879013213	0.0553261463047
e	0.0256580281866	0.242617673953	0.482571995168	0.138282827119	0.0649976753538	0.0458717674549
n	0.0163182756626	0.154418306384	0.513429059723	0.190199403706	0.0532006306513	0.0724342980153
a	0.0119941135159	0.0903461446813	0.427314282441	0.307659014569	0.0713879417504	0.0912984452688
m	0.0093107509043	0.0593711386071	0.358161526014	0.398203969523	0.0778702167835	0.0970823917399
b	0.00827252237043	0.054950528829	0.366831116671	0.303169073974	0.0873604911345	0.179416341055
i	0.00806687245281	0.0451036682697	0.23048172129	0.365436936125	0.130867118918	0.220043746176
a	0.004841806431	0.0199770991779	0.08927115607	0.397612047975	0.323292199573	0.165005764325
p	0.00218702666687	0.00994887613597	0.03526155773	0.262698536792	0.546090813191	0.143813238916
ò	0.00158355770142	0.00724209643666	0.0213405395433	0.144525594297	0.681034021064	0.14427419058
t	0.00174551296989	0.00600609519491	0.0281337196833	0.0692649500657	0.771079425688	0.123770255993
t	0.00219845530738	0.005263749761	0.0327477849456	0.0429397437752	0.743406276563	0.173443953324
ù	0.00179374398759	0.00362428384711	0.0196126966879	0.0328054745451	0.624984071521	0.317179697501
</S>	0.0011021291495	0.00289298982972	0.0113155833297	0.0275249137726	0.545057424761	0.41210691175
