 	tu	le	hai	cucinati	le	verdure	</S>
e	0.5256741019	0.412789203332	0.005693152537	0.00156806350106	0.0016091158313	0.00469275347292	0.0479735990514
s	0.358753384913	0.494130321111	0.0579975098857	0.00719413718306	0.0236374896671	0.0248043311715	0.0334828159551
ù	0.276175411851	0.500673269037	0.122112983549	0.010093831915	0.0314861189144	0.031695011207	0.0277634101037
t	0.218356684817	0.573654888346	0.149635526116	0.007862371495	0.0137087386968	0.0155198249081	0.0212620201426
a	0.131202055208	0.554686744915	0.244737175105	0.0221300089983	0.0167351949189	0.0101956542667	0.0203132048835
m	0.0637369794853	0.353137387172	0.369950812768	0.0841915814888	0.024252732173	0.0818138225796	0.022916672841
à	0.0326734055218	0.152602497877	0.515723626256	0.127363782319	0.0331495693643	0.107749712027	0.0307373796135
r	0.0257452908239	0.0846824245723	0.595425634085	0.13310826344	0.0381292361881	0.0740197068157	0.0488894394312
e	0.01787896283	0.0521637405212	0.396067257895	0.298883197613	0.112467031956	0.0671404272119	0.0553993838437
t	0.0101722756345	0.0297143471639	0.200700958072	0.425113871004	0.164566195852	0.082669268504	0.0870630540009
s	0.0081710101773	0.023372911541	0.158878553464	0.318456107201	0.124548711951	0.168961150568	0.197611501997
e	0.00619917344801	0.0199902018978	0.0907569543667	0.238497820734	0.242010219717	0.170698462789	0.231847219792
t	0.00488661191904	0.00921717856476	0.0454972640989	0.189680265445	0.352866027239	0.21511927753	0.182733450527
a	0.00468872292589	0.00552191190656	0.029812000829	0.124626748982	0.445260218413	0.229229235243	0.160861201409
l	0.00331940856297	0.00328390638668	0.0128377492317	0.075763158794	0.454132649804	0.324936372481	0.125726778515
à	0.0021807397874	0.00184854745884	0.00895557334123	0.042120960038	0.323683754268	0.440337821494	0.180872590737
c	0.00346284237926	0.00310177465535	0.0281942133584	0.0374315930327	0.284612670956	0.436685828231	0.206511062386
h	0.00553600538678	0.00507645432045	0.0345339226441	0.0294379716242	0.242491502252	0.542530165144	0.140393962122
a	0.013316547659	0.00427182549922	0.0166638791146	0.0165400390414	0.164804428751	0.593426106381	0.190977100294
n	0.014832791226	0.00335381504041	0.013735551216	0.0070035003584	0.081084719117	0.66298478146	0.217004735043
a	0.0068471650228	0.00292954637645	0.0117731885012	0.00909316297007	0.042674225819	0.58079218982	0.345890495892
</S>	0.0047077962165	0.00235682243729	0.0072551033476	0.013732002294	0.0386236161795	0.42684306391	0.506481647946
