 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.780581043	0.1727243297	0.00915056255	0.005117878339	0.00274423202595	0.00146264654944	0.00177356453436	0.026445762819
m	0.5634376908	0.2809553299	0.0650346235833	0.029322238359	0.0229631143486	0.00801404207371	0.00622213429303	0.0240508553327
à	0.342212384867	0.400062284633	0.150137787394	0.0360464092217	0.0321206360442	0.0108235334266	0.00755488387734	0.0210420683102
n	0.254191044622	0.528361138211	0.143666064998	0.0249802172226	0.0228656337627	0.00888469705113	0.00488093638411	0.0121702365527
a	0.166002937721	0.559139601404	0.213002727599	0.0248753558075	0.0178305803476	0.00710908641798	0.0038514941577	0.00818815445157
m	0.0716685096983	0.433529838335	0.3985351632	0.0363042647358	0.0309173576359	0.00731536599266	0.0059136070569	0.0158158320239
u	0.0335872302128	0.255740189445	0.578139401733	0.0605151808453	0.037577213354	0.00775759589555	0.00691657930963	0.0197665977546
i	0.0129059530671	0.141125008215	0.639176905578	0.158345648148	0.0265347767	0.00555591542318	0.00348586353654	0.0128698850922
p	0.0082385833159	0.0689481533917	0.471397838326	0.295437279649	0.0825722291667	0.0298857841551	0.0116933977215	0.0318267113121
u	0.0066329510233	0.0324696645439	0.318119490242	0.42045111855	0.127383595656	0.0390268982344	0.0155157501605	0.0404005077674
l	0.00520015328957	0.017296515888	0.251196013681	0.487927892183	0.160074908952	0.0259389814248	0.0116733624535	0.0406921011425
ì	0.00458401166859	0.0123258463047	0.165866127414	0.487606719394	0.236441541451	0.0326331215283	0.0203625178112	0.0401800786208
z	0.0094895925478	0.0166380469302	0.115762414391	0.485340070465	0.260430898484	0.0428915679628	0.0347663661771	0.0346810012203
z	0.0163080677253	0.0257450075154	0.094801917997	0.386950199488	0.277278288161	0.0528968319876	0.079439363679	0.0665802881801
e	0.0118407381665	0.0198402122798	0.056358436419	0.296169460496	0.38719162072	0.0705099677625	0.0833393295797	0.0747502652667
t	0.00988765731533	0.0119097296994	0.0316446190697	0.267547407299	0.49730522624	0.0797314709542	0.0397592805066	0.0622146201427
o	0.00962629483789	0.00937916317197	0.0224045324926	0.189720708966	0.537548039413	0.127285135051	0.0397035850822	0.0643324920347
s	0.00810430129054	0.00683265075155	0.0163856596069	0.118922561895	0.542227127804	0.174183346884	0.0493689327941	0.0839754416009
p	0.00704057352208	0.00642093173541	0.0170045146436	0.082807351205	0.454332009268	0.155453205095	0.0834716994314	0.193469783936
ì	0.00345857382498	0.0046979360118	0.0141360410525	0.058744152135	0.340850952423	0.197609709965	0.141450464077	0.239052175992
t	0.0167630958315	0.0115335022409	0.0145909740955	0.0476601311983	0.315145719474	0.292989542655	0.149720134826	0.151596909564
i	0.0224934244932	0.0125286471972	0.0113031084115	0.0295581899928	0.231933303471	0.337216960552	0.193030969609	0.161935474688
k	0.013469372838	0.00827771669997	0.00660381011747	0.0161005181856	0.112794013537	0.373843953184	0.27755748787	0.191353195775
à	0.00936685486497	0.00731364360808	0.00576545743846	0.0141697399092	0.0648522785257	0.353879378995	0.408793766423	0.135858900204
i	0.00393708840109	0.00345102920071	0.00347741074006	0.0112970423349	0.0346378311552	0.227776770465	0.496337280608	0.219085616335
m	0.00301672347936	0.0034817452055	0.00191440582412	0.0067532475021	0.0194862541384	0.142835561688	0.542390491536	0.280121638368
è	0.0033832962587	0.0042254772736	0.00169279021273	0.00475953730143	0.0124662110328	0.126318006403	0.635812278512	0.211342432779
r	0.00458473274402	0.00476483233349	0.00217130835832	0.00482395304888	0.00889542497493	0.0918466485077	0.699787496171	0.18312565944
i	0.00499985904799	0.00432317548693	0.00193796758696	0.00468461398956	0.00682651136564	0.0452582210959	0.534461096324	0.39750859926
</S>	0.00383834698021	0.00261495974886	0.00144968729438	0.00467643404618	0.00569906869782	0.0262737921379	0.334414071562	0.62103364963
