 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.6412853831	0.330810682	0.004309588435	0.002035688422	0.0023414331896	0.0011560788757	0.002095067371	0.00127962451419	0.000806655504088	0.0028160926764	0.00178825084372	0.000442553900001	0.0032481250544	0.00558478444871
p	0.404416785033	0.451501190707	0.0141498106917	0.0358823703873	0.0405813163909	0.00261882223503	0.004390154115	0.00278966845753	0.00225968672409	0.0205519085568	0.00598422473219	0.000686076505734	0.00604348357657	0.00814450093804
e	0.328101103759	0.479909248542	0.0220645716806	0.0488951386451	0.0543113598896	0.00359014290568	0.00549368745833	0.00381276752218	0.00308881032201	0.0263797380317	0.00736063105762	0.000850141238032	0.00722406813151	0.00891855315226
t	0.313702110688	0.504919459687	0.0390254978735	0.0423766557177	0.0374566773212	0.00494118629769	0.00716581581478	0.0101562549034	0.00418811023132	0.0144721199998	0.00657969815616	0.00221596320641	0.00498152524585	0.00781886108256
à	0.211524740725	0.511006508536	0.0775827073778	0.0436497665526	0.0512055730137	0.00668745638636	0.0200090596363	0.0128361176068	0.00517890140404	0.0192215897977	0.0214948179121	0.00305653804475	0.00558026402606	0.0109659276557
c	0.224084141451	0.453499649645	0.131805055393	0.0379414802375	0.0421002253179	0.00500973010279	0.0231224039148	0.0064424868176	0.00365409512761	0.0266165653928	0.0247691245556	0.00165883246552	0.00418418790646	0.015112027542
i	0.219101363412	0.273039648615	0.279513804864	0.0879149981192	0.0412743513393	0.0121235506009	0.0144341635009	0.0101298453659	0.00621892408454	0.0233137984347	0.0131949893241	0.000965820861653	0.00406310903587	0.0147116522208
a	0.0871674649915	0.138450608032	0.387762232288	0.220192570706	0.0783722421798	0.0184368557736	0.010605207403	0.0125323499786	0.00789411364018	0.013449010491	0.0125138980419	0.00105539346699	0.00369281037972	0.00787524262469
e	0.0300908349851	0.067091186182	0.293188964363	0.382197039569	0.148327615327	0.0194522245179	0.0120918429077	0.00955953086953	0.00634669052073	0.00927278334533	0.0144070417254	0.00162347124169	0.00194409304739	0.00440661606452
t	0.0123744394159	0.0336670903773	0.150163623254	0.47837244319	0.195195324642	0.0228503908153	0.0300806860359	0.0139440774698	0.00827040349758	0.0151290029058	0.0179119140896	0.00328926734529	0.00686844465949	0.0118827951313
o	0.00629356871503	0.0157169887644	0.0869409754847	0.480243307063	0.252281151747	0.0383161589144	0.0399907009453	0.0151543041366	0.00831098021253	0.0164176278733	0.0143209580913	0.00342124364979	0.00835683053746	0.0142351492285
s	0.00527593232942	0.0101593469157	0.0639630295816	0.407403628354	0.302930253516	0.0486066586181	0.0522188287151	0.0182774834855	0.00953829861751	0.0240868935711	0.0232169435219	0.00436439513009	0.0134632113512	0.0164950786064
ò	0.00498283298722	0.00794508640617	0.0466194860139	0.282266532318	0.371015976105	0.0701343423194	0.0942227232384	0.0199434344752	0.00979475719917	0.025793175037	0.0266179538433	0.00467755015883	0.0165779959477	0.0194081000935
