 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.866229382	0.0792156417	0.00733700713	0.0081188480124	0.00125168011454	0.0020791529528	0.00597386577009	0.0035977560792	0.00785736451906	0.00149027578853	0.0033927101665	0.00180079562223	0.00126617374241	0.000951615528815	0.000757490056666	0.00158818297595	0.00709203671074
a	0.833605383333	0.126927594567	0.0106076101233	0.007674231584	0.00121043079107	0.00130619634707	0.00325090728314	0.00168700849448	0.00312332038699	0.00089629564372	0.00183563574317	0.000839479852439	0.000857593676937	0.000440279800667	0.000477610038516	0.000603147090885	0.00465725420758
n	0.609468251111	0.274105920189	0.0453223258078	0.0200162738996	0.00406573895889	0.00327175552502	0.00515366949077	0.00157565029611	0.0028684680266	0.00171172215943	0.00302871209306	0.00178825018777	0.00202174762337	0.000742082138941	0.000699835700069	0.000942428530564	0.0232171159659
o	0.353434708637	0.450432573396	0.0917930645026	0.0333583574389	0.00750512665096	0.00573758909434	0.00679560418352	0.0022022799713	0.00335455854988	0.00264703112008	0.00417265317435	0.00256948817468	0.00321212838659	0.00088390143098	0.000931724311463	0.00109789026453	0.0298712669756
n	0.214654756279	0.532218008199	0.122970017901	0.047957325072	0.0100268267243	0.00659220597745	0.00724584187844	0.0027109568957	0.00281669805351	0.00285893731623	0.00414429558945	0.00245814097516	0.0064379671892	0.000804515396127	0.000720082938928	0.00119871429932	0.034184675905
ì	0.116155303293	0.488726991133	0.2174979435	0.0830403096573	0.0140280318214	0.00763432561648	0.00827250526615	0.00348708386523	0.00348424361384	0.00275162358434	0.00432599085982	0.00229652032499	0.00729391811413	0.00151436045618	0.000785474921796	0.00160935895077	0.037095957001
s	0.0946014933643	0.410345705044	0.277087053367	0.101253055686	0.0153321107871	0.0103547671188	0.0126820052554	0.00718730461908	0.00506558420461	0.00471459124598	0.00560093284394	0.0022417362276	0.010010331005	0.00313386279419	0.00181993219934	0.00188017551472	0.0366893196568
e	0.0753165484124	0.281422634548	0.410821894656	0.111606415669	0.0175794596124	0.0136585797396	0.0138208589642	0.00776097492636	0.00454994330454	0.00511965671876	0.00513600013665	0.00199240852587	0.0105359377597	0.00290526200473	0.00189531213092	0.0015615921432	0.0343165578949
t	0.0305562048051	0.151016444836	0.471451636219	0.213815971196	0.0251744652408	0.0155614978865	0.0150476578271	0.00591145918879	0.00289685190585	0.00490610680702	0.00663796520088	0.00462020410122	0.0160202555819	0.00830960399291	0.00472524081121	0.00102909682536	0.022319381315
e	0.01367175503	0.0878394008653	0.46403892474	0.279628407932	0.0369286239669	0.0182418844888	0.0172221568426	0.0062060930756	0.00309670302168	0.00530372054701	0.00789410497229	0.00581851646121	0.0186589652473	0.0101955587483	0.00574951939107	0.000901861849973	0.0186038489748
k	0.01102546321	0.0494764309551	0.441157618913	0.336086105177	0.0521844102756	0.0204017994456	0.0179548768544	0.0065589775432	0.00422086916029	0.00595387969034	0.00731265264276	0.00435364643127	0.0121114419151	0.0046122119071	0.00298232080936	0.000998818145111	0.0226085025185
o	0.0098128616356	0.0326741675384	0.338006152504	0.414295415726	0.0787644230919	0.0295443121912	0.0239952997161	0.00852024589973	0.00582130205343	0.00663136256545	0.00770393344092	0.00412344304749	0.00986258590237	0.00283768908737	0.00218850947979	0.00112417107619	0.0240941345277
l	0.00513345102347	0.0177925798408	0.253316647835	0.478954197242	0.102978474697	0.0401085935144	0.0378408244367	0.00814873280924	0.00547624282781	0.00510297036248	0.00651363802031	0.0036389128265	0.0103153669141	0.00453547297486	0.00298354064313	0.00349335551095	0.0136670565126
à	0.00332279126842	0.0115625455256	0.126088873412	0.598370127081	0.101041985499	0.0397905037955	0.0582946180056	0.00898637923908	0.00595832497927	0.00416009966416	0.00532990058544	0.00286993935817	0.00966216371777	0.00564905072255	0.00313404870119	0.00506097346725	0.0107177634342
d	0.00406937941767	0.0089496534492	0.0723007585373	0.635343023694	0.0882118678997	0.0414511588652	0.0622093886619	0.0138225153864	0.00898785155309	0.00815193913139	0.00650246106715	0.00157757181206	0.00533298367899	0.00489115175738	0.00172975217208	0.00853482907602	0.0279337492815
r	0.00901061140122	0.0190296161797	0.0748814135791	0.503423943231	0.0837358274999	0.0491972929551	0.083353862354	0.0269323878621	0.0263374320844	0.0148849090971	0.013644433229	0.00729096655735	0.0140720246933	0.0130649969878	0.00819341880536	0.010116566924	0.0428302900306
o	0.00858632056277	0.0188645260732	0.0685990351997	0.270894374477	0.194996793567	0.131866077918	0.0971832105847	0.0527756730207	0.0406779105015	0.0168817165124	0.0155142774763	0.0101324173385	0.0164464840854	0.0141103734166	0.0100122977062	0.00625751647367	0.0262010148902
k	0.00825661560879	0.0088372662882	0.0324194243866	0.180001718692	0.309122317456	0.189166018773	0.0889007847282	0.0546311104202	0.0345113998005	0.0214907913241	0.0155612463254	0.00688444581083	0.0105748270445	0.00668507929287	0.00506415401847	0.00554538636356	0.0223474318027
e	0.00794815997857	0.00528469575287	0.0167413866975	0.141669378051	0.315288553685	0.218993949724	0.101259351243	0.0693555935534	0.0382241006335	0.0238967159347	0.0163836104018	0.00516068646828	0.0081762134255	0.00390922783896	0.00346118258616	0.00398154955999	0.020265608158
o	0.00305710400585	0.00215891840002	0.00858724234143	0.053638450317	0.297297451655	0.291489676575	0.133322926148	0.0976609313845	0.0442651509645	0.0214746381649	0.0178218383739	0.00519471624943	0.00726993538583	0.00235673753765	0.00318511994205	0.00217956596306	0.00903952103173
l	0.00149910385475	0.00152978961677	0.00452083475874	0.034769631159	0.231737611912	0.287850574058	0.222924627449	0.0767783057948	0.0461246900948	0.023746017975	0.0253847155713	0.00617734646914	0.00867852990694	0.00505440350975	0.00547208736248	0.00586133990462	0.0118903357662
à	0.000874619853495	0.00120830987859	0.00454840286365	0.035355095293	0.161779111684	0.191538850486	0.311873147816	0.0861570962649	0.106918647098	0.0307791941917	0.0247859447904	0.00417775659371	0.00587925971731	0.00836949262712	0.00466994749129	0.00823993645434	0.0128451787032
d	0.00123393386057	0.00149424845577	0.00455631089728	0.0306315983643	0.136364029761	0.107437852895	0.355997546605	0.0982039370216	0.142894538933	0.0370591854639	0.0212277468635	0.0033218734579	0.00734960768644	0.00768619695904	0.00258938422276	0.0152699204802	0.0266821211601
r	0.00161202536395	0.00201668713286	0.00543874415576	0.0466877554148	0.103199131247	0.0931441852983	0.322225027535	0.0980051124739	0.162298178744	0.048441780888	0.0267425255545	0.00540137523063	0.0120751211815	0.00740329591968	0.00409267526925	0.0194581227821	0.0417582667208
o	0.00115373633822	0.0013411145983	0.00487098616005	0.0426720506289	0.0525621601757	0.118056162859	0.202827817978	0.188397124358	0.170995134848	0.094195463696	0.0495417251182	0.0113849999215	0.0114022264738	0.00696437285056	0.00418141790308	0.0112946828407	0.0281588157276
e	0.000780847450585	0.000687023400096	0.00204243807124	0.0148109715345	0.0267264953759	0.13865207214	0.134821384803	0.245284468453	0.109486893069	0.126374954965	0.129334682039	0.0219377171272	0.0134931253759	0.00773824246085	0.00686001086769	0.0068927716429	0.0140758905652
m	0.00313485983938	0.00206850415826	0.0011172596665	0.0076151684177	0.015638379876	0.11275288232	0.184299254945	0.179308820151	0.0954680954363	0.134599112388	0.171415416013	0.0241460715091	0.0158713072386	0.00852837258695	0.00938393011323	0.00851380473697	0.0261387687747
b	0.00908364775267	0.00319297461793	0.0021866055235	0.0054984731379	0.0104844964853	0.0754159196467	0.192877104582	0.129103248784	0.163515347172	0.139619540129	0.133313823071	0.0223768798097	0.0142644818749	0.00857704101298	0.00769560326841	0.0220515617723	0.0607432671732
ì	0.00881086105117	0.00199023162815	0.00269840397983	0.00347591067863	0.0064965315011	0.0430936120889	0.145927827927	0.137203445795	0.240367169524	0.150994183376	0.108630495157	0.0330588284366	0.016770273469	0.0142515355483	0.0062498272608	0.0235273623308	0.0564535080437
k	0.00726411871294	0.00346593053377	0.00191944449814	0.00300907365888	0.00397423663303	0.0214143869563	0.181990548909	0.119694045198	0.269806892308	0.154279024125	0.0945222278523	0.0341660380389	0.0162963899383	0.0171786862228	0.0047014557916	0.0216002403503	0.0447172681146
e	0.00673363773856	0.00399252611796	0.00142821475763	0.00205004184921	0.00271624324674	0.0160699436254	0.150966157216	0.124973367466	0.197196532569	0.209274956375	0.116440889017	0.0738082860463	0.0146187835661	0.0162054347209	0.00417168770387	0.0207242420568	0.0386290833782
a	0.00283337493037	0.00159430152891	0.000817006606981	0.00142003774869	0.00141878952139	0.0127400908851	0.0583032039307	0.136531323435	0.084286546143	0.244701383945	0.194525843006	0.141416202815	0.040545776042	0.030039216127	0.0144421949346	0.0151377783789	0.0192469070087
p	0.00397224169268	0.00248087285295	0.000648268593571	0.00238707137226	0.00148077351561	0.0111296104517	0.0569723339689	0.0938666870917	0.039823967181	0.184933288202	0.260276544335	0.151546445338	0.065153010614	0.0463264413423	0.0277572736715	0.0242358298596	0.0270093395136
ò	0.00431762507777	0.00272495347276	0.00070848032937	0.00224646516909	0.00184647675894	0.0117090482879	0.0734597775696	0.0747553145239	0.0577066259737	0.129004211601	0.286422273178	0.121098818359	0.064057192198	0.0790365008808	0.0244399112578	0.0372573492532	0.0292090090725
t	0.00300418587366	0.00282298372253	0.000898619154613	0.0015718510173	0.00193366257518	0.00705574944797	0.0612066130899	0.0719757456013	0.0771820154579	0.114428955667	0.276279429259	0.10363308428	0.063372071326	0.0845264596269	0.0172238508866	0.0661643887044	0.0467203284908
t	0.00306760883098	0.00305134697434	0.000939628870968	0.00166911208371	0.00208862737126	0.00414597328732	0.0925302892233	0.0540391935338	0.061063257726	0.114423477489	0.261852511286	0.0915832047667	0.0638713751753	0.0611119023423	0.0157073978022	0.0794123575548	0.0894427248903
u	0.00300810643632	0.00152941045051	0.000974810696813	0.00136046257042	0.00170288304035	0.00349837643237	0.0881181231222	0.0458732264313	0.0371171445353	0.121503733163	0.220958836429	0.173010112149	0.0775818769251	0.0649544835141	0.0177867722941	0.0619681567383	0.0790534939501
k	0.00574900919773	0.00550704495319	0.00127994324819	0.00127061185312	0.00126317036898	0.00271590733539	0.0423080533018	0.0414491455971	0.0319799963918	0.135492125788	0.16934428201	0.258300845316	0.0875281294417	0.0729138331047	0.0286449380314	0.0529280217328	0.0613250187116
a	0.00660443153046	0.00692308003766	0.00157148829133	0.00126680387861	0.00121345921746	0.00231669720555	0.0270927378535	0.0360829416164	0.0303117686826	0.130142325063	0.143609277537	0.255258187439	0.115348934481	0.0871514863682	0.0465499224771	0.0543539520443	0.0542025295121
è	0.00362558978098	0.00274957779733	0.00124139125475	0.000974604317721	0.00111852306031	0.00375423010627	0.0122198064979	0.0359550865835	0.0169258837235	0.103366461608	0.097319866779	0.20296770188	0.191440833494	0.162879423989	0.0575989212257	0.0753481254148	0.0305139523574
c	0.00135720940653	0.00123172824197	0.000517462500349	0.00100264050918	0.00125003302899	0.00355478973569	0.0221584655665	0.0298992369552	0.0350603075452	0.0856147117227	0.125768172526	0.131117782107	0.185608756698	0.179393846596	0.0483569196752	0.105306954492	0.0428009411205
h	0.00578655820935	0.00149910680219	0.000556574830855	0.00115238350146	0.00220325762026	0.00204427543683	0.0299535088355	0.0335162232517	0.0685095717151	0.111712478174	0.165890777509	0.129307416782	0.122497108033	0.107576858799	0.0325189699584	0.104213220717	0.0810616346218
i	0.00808054241487	0.00149339894512	0.00132790603805	0.00148296717255	0.00225168277234	0.00205276034388	0.0179306344014	0.0330226368419	0.0554592787604	0.105930845325	0.119909031103	0.144900621861	0.143283347811	0.1101612136	0.0697949311195	0.094664952439	0.0882531294943
t	0.00513365244845	0.00269393133744	0.00151980393256	0.00172045902687	0.00136696162407	0.00171173254711	0.00832275124073	0.0173976624346	0.0220568415335	0.0711320335083	0.0825050404343	0.14150472382	0.155687028604	0.1442211856	0.121158958773	0.135893417813	0.0859736729888
a	0.0041672924627	0.00320614074136	0.0012050832077	0.0014753336336	0.00112918196329	0.00136490229211	0.00470699362764	0.0104338381549	0.0111560100278	0.0515328349894	0.0616186579714	0.137518417507	0.155425318335	0.145403909933	0.153996502258	0.178093715204	0.0775657943536
s	0.00262873845185	0.00169517332622	0.00105618099124	0.00157745902736	0.000973090243683	0.00125043644392	0.00369816643608	0.0076683857003	0.0059026785246	0.0408523183498	0.0433907974571	0.126893431782	0.152416554512	0.139521585578	0.165701639953	0.230407290668	0.0743660368019
i	0.00140915838025	0.000980050080266	0.000768942747819	0.00146464884245	0.000638125085694	0.000993603262593	0.00315036934069	0.00522107198243	0.0034364360202	0.0334456527793	0.033056767059	0.115366673234	0.135540459511	0.128371175659	0.185939275451	0.271500097556	0.0787174589513
m	0.00153631599573	0.00136404278105	0.000585810777401	0.00122792596088	0.000486416001631	0.000819740207304	0.0034584895079	0.00482738132201	0.00600632253473	0.0329623175091	0.0291693077197	0.117598534438	0.13330659671	0.12059795722	0.21304575075	0.246456998519	0.0865501037171
à	0.00149707752055	0.0016283214202	0.000430392547607	0.00120815437547	0.000610139790188	0.00184984387267	0.0057192242707	0.00844849436754	0.0212339035869	0.029184733063	0.0260000860239	0.0949614700447	0.113856353675	0.14534728894	0.175826187537	0.27579514684	0.0964032201724
d	0.00209869817036	0.00342650405894	0.00107070365615	0.00267675167798	0.00130578491941	0.00244363728562	0.0070437472205	0.0102104988852	0.0273258823276	0.0305417740183	0.01975696789	0.0878564406649	0.104846906663	0.137812205947	0.131402550732	0.321699990013	0.108480962124
i	0.00320837234445	0.00412207222236	0.00157863174299	0.00312889870113	0.00159567514571	0.00186153841549	0.00536456683923	0.00733992738387	0.0152126548525	0.0312398123734	0.0161501216413	0.0963269262596	0.094884477421	0.103096190016	0.144169232464	0.318044283738	0.152676535841
a	0.00219585733417	0.00171531982169	0.00099043701945	0.00264293636282	0.000912683245235	0.00138249375973	0.00401626175228	0.00544788447009	0.0055677543385	0.0203076014798	0.0123949783171	0.0738716596999	0.094755598487	0.096122756872	0.209929899975	0.315508408579	0.15223739688
</S>	0.00118031837977	0.000933514608452	0.000606028229745	0.00336193677444	0.000533347173753	0.000894689892295	0.00472344509334	0.00399015748905	0.00296263457975	0.0136036360579	0.0112762392936	0.05654839719	0.105635502863	0.097712916536	0.250585429787	0.316452372289	0.12899944424
