 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.670163173	0.281056254	0.005445648336	0.0024463642207	0.003084157878	0.0024497250888	0.00196850752127	0.00141592983279	0.00248824718279	0.00869114141665	0.00178552967055	0.000872281146406	0.00113746674119	0.000408780451742	0.000527734301939	0.00034313938985	0.000465739248115	0.0152501470606
m	0.406047760033	0.423082816933	0.020530280472	0.01981997814	0.0651261435353	0.00674481249947	0.00158105685694	0.00251863970319	0.00460618223346	0.0100994999669	0.00205375901588	0.000793597920006	0.00168938282645	0.00905640873576	0.000646431730073	0.000346766510117	0.000378438209715	0.024878030132
e	0.205158053938	0.581721910578	0.037068849884	0.0269655703727	0.0866757927498	0.00754908279876	0.00154828172451	0.00282078797686	0.00511569169259	0.00641428289459	0.0019504130517	0.000779535709345	0.00183554467372	0.0119430708096	0.000639130100075	0.000331541128566	0.0002861246329	0.0211963374869
s	0.105846560073	0.667119533193	0.0804401124413	0.0254874640536	0.0589621853933	0.00788875247585	0.0028581543983	0.00404522168382	0.00366253350763	0.00405038187782	0.00196275286724	0.00119849114059	0.00192092068049	0.00697269159921	0.000664884171309	0.000516598371656	0.000281305050829	0.0261214657804
s	0.0690721810243	0.564528687398	0.1028764718	0.0481815300212	0.0623715702311	0.0203200879386	0.0128885967614	0.022043080501	0.00578159380321	0.0174603242326	0.00671134061268	0.0067629178226	0.00461552755376	0.0164152459961	0.0028933358044	0.00224188969803	0.00275711379641	0.0320784646973
è	0.0709978413348	0.499566557133	0.116030728467	0.0826350807137	0.0687049204937	0.0244695837022	0.0162264040205	0.0270470105777	0.00716969937374	0.0223478928175	0.00801498068423	0.0082568973682	0.00499048047259	0.016894478852	0.0034622458188	0.00263733840934	0.00358290483414	0.0169648850701
r	0.0631494697716	0.456124574378	0.168140322222	0.118727793405	0.0728633942779	0.0191534810874	0.0103342313775	0.0192947615059	0.00686313062991	0.0183671007458	0.00626956608808	0.00828968274273	0.00429258251086	0.00971090869513	0.00371462509493	0.00186038658311	0.00203369662738	0.0108102670227
e	0.0401844745039	0.310079829726	0.241423509874	0.187029260802	0.0945207515326	0.0262102859825	0.0113678147832	0.02171988132	0.00507200791197	0.0186962441619	0.00633934104736	0.00918110526224	0.00615439335669	0.00794027124324	0.00369363205898	0.0017020564187	0.00138754566323	0.0072976178701
m	0.0218047815589	0.155059649462	0.271264375091	0.275651700667	0.131490292744	0.0347788968542	0.0105275514724	0.0166062393913	0.00714558960399	0.0147467294806	0.00610030675579	0.00596568743341	0.0078168187605	0.019563912503	0.00252708565753	0.00157332505721	0.000940430924977	0.0164366884781
u	0.0137930031095	0.0785103409273	0.243744805164	0.350078368889	0.154815537681	0.0401368488581	0.0118101426221	0.0136449923238	0.007574093404	0.0144423894269	0.0057176784846	0.00539595885407	0.00807796508503	0.027364260954	0.00245601187651	0.00215313843626	0.000888029172999	0.0193964325385
p	0.0092924583625	0.0380971632091	0.206128380455	0.344897200296	0.195422574894	0.061350974086	0.0146394871894	0.0184217993946	0.00785363317733	0.0300138616956	0.00659695557887	0.00682644684296	0.00731050548114	0.0317240241607	0.0023530721863	0.00236986714017	0.000701563511206	0.0160000137351
e	0.0075947402449	0.0218004501984	0.130422740618	0.335595080765	0.238696876831	0.102781376362	0.0194022780985	0.0263306248315	0.00834371101711	0.0360665498385	0.00690611054162	0.00685832948699	0.00666987547367	0.032579249173	0.0022424610391	0.00216366722239	0.000681031139242	0.0148649604244
n	0.00386236761896	0.0109248481608	0.0759468601593	0.325668997588	0.275908730144	0.147133817454	0.0207917478128	0.0328573840038	0.00783520635704	0.0388214980862	0.00588922407587	0.00504087406166	0.00573701232138	0.0219368599133	0.00227839049603	0.00216705514206	0.00108442046392	0.0161148454388
a	0.00265177653859	0.00714815743293	0.0473088514064	0.252688132129	0.307008940048	0.205644941151	0.0313697587843	0.0394172490413	0.00863405065901	0.0408260647954	0.00578855471796	0.00475553793755	0.00601565970363	0.0182114213812	0.00227720867821	0.00214933092102	0.00126037727651	0.0168440173043
m	0.004615822041	0.00777363231358	0.0527514210461	0.189858440043	0.319800702683	0.239611294384	0.0361278261348	0.0360786239804	0.011664806373	0.0293757936318	0.00611318709865	0.00497955498285	0.00692144450771	0.0267453285699	0.00210660746627	0.00221758621981	0.0018313882387	0.0214265012608
i	0.00525098654977	0.0080263054263	0.0522594026527	0.120698214148	0.300685291294	0.304218222795	0.0530785183849	0.0377988293201	0.0132402934843	0.0261071373773	0.00626546263688	0.00527278777962	0.00738291161677	0.030140582477	0.00207034590316	0.00233846720527	0.00208772417437	0.0230784344783
n	0.00259092786482	0.00457948577708	0.0239603027489	0.0734998176227	0.248095088831	0.393993222932	0.068031930395	0.0624806918067	0.0162794804014	0.0382191079591	0.00739920484963	0.00620638439854	0.00669189045779	0.0236486804207	0.00233594301879	0.00239808619549	0.00228677558492	0.0173028572754
f	0.00336807939013	0.0049817396255	0.0173490674543	0.0647356483142	0.200663813744	0.343974006977	0.0575831235117	0.0871895772689	0.0232002036138	0.072446942853	0.0137307983965	0.0150274488528	0.0149261745873	0.0283221518936	0.00574496135293	0.0040256257665	0.013122032397	0.0296085768551
à	0.00335737086118	0.00592902797757	0.0164591345461	0.0635987663047	0.139246271315	0.309654082326	0.0833305482172	0.10730912189	0.0554282978713	0.072694551551	0.0187531009788	0.0197045468043	0.0203186892558	0.0224641081385	0.00777104071764	0.00455159339017	0.017244421071	0.032185363535
o	0.00167806721625	0.00444105501712	0.0119010712958	0.0436939195276	0.079997306705	0.360218512775	0.156858728072	0.122035364163	0.0729720016704	0.0509497630503	0.0179016497163	0.0137582798354	0.0142848898996	0.0107441015328	0.00643335599255	0.00319330628472	0.00835451243413	0.0205841120317
g	0.00371272951709	0.00406920964544	0.00617347522572	0.0228507412385	0.0653720181683	0.360507468258	0.161967099024	0.118603140388	0.0656452512035	0.0886142023501	0.0167712309821	0.0101722963858	0.0118030952429	0.0210362882616	0.00579100364618	0.00345361345091	0.00680937600518	0.0266477665146
l	0.00676720881778	0.00773480880201	0.00786077991857	0.0207216472495	0.0691466476161	0.287881161419	0.111272888028	0.120534557129	0.0661908070012	0.121661900517	0.0194248844474	0.0132984590286	0.0147024986163	0.0277312084025	0.00844757101739	0.00486812467297	0.0380913615037	0.0536635145622
i	0.00484292103119	0.00722807071707	0.00696567299252	0.0169232948832	0.0636941299494	0.217998263806	0.138147019629	0.144101854376	0.0843431782671	0.115599840839	0.0266715579158	0.0195453747295	0.0199626198497	0.0210519103482	0.0088243125858	0.00431503064032	0.0458480947119	0.0539368670007
c	0.0046520832864	0.0045060707975	0.00496070126164	0.00932230410107	0.0412714782338	0.216553933669	0.141860492176	0.158609733125	0.122771486422	0.113127491346	0.0317260089053	0.0217911899032	0.0198840164075	0.0347338514121	0.00815791560193	0.00379381558277	0.0193987998613	0.0428786202709
è	0.0045359984909	0.00367977359833	0.00514650164075	0.00692066036902	0.0238031868446	0.184190638956	0.121689846092	0.192076714708	0.176743566474	0.116156530849	0.0365817973018	0.0189342594677	0.0163808636758	0.0350420413014	0.00862002213398	0.00361828541692	0.011220194812	0.0346590965876
a	0.00164870501555	0.00202538538992	0.00289743500643	0.00429420364664	0.0110945286101	0.101186256952	0.117142761564	0.211209565836	0.207242375691	0.19503798895	0.0537319383006	0.0175322729092	0.0162746553593	0.0230667558225	0.00722212865133	0.00269550887497	0.00664227413027	0.0190551779759
t	0.000819370336156	0.001435709986	0.00134679989645	0.00253684986897	0.0058747000699	0.0481841267907	0.0776666925547	0.186922954012	0.17563043043	0.315454252583	0.0599270999669	0.0175176324297	0.0169966788744	0.0210750874295	0.00826472495778	0.00446872630899	0.0139590031601	0.0419191060246
a	0.000516802736533	0.00115573719848	0.000769939598211	0.00174646714591	0.00486911337697	0.0266472315836	0.0489064048849	0.165309520204	0.196649692477	0.336719928194	0.072910564789	0.0196267735766	0.0250816259955	0.0214014088252	0.00819894281993	0.00497506200033	0.0157942539734	0.0487205791309
p	0.00266588320163	0.002759056716	0.00159008428792	0.0019379833624	0.00628661126439	0.0168888452659	0.0360859197383	0.131565153001	0.203804554292	0.320587490398	0.10373684293	0.0319245344589	0.0348597932732	0.0393627829617	0.0111251792	0.00719944509211	0.0104541273091	0.037165737483
e	0.0034067995464	0.00327207446027	0.00186755419409	0.00185374601511	0.0062184124864	0.01228305738	0.0272977478894	0.0972439172003	0.203048879564	0.316847493133	0.131861181643	0.0435035532863	0.0416217745224	0.0466646913339	0.01291297874	0.00831997340937	0.00905184550703	0.0327243206503
r	0.00190727358218	0.00277400998274	0.00141928021801	0.0015504184709	0.00492703910763	0.00849441860133	0.0231037693765	0.0787852710468	0.192528240588	0.309479667711	0.155054958881	0.0481663546488	0.0511355444541	0.0403389108646	0.0156796645267	0.00897332277246	0.0137443978063	0.0419374343434
ò	0.00135884293104	0.00245918069523	0.00131772787425	0.00248379243941	0.00461381160043	0.00884087433511	0.0191448547388	0.0683030327956	0.170519181329	0.299584977904	0.162952726894	0.0524977815029	0.0508572538714	0.0433287753549	0.0274207265556	0.0110049185035	0.0214422981094	0.0518692041011
e	0.000482616797891	0.00126058909206	0.000659058893314	0.00281435835108	0.00352272397313	0.00645714028337	0.0170018239043	0.0540107442692	0.16157301703	0.257519877301	0.191630681898	0.0994368140343	0.0491352524725	0.055739007605	0.0376794653185	0.0110157456178	0.0183536915971	0.0317073434337
m	0.00320997518225	0.00220264079459	0.00180464010193	0.00214992981322	0.00243383716826	0.00374934834879	0.0107694721748	0.0379805312271	0.11611497333	0.256288600434	0.195340733033	0.117688538745	0.0596971929195	0.0690659052017	0.0513130593528	0.0137020464526	0.017140309459	0.0393482204779
è	0.00414762333187	0.00246543083316	0.00219253145924	0.00185206824453	0.00281285749065	0.00347641471726	0.00821454824693	0.028824635589	0.129750544377	0.241444445011	0.171541003144	0.108212802315	0.0629660555398	0.0879129689539	0.0617699466976	0.0168224080442	0.0219183237263	0.0436754095446
a	0.00145708750781	0.00142755663151	0.00091672986165	0.00198223608038	0.00202181250125	0.00276116986213	0.00671843730991	0.0191066464537	0.112996028	0.160435099937	0.165981512781	0.163594901438	0.0590698727666	0.122089696338	0.0822111979659	0.0361075160147	0.0292973469288	0.0318251639002
m	0.00351885622024	0.00223533906525	0.0019241887137	0.00202725989206	0.0021034213647	0.00209450462156	0.00432299526224	0.0134396564352	0.066319347808	0.136479211866	0.158314050527	0.180397172813	0.0805372088755	0.127879265579	0.0984747108553	0.0438488971382	0.0308555711429	0.0452284107334
u	0.00429531656033	0.00294655147062	0.00225283652183	0.00213536171193	0.0022481310662	0.00173383904505	0.00397324806675	0.0121768450757	0.0489132760007	0.117505982969	0.138079389842	0.174465448604	0.102033663692	0.141914562926	0.115679374485	0.0542126743127	0.0299207565476	0.0455127913245
p	0.00406854542712	0.00338536828584	0.00252733631338	0.00229999901751	0.00239358653944	0.00148525709168	0.00320038674085	0.0087140321419	0.0291063208282	0.0673250191163	0.101476985347	0.163954654601	0.104012512031	0.173945404775	0.155828314762	0.0840722965042	0.0374429879159	0.0547609282768
i	0.00401951429056	0.00338479876664	0.00262537602927	0.00245017512362	0.00243920581576	0.00139963421663	0.00297055468222	0.0062668509737	0.0270514994001	0.0443279795121	0.0768883921823	0.139428895534	0.096815946877	0.179513071725	0.187505694587	0.0985247797681	0.0597269571053	0.0646605790809
a	0.00151876508865	0.00221556920378	0.00111385042119	0.00268958599221	0.00145974620735	0.00164187545743	0.00325094530907	0.00506320791377	0.0244249985414	0.0315541235307	0.0588935502608	0.124607615311	0.0722406265057	0.195421168175	0.209350467262	0.134885366323	0.0759726487684	0.0536958748936
c	0.00123389739167	0.00147618691524	0.000814594485259	0.00211574759621	0.00185401348989	0.00289123123856	0.00308496576849	0.0124667177681	0.0313471987905	0.0426090476769	0.0545147656203	0.102890815137	0.0628416507819	0.168557937725	0.208246864287	0.131534867308	0.101331105389	0.0701885120405
è	0.00125081971952	0.0011267507088	0.000713155315887	0.00151872304919	0.00349047963	0.00359898103543	0.00442553067316	0.0185775229026	0.0373256106708	0.0455296574856	0.0662631503401	0.0998649451457	0.0617671156606	0.136314693742	0.193913293562	0.099398232636	0.139232892396	0.0856885426228
o	0.000607307209241	0.00107060450786	0.000485286175529	0.00189729023693	0.00317398100211	0.00273317977212	0.00426656065149	0.0124032518773	0.0211921686726	0.0249806595345	0.0520172655374	0.0839602083152	0.0444622658769	0.160201104214	0.187764649587	0.146195290212	0.155201985025	0.0973869368076
n	0.000670010045586	0.00178574262919	0.000957480153639	0.00186877311058	0.00156066069087	0.00169804956349	0.00214050664826	0.00611768702863	0.0100225946515	0.0165983107842	0.0307806094031	0.0632495822384	0.048215939109	0.147400437471	0.195417522796	0.184919962537	0.159243184968	0.127352893489
e	0.000681070058824	0.00199315617519	0.00112281710117	0.00203946825795	0.0010715379156	0.00131489209088	0.00179011175654	0.0038320064394	0.00754664025803	0.0133775591787	0.022208915101	0.0554360891928	0.0526559800297	0.11887125469	0.183147055465	0.210062005979	0.203711937856	0.119137435983
c	0.00117204999418	0.00161322551586	0.00126660236687	0.00211566339771	0.00148370650814	0.0011226449377	0.00169229886377	0.00286632488052	0.00662692744574	0.0097713063789	0.014922217697	0.0451043768443	0.0547684445032	0.107796849497	0.184367565288	0.219689113326	0.219710425285	0.123910155574
e	0.00141413635949	0.00152439111832	0.00131756144283	0.00214348184799	0.00158139165743	0.000986241634869	0.00144637981991	0.00265312544634	0.00722649978191	0.0082229005163	0.0118710122983	0.0443232298548	0.0659674193144	0.0896907295657	0.183406866563	0.214325071242	0.220140070695	0.141759393105
t	0.0010488334541	0.00177594759807	0.00140382554352	0.0023190593605	0.00118615575567	0.00123105875763	0.00154982558333	0.00276719517675	0.00729711267864	0.0064882999277	0.00974646350943	0.0388935480849	0.0581636840381	0.0802273653552	0.155924345054	0.237870217214	0.232456906432	0.159650067908
a	0.000851431844187	0.00161580385664	0.00136125007073	0.00173123704132	0.00107535248248	0.0011707715082	0.00175812043474	0.00257111232912	0.00599161173708	0.00525411822683	0.00829966109048	0.0264284921883	0.0441326812327	0.0763504112384	0.137231409885	0.232901046071	0.267332314544	0.183943084843
t	0.000660240909883	0.0012387689652	0.00105293870675	0.00149873260958	0.00097569469681	0.00114274294313	0.00178302820299	0.00255658081104	0.00502515517586	0.00442506926094	0.00739905363149	0.0219260125361	0.0405391977109	0.0763978712328	0.117239352628	0.216569792824	0.286333977515	0.213235809488
r	0.000889498286165	0.00184642823513	0.0015842975516	0.00137033624806	0.00163931425854	0.00128202738204	0.00139668552078	0.00192071328983	0.00499236049579	0.00858559018998	0.0075090992985	0.0161736924294	0.0335974348693	0.0562723453423	0.0878289467893	0.180381678275	0.338283098505	0.254446460956
ò	0.000749950440634	0.00188621207054	0.00156547758418	0.00129159300076	0.00636083485544	0.00218496718951	0.0115147663217	0.0107269817283	0.00723412105813	0.0105187244203	0.00782504679683	0.0172432806758	0.0205020494834	0.0360698064634	0.0586792192298	0.121062250645	0.439862826702	0.244721869972
