 	non	so	cosa	stai	scrivendo	</S>
e	0.6840614454	0.12543058712	0.016261004451	0.013259014736	0.0336262619112	0.127361720687
n	0.444108289293	0.357361632373	0.0457028757177	0.0162580560313	0.0260232998485	0.110545880278
e	0.221836890458	0.625746798791	0.0630290873059	0.0152769327731	0.0140381280675	0.0600721862687
t	0.131143303546	0.711343129597	0.0788026557686	0.016646312287	0.0093563118005	0.0527082533974
s	0.0672171367353	0.641027212532	0.113578219856	0.050582857669	0.0183720200235	0.10922247306
è	0.0471679669718	0.515276762844	0.197711881419	0.082913948863	0.0324590419712	0.12447037674
r	0.0531069161306	0.455123190281	0.294866951006	0.0836199368877	0.0354615281904	0.07782149354
o	0.0444247768981	0.31372167276	0.413736472869	0.131967138896	0.0566398423301	0.0395100995267
e	0.0152804106362	0.12258728684	0.478718655623	0.296497830099	0.0636761792514	0.0232396777422
s	0.00765470655507	0.05077827538	0.343038733674	0.446422787366	0.0845473749385	0.0675581440281
ù	0.005032461851	0.0266537993263	0.211411033947	0.535271250455	0.136646228093	0.0849852086914
t	0.00372251089445	0.018408865595	0.157352182652	0.615239166152	0.143962203864	0.0613150491118
i	0.00330887183336	0.013836378187	0.100133065497	0.596225618717	0.196695719655	0.0898002973039
s	0.00278965231664	0.00851300717607	0.0562520421257	0.454503821572	0.329856837885	0.148084566569
t	0.00327330671	0.00862408318376	0.0380576984019	0.275844873591	0.426210687295	0.247989340925
e	0.002082133022	0.00661498495817	0.0248018418668	0.13766829993	0.529576380432	0.299256370842
g	0.0031361303468	0.0076859446619	0.0229953089765	0.09508099831	0.579434579477	0.291667030002
r	0.0048076317592	0.0104985883809	0.0261329349668	0.0982343899167	0.515319990492	0.345006460989
à	0.00370382825339	0.00890511706363	0.0177338066061	0.0734263302856	0.547737070831	0.348493812463
f	0.00565590720925	0.00963070045698	0.0133727496354	0.0642859149085	0.640360338277	0.266694393621
i	0.00598852293942	0.00886757385923	0.00837754545047	0.0484761249608	0.599161104092	0.329129132407
</S>	0.00347076295631	0.00605329496931	0.00537219172884	0.0265241139974	0.530759394046	0.427820203204
