 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a	0.6244029195	0.1358583209	0.01456679907	0.086137884294	0.00691441774	0.0035579188094	0.0020141194682	0.00149483666238	0.0150554354753	0.109997338055
m	0.395960480393	0.299502354233	0.0669307694233	0.0512578165807	0.0237757284267	0.0287596265218	0.0148987191342	0.00218744833438	0.0195469030685	0.0971801183512
e	0.142387915831	0.533824404078	0.134806936474	0.0502168433869	0.0277019525729	0.0357645306339	0.0184921615599	0.00210212261209	0.0121179613199	0.0425851726172
s	0.0578257507843	0.578889664026	0.198861860158	0.053344596289	0.018608280755	0.0230147517833	0.00795416801412	0.00285169536972	0.00848134593034	0.0501679136793
t	0.0316870985334	0.518884336675	0.221957934586	0.0505616837097	0.0223476278557	0.0309901698638	0.0181711760339	0.00720598020831	0.0355439880118	0.0626499651031
i	0.0240012651418	0.495866913958	0.267180740729	0.0507616085966	0.0253451285492	0.0303331586719	0.0223352710873	0.00727100423807	0.0438058903735	0.0330989823582
p	0.0139877612106	0.376027487053	0.397130291576	0.0765824049455	0.0299294511431	0.035307870452	0.0220700338784	0.00438313939266	0.0235887493204	0.020992794778
à	0.00867123178187	0.216482411151	0.444869637859	0.184308308649	0.0499221532544	0.0337808692587	0.0204687240584	0.00411330400555	0.0158335400408	0.0215498376341
s	0.00942141973436	0.14282950237	0.406319377953	0.269012406616	0.0865760522848	0.0229817342196	0.0141621680708	0.00565221563518	0.0122574455249	0.0307877281114
t	0.0101122045512	0.11122176131	0.323082169984	0.310148071939	0.103554796262	0.0267107321265	0.0141233527389	0.00936345462506	0.0418616757016	0.0498218151098
a	0.0067510853342	0.0695437393227	0.227347340661	0.32122844958	0.230289850254	0.0339993160288	0.010694118975	0.00971756469935	0.0494818381163	0.0409466784573
ì	0.00417659228937	0.0346682453419	0.130168863403	0.202807618907	0.516346310085	0.0555657710763	0.008018978445	0.00726571934498	0.0235944859997	0.0173874215118
c	0.00471899888593	0.0187399217569	0.0837086147703	0.130768504349	0.629909255362	0.0687772695588	0.008340163575	0.00628359460919	0.0194764470784	0.0292772490173
h	0.00531962721562	0.0145650800203	0.0810604973768	0.193445175383	0.540326872454	0.0530518420529	0.010690677781	0.0119699587577	0.0176452025661	0.0719250676888
e	0.00257733258983	0.00727419304019	0.0476213272456	0.174389617148	0.513821132818	0.138219922684	0.018103087223	0.0166827217212	0.0131403149154	0.0681703727373
t	0.00575460368097	0.0101010898458	0.0308894897852	0.075699804086	0.467719689606	0.249356711761	0.0578660940743	0.0214087762944	0.0310229942585	0.0501807260042
e	0.00674033466536	0.0109013664191	0.0220567583945	0.0387961008083	0.329592225535	0.346836282454	0.129305382958	0.0267547108981	0.0403224567195	0.0486943597595
l	0.00397599207304	0.00784368185215	0.0135984940696	0.022905482971	0.223438036112	0.382731913485	0.191398969053	0.0473023206327	0.0687037940065	0.0381013361828
ì	0.00309009814722	0.00616678398699	0.0101513397741	0.0124536838747	0.209218265971	0.372580029162	0.159866428351	0.0882595801709	0.0802812454355	0.0579325783843
s	0.0041033829366	0.00547430702591	0.00885649029377	0.0123741509593	0.188777385857	0.403900136387	0.11854138125	0.0941824964836	0.0701955608452	0.0935947491814
o	0.00440248048117	0.00541699195297	0.0083358335806	0.0113119851073	0.101860606572	0.311881424796	0.260212295283	0.0974274732945	0.0889915406151	0.110159423327
n	0.00277245349379	0.00399854039204	0.00548447102945	0.00583921306807	0.0464774244873	0.197243190599	0.415136853094	0.146404471098	0.084458787605	0.0921846828837
t	0.00232729307413	0.00447845303649	0.00526209234086	0.0105962501346	0.0350867379258	0.1536711012	0.381709213031	0.180002183699	0.113290405202	0.113576344223
a	0.000975608443095	0.00313259587451	0.00307264703357	0.0109638017775	0.0233885812419	0.103754765067	0.36761250121	0.194289147233	0.145158710934	0.147651697028
à	0.00103326139994	0.00197452456001	0.00187277147126	0.00582235100361	0.0146468459406	0.077348745889	0.319795234337	0.342302433744	0.127865266511	0.107338542056
l	0.00125519648619	0.0019042509013	0.00160366354977	0.00452015753947	0.0150477067469	0.107634334136	0.223577876512	0.412159467248	0.174544604504	0.0577526262853
a	0.000738530853034	0.00174017730946	0.00123421485236	0.00242909290278	0.00986872185497	0.0921277922787	0.232664877011	0.308368705083	0.270451002168	0.0803767442484
t	0.000556369127723	0.00187069391902	0.00126822936525	0.00127980701328	0.00481889980226	0.0419617382162	0.195111819677	0.301623750028	0.343386010056	0.108122599438
ù	0.000467924729178	0.00160111027689	0.00112270507144	0.000941753028543	0.00341684034869	0.0240206730287	0.0990927120363	0.368331497009	0.379254064685	0.121750768701
c	0.00148562286655	0.00165939786582	0.00105594062938	0.000885820236884	0.00280094847263	0.0242200988862	0.0653787749161	0.399236516136	0.372361422895	0.130915516274
h	0.00221381359811	0.00214199126366	0.00177436776762	0.00119813717175	0.00258021544728	0.0223716277987	0.056018401212	0.365878126512	0.423737210298	0.122086107983
a	0.00153457226583	0.00181138908478	0.00236412375944	0.0017321050141	0.00177384205283	0.0100825973662	0.0254777482773	0.274586471251	0.556888969433	0.123748140246
v	0.00311309477704	0.00835590370795	0.00648147673026	0.00542840371243	0.0016798790088	0.0077439810086	0.0328585644511	0.193582611564	0.620275186478	0.120480837975
à	0.00379231173976	0.0100630528463	0.00716580293547	0.00612131265497	0.00178469867572	0.00766482720273	0.032596834485	0.165992174388	0.594775654826	0.170043287485
l	0.00277607966541	0.00400883834531	0.00305860012087	0.00305960509132	0.00154670690191	0.00631260029424	0.0157390219843	0.153283498263	0.604910772942	0.205304279028
o	0.00193851771491	0.00200775909497	0.00151510984102	0.00182617760058	0.00115031091997	0.00494546787548	0.010589113776	0.101564060408	0.557081470981	0.317382057543
n	0.00169030224194	0.00590742117765	0.0042425292155	0.00283712486362	0.00207129376672	0.00510672333723	0.0103595239232	0.066527376656	0.523226772994	0.378030969288
t	0.00171231530504	0.00867776086524	0.00665494241407	0.00447185146231	0.00469218740647	0.00792893583108	0.0287525296597	0.0813841683873	0.571367201665	0.284358173273
a	0.000747147658229	0.00492509900369	0.00437558552971	0.00324468104768	0.00412901684485	0.00594464016109	0.0298047803074	0.0579134411864	0.480999833888	0.407915851828
</S>	0.000445650488384	0.00308551180487	0.00299450608903	0.00218515233014	0.00233167788322	0.00331949503064	0.016152964012	0.0323484747262	0.378176082944	0.558960512914
