 	le	melanzane	vogliono	girate	</S>
e	0.709082461	0.2091968201	0.029829457151	0.00355555660989	0.0483357055931
m	0.538829033267	0.3303165089	0.0622715063597	0.0284126519935	0.0401703211402
a	0.403824194689	0.4641492243	0.0596944019312	0.0367419550121	0.0355901799861
r	0.31011651843	0.594097803433	0.0438241157684	0.0197048448343	0.03225665145
a	0.199394432583	0.707038032478	0.0423078777361	0.0147936198801	0.03646599253
n	0.136298235948	0.754338345493	0.058823985872	0.00994824981337	0.040591151096
g	0.112817080363	0.628951618498	0.0797689403307	0.0545499350645	0.123912472305
i	0.127625945754	0.538234220833	0.0734422631769	0.0830955360548	0.177602141362
à	0.124270871317	0.490805076278	0.203846200859	0.0547628325649	0.126315087701
n	0.104628343785	0.387268582093	0.312034003913	0.0862444244683	0.109824639987
e	0.0580350128468	0.313480791804	0.364939136264	0.110730637156	0.152814446969
e	0.0222168220732	0.183226939401	0.596147770088	0.0693485421187	0.12905997135
t	0.00992642464215	0.0965646577603	0.692121627496	0.0971965598396	0.10419073235
è	0.00569949034289	0.0572847527568	0.680549455965	0.15660593638	0.0998604100033
l	0.00532819185754	0.0309938613089	0.701807931988	0.173898537827	0.0879714959304
u	0.00561741365925	0.023080146713	0.529295533729	0.309200116209	0.132806798426
n	0.00319183889784	0.0125891708778	0.296771990376	0.512940856736	0.174506191017
v	0.0044385638541	0.00958117446207	0.176036459192	0.605575124245	0.204368719155
o	0.0048504073417	0.00727096381269	0.120872233104	0.611146318748	0.255860041392
t	0.00453141370337	0.00746759564653	0.0726286440347	0.635233250249	0.280138978051
i	0.00388182620945	0.00755683041948	0.0406691032216	0.65148133475	0.296410828738
m	0.00242737177481	0.00583662579383	0.0286444596905	0.676684076917	0.286407455349
m	0.0052501554221	0.00707744729161	0.0208576624035	0.685036300972	0.281778453332
è	0.00783537517318	0.00700716270834	0.0170447199878	0.649530602324	0.318582147824
n	0.0169484274655	0.0108664648343	0.0242071710626	0.602083708775	0.345894258208
e	0.018074426751	0.0110195674462	0.0289930325362	0.437793366925	0.504119602069
</S>	0.00997553125981	0.0071980846836	0.0216178490111	0.321780901462	0.639427560034
