 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.829395504	0.0191090814	0.010731393507	0.0492872260288	0.0151142465106	0.00706748347331	0.00932145631183	0.00847486258513	0.00906373788983	0.0424349940424
M	0.762246121333	0.0444955999333	0.0776336730843	0.0757865954651	0.00916388504025	0.00382430869891	0.00341986747297	0.00384200733889	0.00342435250566	0.0161635520585
a	0.590150943711	0.0835033285804	0.156108170154	0.101828632336	0.0132331950999	0.0120563250305	0.00526245350142	0.0125413088464	0.0139824303148	0.0113331436971
r	0.46973348257	0.0934851095961	0.201740657492	0.11193276964	0.0232443270485	0.037432863628	0.0125078096735	0.0170188242401	0.0181346070875	0.0147695949886
ì	0.397178894923	0.163891805999	0.206338502579	0.113374182597	0.0257514099653	0.0423457482614	0.0151179686586	0.00978184867815	0.00817722538503	0.0180425454391
a	0.289113888708	0.362010270533	0.216308048326	0.066340994339	0.0149701220711	0.0207787890331	0.0093284975824	0.00492266583192	0.0038883976834	0.0123384377088
à	0.120141985356	0.535126083511	0.258875096775	0.0491163069163	0.00929228851303	0.0087203320797	0.00376284571	0.00233965755878	0.00206865730305	0.0105568063154
r	0.0576522517653	0.50627977277	0.316551642058	0.0561232619628	0.00997400390568	0.0051933250907	0.00240646196476	0.00240259528246	0.00200654684035	0.0414101030325
t	0.0351089240884	0.31653893169	0.386839835819	0.0924083433083	0.0191793462739	0.00879015677903	0.0180938620549	0.011865775138	0.0102116530917	0.100963128146
e	0.0197557347911	0.151982605937	0.44706983194	0.194056318703	0.0337436568246	0.0133561553597	0.0239400678468	0.0142615308236	0.0124228924875	0.0894111318495
n	0.0096268664245	0.0874330955723	0.48499756598	0.268984667034	0.0386314577415	0.0116659283799	0.0104196997974	0.00792384112547	0.00632008245639	0.0739967300446
a	0.00590198501563	0.0557919167641	0.432960563727	0.340644821145	0.0592685346472	0.0175032537866	0.00696555784813	0.00649547946136	0.00473813805778	0.0697297131259
