 	le	melanzane	vogliono	ee	girate	</S>
t	0.787831733	0.1264837916	0.01916994792	0.004346388932	0.0044315830189	0.0577365544289
e	0.749631157667	0.178484709533	0.0316579556333	0.00531950826533	0.00317610309348	0.0317305418041
s	0.588276148756	0.299442658511	0.0590206302511	0.00962764326244	0.00996319579041	0.0336697179451
m	0.535474469119	0.327889316237	0.064860787909	0.0121971008648	0.0169470587395	0.0426313219025
a	0.485354522173	0.429719047879	0.0387398732323	0.00843783660827	0.0109314397542	0.026817351943
r	0.295234272191	0.60304224036	0.0492004537748	0.0141655947974	0.0070356512564	0.031321804203
a	0.178842340164	0.698405030787	0.0622775540916	0.0190115696791	0.00632150612413	0.035142008981
n	0.109837672368	0.741787093596	0.0884833020305	0.016892140753	0.00711605550004	0.035883773531
g	0.097005725136	0.623417217199	0.11151197581	0.039819890151	0.0340107719467	0.094234408601
i	0.103422391985	0.561108155066	0.113200395203	0.053529048957	0.0485930192289	0.12014700498
à	0.098014590545	0.465325170955	0.282197956868	0.0440852660123	0.0304392898363	0.079937783702
n	0.0825377123783	0.291862859585	0.457535667623	0.0394734197641	0.0386401059921	0.0899502700093
e	0.0434907230978	0.196221660322	0.518189845874	0.084123615188	0.042502671304	0.115471483036
t	0.021172495655	0.121126131467	0.561193784891	0.127118757929	0.043724090808	0.125664778714
è	0.0123771401479	0.0705789327957	0.648447449897	0.116427006443	0.0475880388447	0.10458154536
l	0.0108847779653	0.0395455426386	0.711553705966	0.0904187936143	0.0417008156702	0.105896497427
u	0.0106509877245	0.0292603387002	0.535457619655	0.268715664405	0.0469572976367	0.108958174496
n	0.0068493074496	0.0197939039068	0.314301205552	0.462240342802	0.102086179679	0.0947290813387
e	0.0055938135581	0.0130259383914	0.178770396017	0.546997753601	0.151260052126	0.104352009866
e	0.00240638143393	0.00813548517513	0.0793383373057	0.6338325292	0.196249958475	0.0800372977353
e	0.00101990486247	0.00745007263371	0.0353762502552	0.5853194724	0.312320927492	0.0585133936918
v	0.00139742682228	0.0062328112277	0.0230690855984	0.410555348133	0.468142379831	0.0906029635333
o	0.00161669310008	0.00440905991643	0.0185001700781	0.243742093378	0.586091519944	0.1456404473
t	0.00308045517105	0.00567761275468	0.0112763884314	0.165837475059	0.635771593315	0.17835644566
i	0.00347631454922	0.00601074870796	0.00810285609647	0.110260572066	0.636578126438	0.235571377047
m	0.00199219496497	0.00393803137645	0.00613127306749	0.0749409223887	0.646418370813	0.266579179549
m	0.00267139842583	0.00384001626724	0.00533977813716	0.0685068916696	0.640892855604	0.278749008729
è	0.00383475763697	0.00587677714483	0.00527814012772	0.0687049948232	0.610029977868	0.306275295856
n	0.0158873761711	0.0139981216236	0.0156165091566	0.0560452368877	0.565071107289	0.333381594952
e	0.0186713287073	0.0138025042776	0.0196491465199	0.0449008235526	0.433526623496	0.469449493651
</S>	0.0100013357078	0.0080666880145	0.0125563533955	0.0327379137113	0.352018510348	0.584619100826
