 	non	mi	aspetti	che	non	vengo	</S>
m	0.4703520847	0.17027059729	0.125647204834	0.0215825850098	0.00577565102261	0.107084478109	0.0992873433428
ì	0.357609704647	0.311576080697	0.128637916545	0.0246324415263	0.00875926539974	0.106430526512	0.0623539964785
m	0.221083901696	0.434859452032	0.131263914748	0.0388412512588	0.0138024336839	0.117938803169	0.0422102387948
e	0.104659718365	0.509561502011	0.173310368416	0.0773030448829	0.012334538192	0.0806124010803	0.0422184638463
m	0.0554948995217	0.472600758737	0.273694579939	0.0890528774143	0.00985561330733	0.0587254754554	0.0405758057939
ì	0.0462127273586	0.332038398912	0.41879975178	0.0971439061714	0.0189959382924	0.0484874584758	0.0383218031951
n	0.0441974300042	0.248132580037	0.433620738593	0.145961246757	0.0284504204308	0.0649486940826	0.0346888644784
i	0.0234131273181	0.150153927748	0.308051222864	0.317018228652	0.10081436241	0.0680663645695	0.0324827364328
k	0.0178724194856	0.0802411806407	0.156400212755	0.459099442217	0.14369999167	0.0876515797318	0.0550351841466
a	0.016244612453	0.0546501514162	0.088192186965	0.415021274739	0.241444904423	0.112375517644	0.0720713947779
e	0.00703564488584	0.0214085391585	0.0561546571417	0.322450620913	0.403178891474	0.126595866401	0.0631758149573
n	0.00445497531115	0.011869797556	0.0323839605406	0.206939352238	0.336272069825	0.314074396254	0.0940054362838
è	0.0038331116626	0.00861130717884	0.0181311217221	0.099851322106	0.243198950275	0.496773108751	0.129601025948
r	0.00346859389117	0.00744050687549	0.0152366808661	0.0535896473	0.197761707286	0.621966722917	0.100536100293
k	0.00931401049447	0.0155005799382	0.0171505257722	0.043390588958	0.11436088549	0.702574520306	0.0977089064543
o	0.0105848532238	0.0157350257495	0.0313845283084	0.0318400499817	0.08964028735	0.603625261835	0.217190038151
m	0.00565033720667	0.00907352010295	0.0349629677873	0.0193847770696	0.06730245321	0.588592106345	0.275033861437
e	0.00384541952709	0.00688463087766	0.0466875844673	0.0134019141232	0.03226962731	0.517492933782	0.379417861599
</S>	0.00240007822615	0.00429141168931	0.0659511333707	0.0112769465616	0.023393116855	0.379471550391	0.513215689799
