 	è	che	stanno	ancora	alzati	</S>
è	0.81100779	0.08050035042	0.014771589449	0.0096596677981	0.0222231503315	0.0618374960642
n	0.5715789638	0.23001614294	0.0789402767163	0.013111859146	0.0273121663353	0.0790405851144
a	0.319781456864	0.405228979647	0.203221687639	0.011106324322	0.0147819976858	0.0458794770601
s	0.154156065413	0.424647618882	0.33795123688	0.0119288204407	0.00930585525793	0.0620103588727
t	0.0758250464657	0.432260353961	0.387540196493	0.0126085940736	0.013423711823	0.0783421327137
a	0.0462428631439	0.378215353474	0.442659983031	0.0426015416445	0.040890575718	0.0493897166367
s	0.030719490157	0.255340578105	0.502291257677	0.0737445261748	0.0506708744829	0.0872333142816
ù	0.0264896614727	0.165653205628	0.501087832159	0.154219682218	0.0385592694858	0.11399041463
n	0.0195356357138	0.0942185668667	0.54415632232	0.230202362873	0.0307021161579	0.08118505961
e	0.0140315800423	0.0648089604576	0.423707555573	0.392662613691	0.0443637997286	0.0604255512033
a	0.0056326075651	0.0265324577554	0.188425359829	0.63213250123	0.0877997221762	0.0594774107478
n	0.00416424569117	0.0181567650866	0.0828222034807	0.628941976217	0.135186350325	0.130728524905
k	0.0229740043571	0.0418958073655	0.10457114454	0.410714060879	0.126913006608	0.292931991577
ò	0.0397141952324	0.0476660679552	0.164163444607	0.235540317493	0.0725222992027	0.440393632926
r	0.0405483466061	0.0377866553904	0.16227634862	0.334903672031	0.0630428573676	0.361442067642
a	0.0336063418784	0.0373782841788	0.0982514755567	0.382869736517	0.259079348856	0.188814736547
o	0.0165869280466	0.0219974166397	0.0371261288346	0.211006194966	0.569332160085	0.143951136249
r	0.0081054065336	0.0156324629206	0.0143118302334	0.0875315794593	0.679797826028	0.194620935883
t	0.0116087410032	0.0256217759286	0.0177234763186	0.0465428075671	0.536908775343	0.361594461561
ì	0.0107969045861	0.0224795025206	0.0224478080923	0.0358875835924	0.391265942714	0.517122233854
</S>	0.00574699703055	0.0118642973601	0.0174873736424	0.0303751060562	0.376528139757	0.557998016927
