 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.6719162454	0.14377581263	0.06259152786	0.01041816859	0.00327681595843	0.0032477909295	0.00389967110873	0.00116831351531	0.0022262203758	0.0019956161596	0.0954837439951
n	0.387230342679	0.22132659781	0.236795924753	0.03798190151	0.00828151645443	0.00848460997883	0.00485674950673	0.00194442525464	0.00203044051693	0.00194708749647	0.0891204128724
è	0.151622829993	0.285139082537	0.414796134784	0.0637825433367	0.0120837855288	0.0105316115867	0.00713472035824	0.00286051860075	0.00354768501894	0.00187924202421	0.0466218747085
r	0.0831222891983	0.357762738179	0.407650751461	0.0698461832456	0.0108628245603	0.00966101932263	0.00795377719075	0.00495470518345	0.00518318464495	0.00204037693039	0.0409621756289
k	0.0682673901608	0.348801079233	0.393589233954	0.0716213020152	0.0138727002068	0.0191754717209	0.00738194558398	0.00619114544648	0.00505158460658	0.00538578089506	0.0606623790014
e	0.0469667073763	0.274944312051	0.451608491451	0.0912335066717	0.0281190126089	0.0281590296663	0.00735845488639	0.00398438737616	0.00452315064433	0.00607646154161	0.0570264425731
s	0.0248613613974	0.194372771817	0.47582728915	0.144604720757	0.057157649083	0.0418213590348	0.0118346300835	0.00983292843672	0.00637961546064	0.00303457390379	0.0302730939397
e	0.0171807280418	0.124054754592	0.431907303383	0.244613060252	0.085885578561	0.0439440084116	0.0122261967012	0.0119862337629	0.00626099861755	0.0019949094984	0.019946277018
k	0.00813219119287	0.0748622547173	0.398589636794	0.294828370751	0.11221434332	0.0747906982705	0.00900569669907	0.0067499402183	0.00472251918052	0.00375695118393	0.01234744589
a	0.00491258117929	0.0414903569764	0.330830040598	0.319879777584	0.16835581724	0.10115309989	0.00901388858502	0.00555487107277	0.00435547141684	0.00444244706084	0.0100117080533
i	0.00243459018276	0.0219444641755	0.200932760066	0.417335067861	0.23450018748	0.0929534295633	0.0138944116483	0.00417512543092	0.00320327543695	0.00191958943248	0.00670712884977
m	0.00171765599072	0.0124683636618	0.0969909380153	0.37992323742	0.266527038093	0.193591498988	0.0206720391941	0.00524564875297	0.00436791460965	0.00437716353283	0.0141184689923
è	0.00240495977255	0.00918094437027	0.0707414799584	0.30627031794	0.273531738964	0.281913720996	0.023976090776	0.00668971226699	0.00413083886855	0.00528451400614	0.0158756799178
r	0.00614923273079	0.0120896237828	0.0572666493348	0.268584540647	0.270253306321	0.304627734332	0.030359693492	0.00835405424033	0.0109354348055	0.0105394271416	0.0208403034143
i	0.00642102346167	0.0116853938376	0.0315646025349	0.157153882702	0.25461580304	0.377900638111	0.0898568791973	0.0194330702048	0.0159628616952	0.0127896260635	0.0226162003832
