 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.911267898	0.0395666698	0.00381108949	0.002152075906	0.002029516716	0.001379479623	0.0016838062069	0.0013867543736	0.002109326003	0.002033382143	0.0020165995184	0.004202253117	0.0016564358384	0.0012654223325	0.000634542468866	0.00415327113014	0.01865154467
ì	0.862957954667	0.100543796353	0.00349011337827	0.00167536947533	0.00163782608487	0.000924668874427	0.00147253348991	0.0007294486734	0.00126878625103	0.0009388202998	0.000909673593427	0.00387947756254	0.00115399223573	0.000875743220473	0.000321109691511	0.00144725888739	0.0157734682173
m	0.741624318689	0.212882955938	0.00911741021836	0.00199936654911	0.00256267737816	0.000873033690502	0.00143141840252	0.0009514017918	0.0015038555471	0.000730946831133	0.000766223145102	0.00360756662721	0.00159315734538	0.001063545849	0.000409419936749	0.000581447554788	0.0183012877747
b	0.602872881496	0.278703151046	0.0202859740701	0.010289086047	0.00810634972439	0.0077833795801	0.00782100784101	0.0134332829617	0.0121702110594	0.00398548887151	0.00122663405463	0.00719429914609	0.00432312579653	0.00209745372307	0.000908365279203	0.000266350855674	0.0185329830776
e	0.411555957899	0.417512065682	0.0669013632567	0.015834907869	0.00955597633013	0.00991000107103	0.00952913138697	0.0170810754762	0.0148403099063	0.0048576440218	0.00111742771908	0.00780163742476	0.00426055780938	0.00183442813969	0.000851212620601	0.000112550208545	0.0064437904472
r	0.225331401166	0.483303564827	0.165303850452	0.0337034898163	0.0141209637107	0.00664208932834	0.013209165293	0.0112666018417	0.0098218712657	0.00360997235117	0.00209861689109	0.00444550912012	0.00351930950413	0.00213941659436	0.00191523653573	0.000189594287116	0.0193793956127
i	0.113126476495	0.455627669876	0.286912198551	0.0451144041054	0.0173021380636	0.00580777815078	0.0156183034993	0.00966129505903	0.00834551205057	0.00341190585172	0.00290098854142	0.00412386239637	0.00334152172844	0.00236500280292	0.00229957865385	0.000248081217405	0.0237932978972
d	0.0469373935117	0.436872149159	0.36369571685	0.0612813225351	0.0241875525812	0.00434890028759	0.011831588548	0.00574455344481	0.00591328579886	0.00214283561191	0.00294842410879	0.00463827823339	0.00329783958655	0.00283548587777	0.00195036880323	0.000476206602125	0.0208981600076
e	0.0219499500266	0.332285885786	0.455971887617	0.0840530935784	0.0302752096071	0.00507993954053	0.013020003664	0.0055144343016	0.00729056448362	0.00256063028064	0.0033403067158	0.00650653492313	0.00576679276672	0.00353043240312	0.00215389007868	0.000639400829256	0.0200611099218
c	0.0116413945002	0.232094937462	0.539590819206	0.0990515262595	0.0331960404677	0.00634038337351	0.012354984916	0.00546478308053	0.00770357181187	0.00273842356588	0.0030655852586	0.00764765272011	0.00684499634011	0.00450190044091	0.00176563175516	0.00109190792778	0.0249054676561
i	0.00793241552873	0.174738749554	0.582356151069	0.12012645402	0.0338074325412	0.00577595929784	0.0127365251373	0.00488649865618	0.00683987670396	0.00193599272096	0.0033297589846	0.00631619240457	0.00482430987804	0.00457801414404	0.00133705199732	0.00182986489769	0.0266487985261
d	0.00543284402104	0.127551934018	0.57777789169	0.15662314694	0.0478255211804	0.00692441834795	0.0148014311378	0.00537265294806	0.00739595247465	0.00190004262165	0.0038142084606	0.00712851582046	0.00459345274201	0.00477531247041	0.00119516821937	0.00193229657502	0.0249552863008
è	0.00778538540515	0.094589897906	0.504611371897	0.24155256658	0.0584327238641	0.00857366466532	0.0131988340259	0.00528108332935	0.00656517949155	0.00509575636988	0.0037395313662	0.0106260498332	0.00545887234867	0.0046099933608	0.00368803499799	0.00138515796109	0.0248059622203
s	0.0105931208748	0.084105180702	0.445629825299	0.291536324193	0.0520550205587	0.00883174646444	0.0107716089686	0.00715768986312	0.00759838980385	0.00734546406129	0.00630692643407	0.0117657214064	0.00826166680289	0.00507941487493	0.0049257657262	0.00171717089296	0.0363190293068
s	0.0094308761047	0.068999927634	0.4185693591	0.225823529731	0.0512097439196	0.0296447893388	0.0191871100229	0.021324498241	0.015383639208	0.0151801530938	0.019082917194	0.0151645350241	0.017325765161	0.0162949535183	0.0074036973234	0.00354328147539	0.0464312856263
a	0.0049470795119	0.0454894497347	0.324111377767	0.326847180244	0.0806811279999	0.0388512642903	0.0250001107843	0.0234174494043	0.014210540876	0.0161921665746	0.020948727222	0.013499609028	0.0156455139977	0.0171140556668	0.00722497053348	0.00309267181614	0.0227266859469
m	0.00451439834827	0.0200177812382	0.228367384656	0.441056982081	0.152284927833	0.0284759802301	0.0259262636114	0.0154052672588	0.013367947352	0.00718403586153	0.0101721664687	0.012521316296	0.0101084502366	0.00938486873227	0.00343645821017	0.00176373306572	0.0160119775879
