 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.728246137	0.2397144781	0.0139709845	0.0026300014653	0.0040309814425	0.0006151984308	0.000301771232877	0.00025052254884	0.0102400281852
k	0.523545402	0.292702798167	0.124595296267	0.0173622087738	0.013374323932	0.0086184110092	0.000883729312344	0.00249213396497	0.0164257367267
à	0.2694531842	0.444783162189	0.209343914109	0.0229069035979	0.0188054975841	0.0113870611191	0.00149061329135	0.00346051893402	0.0183691351439
j	0.218559606467	0.56876296473	0.163254300123	0.0096624660953	0.0161645839988	0.00409790193743	0.00115147079686	0.00193867390141	0.0164080880042
o	0.256067013689	0.49547717891	0.194729109908	0.0196448017551	0.0146673632196	0.00200470952621	0.000878863213867	0.00127781942018	0.0152531615192
t	0.183769549072	0.347482742303	0.396056058236	0.0324902955804	0.0151605678665	0.00552418142834	0.00297043418169	0.00207424344413	0.0144718987794
r	0.109251104133	0.244662374768	0.507639809679	0.0662165778335	0.0249766922488	0.0102174990161	0.0062191062759	0.00384397272871	0.0269728656719
a	0.0745142473163	0.242553928523	0.50036316416	0.111629643344	0.0260850668363	0.00962067384443	0.00605978688063	0.00328918069421	0.0258843705883
ù	0.033703505805	0.181671076894	0.615386569387	0.107617131448	0.0326293632254	0.0078229487013	0.00440418588268	0.00289360600745	0.0138716820017
d	0.0176404319225	0.083932797218	0.676934378462	0.110988363016	0.0608564299711	0.00885680497653	0.00445397660136	0.00700322055122	0.0293336387431
i	0.0110836345434	0.0378646984727	0.477944016421	0.328895692139	0.0740364512864	0.0203427840608	0.00659025412059	0.00892544173049	0.034317079101
a	0.0051096723003	0.0177548993025	0.21401886034	0.57887051138	0.121777980895	0.0301894342883	0.00856974938266	0.00602496751666	0.017683950933
a	0.00234764929163	0.00729357015257	0.0873221148667	0.588852221127	0.235086961765	0.0444012403354	0.0132686740612	0.00525397313047	0.0161735504023
s	0.00251175024124	0.0042822154979	0.0616162093089	0.435736941776	0.353337603255	0.0569864783231	0.0247772834317	0.019309971642	0.0414415263748
ò	0.00238864820038	0.00323659168965	0.0509064718203	0.265675956232	0.523426689752	0.0482458433077	0.0347734372972	0.0245993910247	0.0467470345649
z	0.00312983603912	0.00416593485926	0.0317645097654	0.181780026351	0.627244035917	0.0577448098359	0.0284165906524	0.0192628298922	0.0464914206576
i	0.00392228499058	0.00413039694638	0.0230972356351	0.155504442417	0.470636261972	0.226239598612	0.0497479211975	0.0186020796107	0.0481197191839
g	0.00773055515561	0.00288478022562	0.0185737345684	0.137518013239	0.351544404657	0.326381637937	0.0659742743325	0.0340211750902	0.05537139751
r	0.0090808250669	0.00439054956536	0.0242542535075	0.101600280606	0.335387666219	0.257484305646	0.0556424915775	0.0675458373634	0.14461377616
à	0.00413982741099	0.00434201976339	0.0167897048352	0.0708168070313	0.274824798073	0.303860973815	0.0955866699925	0.0814991684011	0.148139971682
t	0.00420401411032	0.00453412213365	0.0101037974503	0.0428736330138	0.259132013091	0.395119736538	0.112578551664	0.080951715547	0.0905023287273
s	0.00578982526188	0.00884807742407	0.012888565056	0.0242269213053	0.242089906964	0.337936227446	0.0890111396213	0.114886235516	0.164323027476
i	0.00561641942349	0.00876245910417	0.0109687841204	0.0163392695391	0.161418169672	0.232030283282	0.214565522207	0.132610481172	0.217688556425
i	0.00383273517134	0.0043312891881	0.00533050205719	0.0093788152737	0.0798381186747	0.207770218894	0.398810810069	0.127154684391	0.163552869875
n	0.00186949910458	0.00237435846313	0.00431065075486	0.0053562843349	0.0479129398142	0.190023420365	0.450240232023	0.179610109464	0.1183026117
ì	0.00105472733389	0.00138486819957	0.00368380207254	0.00387563320083	0.0333774145121	0.158304140455	0.409381022008	0.304628149488	0.0843103120747
t	0.00113265375705	0.00146843847441	0.00329275607974	0.00284620872373	0.027878137954	0.119393229178	0.321984094003	0.457222605496	0.0647818553916
t	0.00155530147059	0.00274894409321	0.00500027907359	0.0018703984581	0.0223236427033	0.075027224726	0.205300547134	0.544444802499	0.141728851144
a	0.00142420903766	0.00266832723671	0.00473325265903	0.00131451842222	0.0151657350032	0.0367732229153	0.154404467045	0.462339466833	0.321176851061
</S>	0.00135582788078	0.00150542906115	0.00265117624347	0.00112152287199	0.0087707953248	0.0215160386076	0.171131762822	0.362372521417	0.429574967531
