 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.640748145	0.3023700616	0.00154795913135	0.001452524165	0.002887772475	0.00148165521	0.0070774773	0.00420236031885	0.03823201085
ò	0.861626405	0.114875500933	0.00382556236468	0.000824462351667	0.001064902255	0.00053381523	0.00246918126667	0.00140334162676	0.01337674795
z	0.931806985	0.053025112311	0.00719570645489	0.00105932773722	0.000463872138333	0.000254524316667	0.000869861300557	0.000472503871167	0.00485199902483
i	0.658503887	0.252321123437	0.0767699171516	0.00888410507907	0.000870150352778	0.000363757225556	0.000359154258519	0.000162014597099	0.00176578392311
m	0.510497204333	0.377839684479	0.0976784946505	0.011684515893	0.000974567617593	0.000358940536185	0.00016252110384	5.4117531999e-05	0.000749883722037
i	0.442565949111	0.30853059816	0.215037990484	0.0279069841643	0.00212778677253	0.000954705939728	0.000241695085613	1.89721858557e-05	0.00261532481501
n	0.285906290704	0.228904515387	0.418957643495	0.0570295927214	0.00386655012418	0.00149442897991	0.000504483008538	1.65862318852e-05	0.00331994375167
o	0.235850584568	0.154068371129	0.502570874498	0.0957718342405	0.00728833324139	0.00252537505997	0.000589985156179	1.70023009617e-05	0.00131765767056
m	0.313518875856	0.21320086371	0.365804688833	0.0936414494135	0.00941542328046	0.00273600916999	0.000910355105393	8.6678651539e-06	0.00076369316352
i	0.336406822519	0.185679847903	0.308498880278	0.137477884471	0.0172630346268	0.00489090244	0.00163889513513	1.8258870218e-05	0.00812551125451
l	0.133275908073	0.0886677807343	0.474486816759	0.242857184824	0.0303593798756	0.0101964113133	0.00603062954504	0.000352791688739	0.0137731124182
ì	0.065279667796	0.0329235993448	0.392718322253	0.349659894941	0.127187676625	0.0148587047711	0.00862652268168	0.00051475022958	0.0082308452394
s	0.0221862977703	0.0141637939149	0.461775454084	0.328962281647	0.152636828542	0.0120237858237	0.00486803029389	0.00039134000986	0.00299216188113
i	0.0080164008901	0.0083700224383	0.504189318028	0.343667377216	0.111564562514	0.0182059341746	0.0039578263313	0.000483833519953	0.00154470239504
a	0.00288075446587	0.00613550896943	0.273982322676	0.401189149072	0.171350554171	0.104715376392	0.0243195794438	0.0120475958567	0.00337914933168
t	0.167731837424	0.00213592465648	0.222927987559	0.252603936357	0.15815964139	0.132304208797	0.0384836331479	0.0176301479522	0.00802268824389
ù	0.222710894655	0.000751319655493	0.23158909252	0.236178392119	0.14863427713	0.103777576266	0.0353935560493	0.0128821703174	0.0080827285813
t	0.074503614265	0.000483416011831	0.284570474173	0.32003285404	0.176570599043	0.093544745422	0.0271610302164	0.0192660927725	0.00386717989377
t	0.0425122896217	0.00437768020394	0.253226581391	0.321251518013	0.192277613014	0.0907945151407	0.0339184676055	0.0198299182575	0.0418113964979
o	0.0316158803511	0.00547119707065	0.10082229933	0.232534426004	0.232599201005	0.207921121714	0.0909610592018	0.0257208357525	0.0723539518326
p	0.0112479104942	0.00184394500155	0.0657183606433	0.135583933335	0.227366643668	0.316148660571	0.115222569734	0.0742823065842	0.0525856432775
r	0.0345019977314	0.00106062660918	0.0541480462144	0.120605275778	0.246991357889	0.30146857019	0.127231193245	0.0781905231947	0.0358023867592
à	0.0416770172705	0.000806551109727	0.0205472076881	0.082548940926	0.283796675963	0.19381113873	0.157237581082	0.134808148732	0.0847667269197
m	0.0140406373885	0.000305816341576	0.0143939665127	0.0323244201087	0.198098699988	0.196677178243	0.144395940361	0.293625889577	0.10613743664
m	0.00469704406853	0.000169412405525	0.0127945510376	0.0382538141696	0.170082571329	0.232725262748	0.0995822484537	0.329783093192	0.11191198988
a	0.00156663145364	0.000111806961842	0.0049516747192	0.0382450389232	0.160494193776	0.160814337583	0.0956703778179	0.323435571064	0.214710353293
m	0.000522977107167	6.7784312614e-05	0.0017424642464	0.0270809938411	0.244698191259	0.117684715861	0.099180316606	0.241983179355	0.267039354431
e	0.000174643858537	5.33826930713e-05	0.000627171499467	0.023585546847	0.303219781753	0.118396091954	0.146143889535	0.146638428785	0.261161011477
t	0.000634588583141	6.44390478904e-05	0.00675707675049	0.0169123161823	0.186979091918	0.163350290651	0.212315316512	0.217976542928	0.195010283826
i	0.000788068975067	6.80439560968e-05	0.0088528769035	0.0145154461941	0.118097622973	0.16051157355	0.208882102171	0.358033687643	0.130250547942
n	0.000308624062376	2.47109859656e-05	0.00356151902117	0.00557609393137	0.0514924764243	0.0891186745167	0.144450125557	0.612817495881	0.092650314214
A	0.000149913086692	1.10327536885e-05	0.00174526444206	0.00240402884379	0.0349235219081	0.0382469201722	0.080516330019	0.776129645294	0.0658734013047
n	5.19968986307e-05	0.000366613295796	0.00069718914902	0.0018703054146	0.0361392849694	0.0204415083907	0.056063202673	0.828319048431	0.0560508716016
n	0.00083192412671	0.00109423453193	0.00131149468301	0.0023889419382	0.0236240263231	0.0125143802636	0.0367903355577	0.877463349477	0.0439813020339
a	0.00109253387834	0.00097660986981	0.00141467146234	0.00169399965773	0.0120711848744	0.00654259036453	0.0330322175192	0.781226983159	0.161949166011
</S>	0.00054831209332	0.000490203323655	0.00071148208317	0.000860444646365	0.0064784660872	0.00365070889727	0.0235751792596	0.69910484158	0.264580313006
