 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.85222405	0.127702045	0.000168907205	0.0034382208	0.00265207005	0.00010230201	0.00066899705435	0.01304345914
ì	0.629710326667	0.306564745	0.0348497514283	0.0130683049333	0.00884075391667	0.00124759543667	0.00024134636635	0.00547721224
n	0.606979585556	0.311247975067	0.0528587281428	0.0146279124998	0.00966409904022	0.00163310369222	9.675811235e-05	0.00289186528333
i	0.535981455852	0.348568708422	0.0968744983809	0.0115625653553	0.00418723931474	0.000675805577407	4.606157335e-05	0.00210368979778
e	0.227660555951	0.406058272807	0.123203928794	0.0892961244518	0.0597204160049	0.0210042313258	0.0203299090488	0.0527265661993
n	0.27083374865	0.192096244269	0.101424485598	0.135531916151	0.120259108668	0.0369858077753	0.0329599450163	0.109908762066
è	0.243564677417	0.0954079237563	0.359671045199	0.0916225510503	0.0876849878893	0.0254236295918	0.0173429999054	0.0792821702553
r	0.0881252986723	0.170126310252	0.5844175484	0.0549392910168	0.0411154416298	0.0272323285306	0.00636176115847	0.0276819848918
k	0.352158411224	0.178362259751	0.3882228378	0.0237105052723	0.0214250277099	0.0241420719102	0.00223458994182	0.0097443228706
o	0.433475660819	0.067598904917	0.1710521076	0.284066103691	0.0266113437366	0.0099545959034	0.000954016296273	0.00628729142353
t	0.167127987351	0.0275846123057	0.3713758092	0.372155818897	0.0342408072455	0.0179883815011	0.000898023948758	0.00862855727451
t	0.18188295245	0.0233321507686	0.4242152774	0.133797177299	0.0343660420818	0.0229376765004	0.00162217934959	0.177846551425
e	0.164190105947	0.0223859611229	0.197717193467	0.220307882433	0.0640383690273	0.0245324965001	0.0149079190165	0.291920047142
e	0.054748552577	0.00813945658097	0.109479440289	0.399243614144	0.0864164780091	0.0283464998334	0.113638307672	0.199987652381
t	0.0395318629903	0.00275740128532	0.0629589812297	0.312188734715	0.102435754336	0.0740680426111	0.194357129224	0.211702124127
u	0.0345112882301	0.00106772711344	0.0475224400766	0.218970574905	0.214554944779	0.165393464204	0.137411106408	0.180568462709
s	0.0353835266434	0.00050163582748	0.0859145476922	0.172677274302	0.23191812826	0.265671708068	0.122274605469	0.0856585665697
m	0.0537170735478	0.00236937899883	0.131688422564	0.114614350767	0.15587352942	0.230305694023	0.107260401923	0.204171156523
è	0.0369400361493	0.00311530526628	0.0818345253547	0.251050793589	0.115369275807	0.106529731008	0.0838104840743	0.321349852174
n	0.0440058023498	0.00158543132209	0.149238009618	0.25878984953	0.083842476269	0.171977088669	0.0828473680248	0.207713916391
o	0.0454358374076	0.000961813779363	0.169744727139	0.142421944843	0.110945730423	0.268762056223	0.107747912675	0.153979904464
m	0.0151915517085	0.000345777261788	0.058116445113	0.199320691614	0.103771910141	0.193933342074	0.136323699558	0.292996534821
e	0.00509980868203	0.000129309586929	0.0204700170177	0.206075363871	0.0828875967137	0.109675040691	0.193222701853	0.382440121607
t	0.0128761500582	5.65709803097e-05	0.0466918988526	0.101218125157	0.0840191989046	0.206379673564	0.264147297284	0.284611070536
r	0.0855780950194	0.000259786908437	0.0611754076175	0.0372722918523	0.131071046302	0.360623227855	0.178650959095	0.145369204512
ò	0.10129674934	0.000470397202812	0.0264037905558	0.0280569235508	0.125543193767	0.284913220285	0.193818596365	0.239497152504
m	0.0364336040563	0.000320897034604	0.0093833266686	0.0327932398503	0.075445629589	0.115378371095	0.409261038788	0.320983934168
e	0.0121560978881	0.000120425405868	0.0035799754162	0.0217054776168	0.053280150863	0.056156362365	0.455411412929	0.397590128056
</S>	0.00608420383355	6.6630493934e-05	0.0018928427981	0.0131698573084	0.0284672769315	0.0419300191825	0.375479106465	0.532910064028
