 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.674281885	0.21878578965	0.005755520968	0.02105027545	0.001461968898	0.031762165975	0.00113393710713	0.00061381685	0.00216667805	2.5070105e-05	0.0429628395
m	0.396578748333	0.493312403217	0.00600295419933	0.0240149378167	0.001770521266	0.0321870131583	0.00114184985004	0.000588591252	0.00197254775133	1.855293779e-05	0.04241183704
à	0.192417218111	0.626410881072	0.121462163943	0.0263783212722	0.00534548038867	0.0115399092728	0.000676778731013	0.000242675189333	0.000716652441777	6.64033642e-06	0.0148032918533
n	0.13237093137	0.603320630357	0.208447297981	0.0373102287574	0.00783188622956	0.00410986061593	0.000645370270338	0.000124976533111	0.000295514445259	2.92787877333e-06	0.00554037442273
a	0.10653602359	0.559287746786	0.260977225994	0.0576353519191	0.0107375075099	0.00192567717698	0.000798447716779	6.51811277037e-05	0.000116602959753	1.58657530778e-06	0.00191865422921
m	0.179897067663	0.474077678929	0.234967447331	0.0940766973064	0.0126505981033	0.00272977142566	0.000760599308926	4.58427943012e-05	6.14682855843e-05	7.79373152593e-07	0.000732101588403
u	0.203901132354	0.315374401643	0.298700087777	0.152687715769	0.0196553109678	0.00510141634189	0.000626646972975	6.23322665004e-05	8.90780241948e-05	6.06516784198e-07	0.0038013261248
c	0.119491583918	0.136986052548	0.318846961092	0.223273555256	0.0229091521559	0.171248622114	0.00110881335766	0.000171840188833	0.000890361074732	1.9769555614e-06	0.00507109790827
e	0.091245188806	0.060886013516	0.317728752197	0.256942988419	0.0272503898853	0.228895935705	0.00164489981922	0.000403211842944	0.00130583504158	3.4981477538e-06	0.0136932535028
o	0.031258218702	0.023526084862	0.474838484066	0.256654009473	0.0537440202951	0.125527753568	0.00544433457307	0.00460318726098	0.00594291049719	7.77113443179e-05	0.0183832278343
c	0.0135893815007	0.00818065227733	0.322935345689	0.284195326491	0.052541169765	0.280860697856	0.00993089885769	0.00619263482033	0.0089970196324	0.000114820592773	0.0124619992781
i	0.00729673766023	0.00302254866244	0.16767891623	0.40117821883	0.070704161255	0.310098573952	0.0152861962859	0.00452109457344	0.00584338117747	6.7259883591e-05	0.014302881426
ù	0.00251883109908	0.00112082184881	0.12808021541	0.47486686961	0.0875812237517	0.198533402651	0.082574569762	0.00834789742448	0.00407873895916	0.00092149740253	0.011375930142
r	0.0158869654187	0.00476311064094	0.179045721803	0.43201271987	0.0838585479172	0.14688166455	0.114515211587	0.0131541478082	0.00346895381972	0.00155714933418	0.00485582634733
i	0.0204265129062	0.00598199405465	0.181989842701	0.304081406623	0.313178725972	0.0793221401833	0.0673030761957	0.0162205022694	0.00786620803991	0.00101457929806	0.00261504068244
m	0.00925803596873	0.00204412983588	0.0665980253337	0.276590295541	0.374900600657	0.189564361728	0.0409598813986	0.0131807172898	0.0110277600133	0.000531497722687	0.0153447021608
u	0.00545900367624	0.00072451048386	0.0281372034446	0.268000283514	0.205398835552	0.332121357243	0.0398229944662	0.0397114216299	0.0248359980044	0.000341706564229	0.0554466740536
e	0.00184253546441	0.000242844259687	0.0109069446815	0.133385441505	0.141559686184	0.340017822414	0.0476711041554	0.145616383877	0.113379106001	0.00267344780808	0.0627046713512
p	0.00379210294047	0.000206397603062	0.00807935809383	0.058694014835	0.0658909303947	0.222175611805	0.309434488718	0.156073266292	0.132808027334	0.010307141936	0.0325386411171
ì	0.00450379225682	0.000194289905587	0.00679252465461	0.0371866812783	0.0478943024649	0.220853078268	0.439844669573	0.138254187097	0.072726207778	0.014009039312	0.017741196039
t	0.0112753513623	0.0114688833598	0.0063845275082	0.0787485377594	0.120931289155	0.254501606089	0.227400999858	0.186541145699	0.0468631274927	0.0465638107707	0.00932071717967
t	0.0629383211208	0.0160917314533	0.00685473173607	0.0848684150198	0.163240823052	0.150597933363	0.117210261953	0.1762959919	0.118887617398	0.0650553249236	0.0379588572266
a	0.0704655989769	0.00622913854477	0.00294963981602	0.0305990571399	0.097542436784	0.0894858437877	0.0674273733177	0.254982190633	0.230015699133	0.0360590139745	0.114244030409
n	0.0244292624623	0.00439638490859	0.00505799127601	0.01717341808	0.0485063813613	0.0486366435959	0.0544970151059	0.390422156878	0.197331579711	0.102435108992	0.10711409767
