 	il	dito	si	gonfiò	</S>
o	0.70355954	0.2363374583	0.016731542415	0.01206683919	0.0313046235
d	0.380230745	0.530503492767	0.036544797805	0.0222919850633	0.0304289321
à	0.135006527367	0.803685987589	0.0324618141017	0.0177804477594	0.0110652009
t	0.375580316489	0.60164911753	0.0128657634339	0.00597640645647	0.00392842395515
t	0.64274255883	0.24931528751	0.0129457337113	0.00299937895049	0.0919970703735
i	0.402863728343	0.430274312503	0.0256589419038	0.00281736831683	0.138385623458
l	0.161082504848	0.558414090834	0.194307414635	0.0153236517723	0.0708722938193
o	0.0825094782827	0.394239203611	0.414764204878	0.0318244799241	0.0766625906064
è	0.0307276072342	0.487380954537	0.353825206293	0.048838874308	0.0792273168688
p	0.103911686885	0.453867044846	0.359879740098	0.0458711621027	0.0364703359563
r	0.233743555628	0.221238330282	0.447347570033	0.0653244047009	0.0323460909854
i	0.183669773209	0.123420369094	0.290345611678	0.116339461567	0.286224735662
m	0.0634138101697	0.0508140315647	0.295081225559	0.155633150522	0.435057771887
m	0.0230484126122	0.0189142476216	0.278922884986	0.126030996841	0.553083453962
è	0.0077261581364	0.0080031131072	0.0951337545953	0.060214420947	0.828922541321
n	0.211757598522	0.0344883027024	0.0852910279984	0.0589482923157	0.609514773107
o	0.279742094091	0.0423094088508	0.0861055029995	0.113016487439	0.478826507036
</S>	0.13988981392	0.0213447663504	0.0508824369997	0.156031198719	0.631851803518
