 	non	li	aspettiamo	più	</S>
e	0.64488061	0.278541317	0.00083257707	0.00020311416	0.07554234437
t	0.388465694667	0.504565705667	0.03481152359	0.00958630568667	0.0625707077033
u	0.160523204556	0.710424268556	0.0578676878633	0.0128461071089	0.0583387068011
s	0.065620084052	0.689726049519	0.185179435954	0.0335587902496	0.025915644167
m	0.025897766884	0.647118953173	0.246676078651	0.0404400443032	0.0398671357223
è	0.0361066549613	0.512832357724	0.132948642884	0.0948428756544	0.223269455241
n	0.0438785526538	0.304752539241	0.195437884295	0.194806975218	0.261124013547
u	0.0253517685513	0.21608315108	0.383523901432	0.243540171739	0.131500972982
m	0.0135876535171	0.220458451693	0.389763883811	0.212055833913	0.164134170994
e	0.00727233138903	0.217764912864	0.23867449127	0.239935954638	0.296352283665
p	0.00273181753734	0.0737439675213	0.14616747709	0.502757228213	0.274599489888
l	0.00113824628678	0.0277599207738	0.343369525697	0.496636146071	0.131096155296
è	0.0271208183456	0.0115710531913	0.376773212032	0.495821862024	0.0887130790987
o	0.0356704733152	0.00394840083077	0.126652473177	0.724311130675	0.1094175437
</S>	0.0179848444576	0.00198202166588	0.0640660851385	0.767228715337	0.14873831185
