 	forse	non	li	ha	a	casa	</S>
f	0.8200957	0.1411987765	0.012936033	0.000147644165	0.0003161621	0.000136286951	0.02516938847
ò	0.881079453333	0.0983390965	0.00920381683333	0.000872344475	0.000277537556667	5.18504203333e-05	0.01017599827
r	0.637651754444	0.1342031555	0.108440814111	0.055393442425	0.0586042419189	0.000776811226111	0.00492986396
s	0.288990875481	0.362747901833	0.174694136037	0.082726893475	0.081532794973	0.00124202663204	0.00806536439
i	0.108693855827	0.596014200611	0.208240730012	0.0461754481583	0.0310692887743	0.000641038071647	0.00916541842
e	0.037402693609	0.496128173537	0.300290013337	0.142923010386	0.0170859617081	0.000325416278182	0.00584473276333
t	0.121794626203	0.294212117846	0.352357754446	0.180871876795	0.0351067999027	0.00106754897606	0.0145892985878
u	0.149886744468	0.206873779282	0.393519138149	0.181762438932	0.0509067239676	0.00125533073869	0.0157958851626
s	0.051006587506	0.136299576827	0.29659704605	0.306232476311	0.151960755323	0.0360452690596	0.0218583293542
è	0.017149257782	0.049530353009	0.14331806035	0.477437395437	0.236651821774	0.0493184679199	0.0265946654514
c	0.00574121538067	0.029947978003	0.212940841783	0.489991095146	0.226004843925	0.0219462882066	0.0134277263838
h	0.00210195306356	0.0242714776677	0.249348057261	0.504249958382	0.188186807975	0.0143531474022	0.0174885700279
i	0.000890935252853	0.0130534264559	0.138369504087	0.599135706127	0.196676505992	0.0112373468007	0.0406365710093
è	0.000313853607618	0.00484346400863	0.0729144733623	0.486327512042	0.247670028664	0.140207619267	0.0477230423364
s	0.000139584257539	0.00185381455288	0.0305030887874	0.383183990681	0.219153989555	0.337261073089	0.0279044626121
s	0.00082273536918	0.00105757184429	0.0166296209291	0.310020406894	0.309972609852	0.278247876696	0.0832491793707
u	0.00103201793573	0.000693803640763	0.0107108131164	0.179485305631	0.321474239951	0.126736371232	0.359867436457
</S>	0.000538620186865	0.000357696259381	0.0054478047682	0.108394807815	0.215825724976	0.101493375616	0.567941968228
