 	vuole	vuole	mangiato	caldo	</S>
t	0.618100735	0.0419381955	0.2256113747	0.0530872017	0.0612624545
è	0.565274658333	0.0934104985	0.2258796351	0.0522295780167	0.0632056221667
l	0.687082052778	0.1894669995	0.0784695152333	0.0176311681272	0.0273502939832
i	0.460626174259	0.493426733167	0.0305624958778	0.00598075486407	0.00940386918873
t	0.201234448086	0.721764527722	0.0694748660926	0.00378498477136	0.00374118868624
è	0.108745859595	0.775907225907	0.0976742906975	0.00538960125712	0.0122830585854
l	0.040116545765	0.869221985302	0.0715953022325	0.00424480598571	0.0148213965531
i	0.018180153455	0.732657738434	0.206928934078	0.0137946092286	0.0284385558757
f	0.0291227103517	0.622957262811	0.297587694693	0.0171308162329	0.0332014790919
a	0.0317094435839	0.461242427604	0.455635908231	0.025712448901	0.0256997334973
m	0.0135793296613	0.171917679201	0.728981156077	0.0495571123003	0.0359646921658
è	0.00740628395377	0.0669357244003	0.555679088692	0.0911730641001	0.278805845055
n	0.0902289803846	0.157848586133	0.317703409564	0.0864491665334	0.347769865452
o	0.117430351462	0.187316189144	0.278097833188	0.201080720678	0.216074878917
t	0.0809720118207	0.151305543481	0.311050917729	0.278686826893	0.177984684639
r	0.103070610607	0.141809262827	0.38412727591	0.269826615631	0.101166228213
e	0.0686769649645	0.0502516696483	0.255085077737	0.316969241877	0.309017044404
m	0.0262245747503	0.0179675244554	0.092221578679	0.380144373959	0.483441984801
m	0.0120706219848	0.0072116870118	0.0387137664263	0.336264357986	0.605739578267
ò	0.00406609162968	0.002415574421	0.0148257063088	0.167633212662	0.811059392756
</S>	0.00209661916484	0.0012113683461	0.0076516946044	0.126451361331	0.862588946378
