 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.5282586625	0.075982393	0.37791994094	8.91306179e-05	3.02428e-05	0.00011383949	0.0176058255
à	0.199955598967	0.0755756499	0.709662660313	0.000158057612633	2.94693965667e-05	5.43321689667e-05	0.01456427158
b	0.269920256122	0.129223025533	0.595226915104	0.000343221610878	0.000229157243756	0.000150244118622	0.00490721635233
b	0.358032155374	0.409868848511	0.228700479035	0.00107855625696	0.000297917072419	0.000182251269774	0.00183984601644
i	0.184532319605	0.621812049504	0.175743048678	0.0136665241523	0.000188035711973	6.25627314913e-05	0.00399550482548
t	0.156779404348	0.666555566501	0.154798478373	0.0171746156708	0.000152257053991	2.40924354971e-05	0.00451558799966
o	0.148197391783	0.780099068834	0.0620360509377	0.0071553498436	8.0401537997e-05	1.0121765499e-05	0.00242162839105
u	0.0505131858277	0.604820009611	0.0745853129792	0.220355868615	0.0101149626693	0.00175436621183	0.0378563384637
k	0.0318711818426	0.524060593204	0.0702461066597	0.295857988872	0.0153666990231	0.0120041609373	0.0505932972546
o	0.0319675596142	0.772414714401	0.0283616445532	0.110520892624	0.0098191538077	0.0139877458958	0.0329283335182
r	0.0252733392047	0.678345738134	0.0129010739511	0.083687891208	0.0532005579359	0.0810333212153	0.0655581411727
a	0.0376355870682	0.574089979378	0.025416066417	0.0832661170693	0.0818032236453	0.104905890072	0.0928831637242
s	0.0400513063561	0.441100429793	0.0294779323257	0.0595136623564	0.122929635548	0.185717309691	0.121209737908
ì	0.0197306507554	0.170638468264	0.0105086991286	0.329214620785	0.153714301849	0.215212746897	0.100980562103
u	0.00660342162027	0.058084790216	0.0042219102262	0.480490606928	0.288128860616	0.123970909299	0.0384995721677
t	0.00975369527189	0.0219310652	0.00179673046207	0.242588880976	0.432025236872	0.270922509766	0.0209819300559
è	0.0108062543636	0.00996628073333	0.00109033025736	0.131856972325	0.507681215624	0.322858536589	0.015740433352
l	0.00548218606087	0.00427360357778	0.000696649546587	0.0911105005283	0.621966708541	0.264007812196	0.0124625461173
i	0.00381951117362	0.00245223782593	0.000590697742996	0.0335682315961	0.56642284618	0.328534570732	0.0646119343724
à	0.00138917493954	0.000984230782043	0.000556020648132	0.0173816618654	0.391926685393	0.503703390244	0.0840588694575
s	0.000465518653847	0.000333850418081	0.000206856897844	0.00972474368847	0.285116765131	0.670093296748	0.0340590081525
p	0.109972612497	0.01291886509	0.00354820908061	0.0102888376295	0.18617808021	0.658340132249	0.0187532793842
r	0.470107104166	0.0238863923633	0.00464762357454	0.00961653629517	0.0650713865367	0.413258135416	0.0134128141281
o	0.480344690684	0.014741098421	0.00157054745051	0.00437874815039	0.0224426978456	0.163527303139	0.312994912709
</S>	0.240185629285	0.0073720396604	0.000808812792255	0.0039413370252	0.0120674104728	0.117777551569	0.617847206354
