 	il	ladro	è	entrato	da	qui	</S>
o	0.925477235	0.022109445	0.001931512618	0.028385500475	0.00296549479	0.000785260635	0.018345655
l	0.6016714099	0.0314142416667	0.005316819706	0.0891072514917	0.250122170397	0.00573479866833	0.0166333963333
à	0.202519059067	0.295490397222	0.0517473752353	0.100362526164	0.330809627366	0.00732180927944	0.0117492680944
d	0.323027477222	0.448794705741	0.0641603152118	0.0454319977213	0.111906308555	0.00245704934168	0.00422218401957
r	0.630212775741	0.285570835247	0.0235335343039	0.0195284659071	0.038822456165	0.00083109275076	0.00150084996462
o	0.47788586286	0.211138291749	0.200568690535	0.0824518686357	0.0200349065017	0.000332923528587	0.00758748560821
i	0.159335662878	0.13103754725	0.436800213512	0.209007106212	0.0433757888339	0.00773564400953	0.0127080728694
m	0.0534598694377	0.05326971775	0.327380703837	0.360676435404	0.183259932945	0.0111407314032	0.0108126452898
b	0.0183109342459	0.0219326213167	0.414452863946	0.310105300468	0.206941414982	0.00678799410107	0.0214688744299
ì	0.00679134254863	0.00801639412557	0.445477655482	0.112939616823	0.094320890994	0.00853141826702	0.32392265381
k	0.00562618371621	0.00551801899519	0.429196572661	0.054698578941	0.0673264976647	0.0222321994223	0.41540195427
e	0.00484314339207	0.00461770066506	0.43010078922	0.141120781647	0.218954291222	0.0363272544741	0.16403607309
a	0.00175063580859	0.00174426496269	0.155187341273	0.162588580549	0.286881315074	0.313385382825	0.0784624853633
p	0.00062209733943	0.00068881459523	0.0550471687577	0.0712512385163	0.148248837025	0.692824080942	0.0313177666878
ò	0.00027555797181	0.00033360493611	0.0209328199039	0.0343300044721	0.106936709675	0.814601613647	0.0225897247959
t	0.00466790530394	0.000402358549737	0.0074218128193	0.024695698124	0.120512176558	0.823212357882	0.019087741932
t	0.012077729768	0.00151684941658	0.00459090583977	0.026994842708	0.0960856175193	0.792509719294	0.066224387644
u	0.010024984488	0.00159794958434	0.00321438904819	0.0149709508027	0.0441444948398	0.599353253098	0.326693999215
</S>	0.005047639092	0.000799252660395	0.00160899932649	0.00750082525135	0.0242186279199	0.428508996549	0.532315664608
