 	vuole	andare	a	Lecce	</S>
i	0.8996514	0.04274344785	0.0154147550985	0.0220720991475	0.0201183105
t	0.579124465333	0.04834580795	0.0255598560328	0.327967730716	0.0190021385
è	0.406978987111	0.141885607983	0.0233354453443	0.416661053739	0.0111389120333
l	0.48259046237	0.357046325994	0.0142019664481	0.141144008613	0.00501729139943
i	0.304425046123	0.625255828665	0.0203641401494	0.0481507061377	0.00180437763481
n	0.166318830708	0.769229969555	0.0257346653831	0.0379522981126	0.000764367426937
a	0.122164763903	0.791467893185	0.048665175461	0.0372741527042	0.000428122564312
p	0.055281189301	0.774523097728	0.0660935528203	0.103737214235	0.000364991068104
à	0.0283788503203	0.482061283576	0.0448881772734	0.443077538078	0.0015941571827
i	0.00970813180977	0.164760722925	0.0362716630911	0.783652146026	0.00560730552757
L	0.0100436334196	0.065252733375	0.0477800013637	0.869897295342	0.00702630717586
u	0.0104152044532	0.0341363025917	0.248760378788	0.682589468447	0.0240986247253
p	0.00818372579773	0.0240860333306	0.387218539596	0.546829362816	0.0336822992418
p	0.0171977125992	0.0243683457769	0.509169426532	0.412395387605	0.0368690990806
ì	0.0158356722931	0.0143298609423	0.456015821931	0.480735512535	0.0330831062269
u	0.00536094363897	0.00478154603043	0.152495205064	0.821655970845	0.015706295609
n	0.0195181016609	0.00692600904314	0.075843524688	0.875125236948	0.0225870898697
a	0.0242814285136	0.00776010034771	0.0614154365627	0.673782848983	0.23276016829
</S>	0.0122082761968	0.00406351367385	0.0480862032813	0.501200509491	0.434441484145
