 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.561732305	0.3964161393	0.001305405465	0.0250260386435	0.00049397161	0.00216225945	0.002278739355	0.01058517257
à	0.352998875	0.609992169767	0.00271392558833	0.0269428120145	0.000535444123333	0.001142684468	0.000770407533667	0.00490367917
o	0.445604981667	0.523774453256	0.00379034836278	0.0198767234715	0.00109265589444	0.00237770254067	0.000441351889889	0.00304178097
c	0.503748460556	0.441606334419	0.00535790645426	0.0420628714905	0.00173564143148	0.00388010488022	0.000344975929296	0.00126370582533
e	0.432638270185	0.46314558814	0.0516022294848	0.0442585901635	0.00292696737716	0.00246294776007	0.000131045460699	0.00283436469711
r	0.269687182828	0.414418636047	0.212467656495	0.0960314030545	0.00308985335905	0.00090054331169	4.88953491663e-05	0.00335584125804
k	0.198565997043	0.353402992016	0.330586658832	0.110903119351	0.00284405265302	0.000343405578897	2.56124797221e-05	0.00332817387835
è	0.174152465281	0.425001870672	0.339011332944	0.0479889014503	0.00763760041767	0.000568295476299	2.2672961574e-05	0.00561686562612
o	0.0585243333837	0.345274145891	0.400905490981	0.0917293504834	0.0858436288059	0.0106898264254	0.000531774736191	0.00650143887537
n	0.0201372962179	0.12569521063	0.493664900327	0.233210576828	0.108248857035	0.0137447701885	0.00077818917873	0.00452018804512
t	0.065853861806	0.0511612818767	0.576282490109	0.216042655609	0.0755048547783	0.00501927106283	0.000365040568243	0.00977055443504
a	0.0805950884187	0.0252774112922	0.635146496703	0.0952409035363	0.141585939926	0.00513699497428	0.000254859924748	0.016762291145
è	0.0269462925842	0.0309559207641	0.586718255568	0.206595212845	0.131536921642	0.00532266122476	0.000425113468249	0.0114995960817
n	0.0128952534894	0.028972765288	0.639441895189	0.243511874282	0.0586781088807	0.00438568897492	0.00643475265608	0.00567964056057
a	0.0083968442298	0.0103798660627	0.57686644173	0.286047391427	0.0824778496269	0.0176539626583	0.0126873182187	0.00549031635352
f	0.0143530098099	0.00438135435423	0.496707137243	0.358298160476	0.089523956209	0.0203811395861	0.0120597894062	0.00429547795784
ù	0.0162162803966	0.00260477745141	0.416597086748	0.327673130159	0.0675382050697	0.0966114608954	0.0608457551354	0.0119133738259
r	0.0156219005922	0.00165264013714	0.297519163249	0.303552960053	0.134549205023	0.124844819965	0.107171425045	0.015087957542
n	0.274465589531	0.0141671964324	0.24208213675	0.171488242351	0.136774411341	0.0732175049883	0.0792180906817	0.00858687244733
o	0.350643010979	0.0186928610441	0.08819296725	0.0716149944503	0.0793572447803	0.230002633663	0.0791222225606	0.0823740931491
k	0.123990231462	0.00675587883137	0.0923921050833	0.0401708348168	0.22186767626	0.270401162554	0.130964460854	0.113457660383
a	0.0484552768607	0.00293767102712	0.0960314323611	0.0285986976056	0.274016212087	0.224606362185	0.232267690285	0.0930866661277
k	0.0219694353269	0.00180182377571	0.0796755214537	0.0242735052019	0.182687664029	0.206400986062	0.403616996762	0.0795740620426
à	0.0131486602956	0.00090495499857	0.0696697916012	0.0154506028006	0.123983342676	0.136361034021	0.579032665587	0.0614489006809
n	0.00944083495187	0.000462861572857	0.0260612076504	0.00766488513353	0.0535795222253	0.104828710007	0.744338201862	0.0536237383603
n	0.0542724146506	0.00787622495762	0.0132311384501	0.00483594191118	0.0312181102084	0.0964621620023	0.754631480621	0.0374725369201
i	0.0642200710022	0.0103689233392	0.0062494334067	0.00259123265373	0.0124449520161	0.136914874001	0.625006560207	0.142203994973
r	0.0223409919194	0.00356294549407	0.00345960282557	0.00134205426791	0.00686764315203	0.0968037918003	0.706169386736	0.159453644591
ù	0.00842535599647	0.00125422390902	0.00250334969552	0.00087087347597	0.00478106523068	0.0475661877334	0.829452108912	0.10514689113
s	0.00340949698882	0.00048228998134	0.00117842551884	0.00052921831199	0.00305494849023	0.0306411669111	0.873466716304	0.0872377901433
t	0.0148192040963	0.00254532312211	0.00151406077295	0.000580600270663	0.00332385806341	0.037456426637	0.837500005435	0.102260566481
i	0.0180785906068	0.00327368936737	0.00129446890465	0.000428061855221	0.00198524798114	0.0456944002123	0.667943418478	0.261302135494
k	0.0062732598436	0.00116100453012	0.00158457721522	0.00027204432674	0.00350877262038	0.0346833180708	0.696713469493	0.255803545831
u	0.00233325171443	0.000438340539707	0.00174248699174	0.00026379489558	0.00417018527346	0.0284512303569	0.734213719831	0.228386979277
</S>	0.00116798790707	0.000268448442853	0.00097066537587	0.00021785076279	0.00233605323673	0.0224342316784	0.663788384915	0.308816364638
