 	che	non	li	aspettiamo	</S>
n	0.522500962	0.155692721	0.134573457185	0.021772956524	0.16545983355
a	0.196247185667	0.354542650333	0.246379155728	0.024495160508	0.178335811183
m	0.077915377889	0.510644050111	0.319657611909	0.018382335836	0.073400640261
i	0.0366133939963	0.474458226704	0.393849537303	0.0175950349453	0.0774838299537
t	0.0182889266988	0.323304285568	0.486160959101	0.0616311413151	0.110614709985
u	0.0116099503729	0.255177005189	0.573319486367	0.0833118224384	0.0765817866617
s	0.00433287183097	0.18818595373	0.547763882122	0.192865932813	0.0668514022206
m	0.00710297251032	0.0759573645767	0.330528383374	0.222299291271	0.36411199074
ì	0.0100959129368	0.0778383895256	0.159713055125	0.0823641684237	0.669988430247
n	0.313039677746	0.0857878998419	0.0997507797083	0.0364701504746	0.464951456349
o	0.411589196655	0.0548320499473	0.253211709903	0.0717628868249	0.20860417505
m	0.137293084018	0.0812858466491	0.388354729968	0.107578155608	0.28548818835
e	0.0458150558067	0.0783716953164	0.288461689989	0.119054915203	0.468296616117
</S>	0.0229117480143	0.0397155873082	0.247386024995	0.141253462602	0.548733158058
