 	voglio	che	Maria	viene	domani	</S>
t	0.47084109	0.01260032	0.022721692615	0.117704011442	0.3399666305	0.03616626725
è	0.49278391	0.0138189207667	0.0228243757383	0.118125648014	0.338975682983	0.0134714727267
l	0.82373214	0.00870633802223	0.00793847252277	0.0398283070093	0.115226536144	0.00456822100257
o	0.645090916667	0.283444274674	0.0148954305843	0.0141752891078	0.0407939241313	0.00160015603452
e	0.257061673122	0.380840114891	0.0224446318614	0.0079737840026	0.32712789446	0.00455190142817
M	0.0862418095557	0.134975703954	0.0156730842871	0.0258720023342	0.731744308153	0.00549309490272
a	0.0330595738002	0.0486389796413	0.176741581762	0.178693650778	0.559998751384	0.00286743806091
r	0.0157814760334	0.0197514358471	0.231157030254	0.211777642926	0.431435965795	0.0900964463536
ì	0.0057536327878	0.00720755588237	0.140321599751	0.0863035169753	0.637322771932	0.123090904785
a	0.00195635549413	0.00294030482979	0.109091655584	0.0474594989918	0.789383527311	0.049168651595
n	0.00125245075291	0.00116271597226	0.0475303651947	0.0299791583306	0.899837629104	0.0202376954983
a	0.00111380220764	0.000822117384087	0.125394376065	0.157107551444	0.703937603035	0.0116245471328
r	0.00422254999255	0.0014902375947	0.153810498688	0.216322527148	0.614076761012	0.0100774177109
t	0.0887117239975	0.00731896473157	0.132462322896	0.139332069049	0.538459420337	0.093715480237
i	0.113120557793	0.00831829203509	0.116367315865	0.104465187683	0.501025273446	0.156703346746
à	0.037707596844	0.00277333098859	0.041287653555	0.052961004561	0.775908411149	0.0893619732587
v	0.012721875557	0.00100578831185	0.0171494402183	0.0270661778537	0.901921190383	0.0401355274296
v	0.028763609009	0.00575394723395	0.0236790157394	0.0207281372846	0.647700690128	0.273374604477
r	0.0926560146697	0.00948206541132	0.0241712490465	0.0117302973282	0.267215505709	0.594744884826
i	0.0896115679299	0.00540410571377	0.0153489801488	0.0180498356761	0.13447555757	0.737109994942
</S>	0.0448484135249	0.00272715922188	0.0167609400744	0.0299292388381	0.109751938785	0.795982347471
