 	non	ho	dove	d	andare	</S>
e	0.711698075	0.0959055012	0.00562063495	0.0008536627	0.00337664769	0.1825454681
n	0.511873913667	0.1306715604	0.0656813478167	0.0270527694667	0.00639737182333	0.258323001433
è	0.178961044356	0.361257560133	0.125242652606	0.0437940481556	0.00742820186778	0.283316451911
c	0.062683943252	0.487101030044	0.248626360869	0.0933872610519	0.0128434125493	0.0953579872503
h	0.0654201317507	0.513276850015	0.266987107956	0.106631080017	0.0146759356998	0.0330089088968
o	0.0663330420169	0.450035365005	0.367164603652	0.091387906339	0.0071705812166	0.0179085145989
p	0.024919355139	0.190094665002	0.617180601217	0.14653872878	0.0061225693722	0.015144095533
u	0.00905101533633	0.089393522754	0.588828127072	0.280873262927	0.0165953052907	0.015258770511
è	0.00317312374878	0.029976242918	0.371090935691	0.393561554309	0.170387781764	0.031810360837
n	0.00124890947959	0.0102981220527	0.18880698523	0.439903018103	0.325748557255	0.0339943899457
a	0.000721475099863	0.00372271928223	0.10295388991	0.396065209368	0.445034399085	0.0515022839819
p	0.000442620183288	0.00134718349208	0.0522568328033	0.311626296456	0.574775646362	0.0595513966606
à	0.00171406225443	0.000552826133327	0.0320521887278	0.210353289819	0.700572795454	0.0547548308869
o	0.00213459921381	0.000184864358496	0.0107150306759	0.0748090836063	0.743296251818	0.168860153629
</S>	0.0010783891004	9.2563646378e-05	0.00537607229795	0.0432736708031	0.683430755909	0.266748511814
